quest_id,file,source,target,npc_id,action_id,old_page,new_page,candidate_page_id,client_file,client_sha256,evidence
15443,src/main/resources/aion/data/static_data/quest_definition/quests/15443.xml,started,started,805398,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15443.html,199be82855c77f5536be591451379dd8b22151ddd3fba015d1fca12615cb02d2,10000_19999/quest_q15443.html
15444,src/main/resources/aion/data/static_data/quest_definition/quests/15444.xml,started,started,805399,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15444.html,e72d5148b49c0c9149c176557c98135749602bfc98f181e861aaeec8b95109f7,10000_19999/quest_q15444.html
15445,src/main/resources/aion/data/static_data/quest_definition/quests/15445.xml,started,started,805400,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15445.html,e13979f8898c8d748b70c109918033c44a6ce39b299c98f408acb690a7ac3c5f,10000_19999/quest_q15445.html
15471,src/main/resources/aion/data/static_data/quest_definition/quests/15471.xml,started,started,805798,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15471.html,b8e54f7529cc77695a2e58614eb5b0cfa93ea4abb5a9c0256b4b0ad3b7fe890c,10000_19999/quest_q15471.html
15472,src/main/resources/aion/data/static_data/quest_definition/quests/15472.xml,started,started,805798,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15472.html,a46e1a4c7510e2d43e7c8cfb4b5d371c31d484d313119b1b1475a89c5c820cf3,10000_19999/quest_q15472.html
15473,src/main/resources/aion/data/static_data/quest_definition/quests/15473.xml,started,started,805798,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15473.html,9f8cca7e4989eae8e3948646b22a30a8a47aa0c38e94a03e768f487db2906ffe,10000_19999/quest_q15473.html
15474,src/main/resources/aion/data/static_data/quest_definition/quests/15474.xml,started,started,805798,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15474.html,5ab87b4e29a53bb6b0616a96e66ec54d1ebccd655aebbca13ca1eb7203483d21,10000_19999/quest_q15474.html
15475,src/main/resources/aion/data/static_data/quest_definition/quests/15475.xml,started,started,805798,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15475.html,fa735e62742dd7190d62bcf6a744546442c08e76019a3c6c6a7b2b39193ae6ae,10000_19999/quest_q15475.html
15500,src/main/resources/aion/data/static_data/quest_definition/quests/15500.xml,started,started,806089,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15500.html,973ba78e7eb36e37cc78e0d15538707e62ab9188b10de75ddea226f77693b41b,10000_19999/quest_q15500.html
15501,src/main/resources/aion/data/static_data/quest_definition/quests/15501.xml,started,started,806089,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15501.html,7bb2711163ae14095f1ca90afbc721b383c0b45a4973ecbf59f2ed1476317c1a,10000_19999/quest_q15501.html
15503,src/main/resources/aion/data/static_data/quest_definition/quests/15503.xml,started,started,806090,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15503.html,710844d5ea55e9bcc4bba94c8ec0bcdd2fb1a767038d5a9e930a38dbee693a8e,10000_19999/quest_q15503.html
15504,src/main/resources/aion/data/static_data/quest_definition/quests/15504.xml,started,started,806090,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15504.html,e1c99850b9de58f5b0c89da19a954f11c8da1514a8922e7bc9227cb407977e72,10000_19999/quest_q15504.html
15506,src/main/resources/aion/data/static_data/quest_definition/quests/15506.xml,started,started,806091,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15506.html,11e0201e4f6fdb51aeb183f2a7f31a61de37031041786a4a2fc8b09cda847571,10000_19999/quest_q15506.html
15507,src/main/resources/aion/data/static_data/quest_definition/quests/15507.xml,started,started,806091,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15507.html,533626068e8c44d21aa4f4de7ea7f6399b7de41b2366f6707a86ff831a77ab18,10000_19999/quest_q15507.html
15509,src/main/resources/aion/data/static_data/quest_definition/quests/15509.xml,started,started,806092,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15509.html,404849d9eb19e0729b286aa875587f4cd9866f9922e6fb4660911c0caaa3a82c,10000_19999/quest_q15509.html
15510,src/main/resources/aion/data/static_data/quest_definition/quests/15510.xml,started,started,806092,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15510.html,19154d9e5eddf7ac09823e9bb1c4e9f5e4825deb45903d81a9b46ab37edce9ca,10000_19999/quest_q15510.html
15512,src/main/resources/aion/data/static_data/quest_definition/quests/15512.xml,started,started,806093,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15512.html,ad4ec98303873d0a3383d313dec032677967906f42a2d9b7526ff3c6532b8bec,10000_19999/quest_q15512.html
15513,src/main/resources/aion/data/static_data/quest_definition/quests/15513.xml,started,started,241547,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15513.html,e6f3e8bf63d6a9bcf7f687237a637a84d168c936a615e810e97098dfdce832c0,10000_19999/quest_q15513.html
15513,src/main/resources/aion/data/static_data/quest_definition/quests/15513.xml,started,started,241548,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15513.html,e6f3e8bf63d6a9bcf7f687237a637a84d168c936a615e810e97098dfdce832c0,10000_19999/quest_q15513.html
15513,src/main/resources/aion/data/static_data/quest_definition/quests/15513.xml,started,started,241550,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15513.html,e6f3e8bf63d6a9bcf7f687237a637a84d168c936a615e810e97098dfdce832c0,10000_19999/quest_q15513.html
15513,src/main/resources/aion/data/static_data/quest_definition/quests/15513.xml,started,started,241551,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15513.html,e6f3e8bf63d6a9bcf7f687237a637a84d168c936a615e810e97098dfdce832c0,10000_19999/quest_q15513.html
15513,src/main/resources/aion/data/static_data/quest_definition/quests/15513.xml,started,started,806093,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15513.html,e6f3e8bf63d6a9bcf7f687237a637a84d168c936a615e810e97098dfdce832c0,10000_19999/quest_q15513.html
15515,src/main/resources/aion/data/static_data/quest_definition/quests/15515.xml,started,started,806094,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15515.html,0de1fb7903ceb925f1416fb887eb15cc6b4a6df64f6b303002fdb62e5750ea2f,10000_19999/quest_q15515.html
15516,src/main/resources/aion/data/static_data/quest_definition/quests/15516.xml,started,started,806094,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15516.html,720c464e14cddef2c6aba0885f6cb351775521dfef78632c2a278143ce4c8012,10000_19999/quest_q15516.html
15518,src/main/resources/aion/data/static_data/quest_definition/quests/15518.xml,started,started,806095,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15518.html,7d610c69052766ce8bd308999079eea862765131685beeae1ba6b30a6d845393,10000_19999/quest_q15518.html
15519,src/main/resources/aion/data/static_data/quest_definition/quests/15519.xml,started,started,806095,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15519.html,606ee8027d0f52ed3e952e4c7574e686a07ea7ea4b28dfb6a27d9cb7a7918b19,10000_19999/quest_q15519.html
15520,src/main/resources/aion/data/static_data/quest_definition/quests/15520.xml,started,started,806095,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15520.html,371aa0e7957d994dab9abe22b78205119189dab024fbae887b827ecda42695e3,10000_19999/quest_q15520.html
15521,src/main/resources/aion/data/static_data/quest_definition/quests/15521.xml,started,started,806096,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15521.html,2a6ac51d8243ab52ee074feb1fa1520e897d8c0ed0ef865a2ebe0ae668612cff,10000_19999/quest_q15521.html
15522,src/main/resources/aion/data/static_data/quest_definition/quests/15522.xml,started,started,806096,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15522.html,ce3a99e2188bb6037036fa2d6ef40baa88de4b060bf7360ca00cf1a1b6470197,10000_19999/quest_q15522.html
15524,src/main/resources/aion/data/static_data/quest_definition/quests/15524.xml,started,started,806097,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15524.html,c111aad2a7166ddcf93acfda309cde09db977631a15938acc36b49840a898b21,10000_19999/quest_q15524.html
15525,src/main/resources/aion/data/static_data/quest_definition/quests/15525.xml,started,started,806097,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15525.html,d70b3d8fdf71dc3030cc663f1b4969041ad85170ac3277f07d7510e8ce7eead9,10000_19999/quest_q15525.html
15527,src/main/resources/aion/data/static_data/quest_definition/quests/15527.xml,started,started,806098,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15527.html,91a1a260af87a5a546b40041608333f22688426db22da98c58064b63fdea774a,10000_19999/quest_q15527.html
15528,src/main/resources/aion/data/static_data/quest_definition/quests/15528.xml,started,started,806098,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15528.html,86e682c78c9a0e79f980619a209be96af1fc0bb966fd33ab4a65c6161b59400e,10000_19999/quest_q15528.html
15529,src/main/resources/aion/data/static_data/quest_definition/quests/15529.xml,started,started,806098,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15529.html,a731950332bf861ec938bb038f502e4021c2a64cbc4ae9e8cd88287ff3dfa832,10000_19999/quest_q15529.html
15530,src/main/resources/aion/data/static_data/quest_definition/quests/15530.xml,started,started,806099,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15530.html,f7f9cff239be725fa5933f9475677f68764ef6727dfff503947077b8cc925848,10000_19999/quest_q15530.html
15531,src/main/resources/aion/data/static_data/quest_definition/quests/15531.xml,started,started,806099,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15531.html,3899d38bbdba01fb29c26be47224e8ee33751d1e9db9497cf5007ba49bd554fe,10000_19999/quest_q15531.html
15533,src/main/resources/aion/data/static_data/quest_definition/quests/15533.xml,started,started,806100,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15533.html,997344df01246ee8aac6c304e52170389b1aa461c5f24906b3ffa33e7da5a14e,10000_19999/quest_q15533.html
15534,src/main/resources/aion/data/static_data/quest_definition/quests/15534.xml,started,started,806100,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15534.html,44cf05516d321edfc3b98e479115c454b9886958e9b4a3331958e33d0409c21a,10000_19999/quest_q15534.html
15536,src/main/resources/aion/data/static_data/quest_definition/quests/15536.xml,started,started,806254,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15536.html,c02916d6e17cacc48e4130f2cc1f3c072a902eddd7021f82b0ca184e45d75eeb,10000_19999/quest_q15536.html
15537,src/main/resources/aion/data/static_data/quest_definition/quests/15537.xml,started,started,806254,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15537.html,7907f7788776080bae13ecf8368c9bff93b2e202c67eb4f27bc48f0bc4ce5fb0,10000_19999/quest_q15537.html
15560,src/main/resources/aion/data/static_data/quest_definition/quests/15560.xml,started,started,731684,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15560.html,f226c8bc712b29d0ebfe30eeff12243acfaa2554891834af6c78073373d639f5,10000_19999/quest_q15560.html
15560,src/main/resources/aion/data/static_data/quest_definition/quests/15560.xml,started,started,806090,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15560.html,f226c8bc712b29d0ebfe30eeff12243acfaa2554891834af6c78073373d639f5,10000_19999/quest_q15560.html
15561,src/main/resources/aion/data/static_data/quest_definition/quests/15561.xml,started,started,731684,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15561.html,b7b40bace8707d8c23c4d3b6f2c10998436fb8e3b2a5baf4e5dcde8726afbea5,10000_19999/quest_q15561.html
15561,src/main/resources/aion/data/static_data/quest_definition/quests/15561.xml,started,started,806090,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15561.html,b7b40bace8707d8c23c4d3b6f2c10998436fb8e3b2a5baf4e5dcde8726afbea5,10000_19999/quest_q15561.html
15562,src/main/resources/aion/data/static_data/quest_definition/quests/15562.xml,started,started,731684,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15562.html,a8ab32221febd59723b65828e191a266ec102356ad6515c9cac5109be1ee97f3,10000_19999/quest_q15562.html
15562,src/main/resources/aion/data/static_data/quest_definition/quests/15562.xml,started,started,806090,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15562.html,a8ab32221febd59723b65828e191a266ec102356ad6515c9cac5109be1ee97f3,10000_19999/quest_q15562.html
15564,src/main/resources/aion/data/static_data/quest_definition/quests/15564.xml,started,started,731684,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15564.html,b9294f066e8cd4721c6207033aa602d02011dd345aedbd87dad38989aa4cb445,10000_19999/quest_q15564.html
15564,src/main/resources/aion/data/static_data/quest_definition/quests/15564.xml,started,started,806114,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15564.html,b9294f066e8cd4721c6207033aa602d02011dd345aedbd87dad38989aa4cb445,10000_19999/quest_q15564.html
15570,src/main/resources/aion/data/static_data/quest_definition/quests/15570.xml,started,started,806091,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15570.html,50b36ddcf717f6e5e539fe4ff395a1134d3c05a141a2054bf37b3ff63300be73,10000_19999/quest_q15570.html
15571,src/main/resources/aion/data/static_data/quest_definition/quests/15571.xml,started,started,806092,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15571.html,b7a97bb9b5739b7d853154e647ac46ff730b51a7a53c6c32fed3da2e0dec7fd3,10000_19999/quest_q15571.html
15572,src/main/resources/aion/data/static_data/quest_definition/quests/15572.xml,started,started,806093,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15572.html,c2dedd37726c551d67fc8db06b984ab0e6c91bddc6a948cf58a1455739c98ba0,10000_19999/quest_q15572.html
15573,src/main/resources/aion/data/static_data/quest_definition/quests/15573.xml,started,started,806094,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15573.html,fb2d9e9974ebccf556ec86704d29be189a60d040d35e6e98a691b84760261141,10000_19999/quest_q15573.html
15574,src/main/resources/aion/data/static_data/quest_definition/quests/15574.xml,started,started,806095,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15574.html,62bb40f0faa1b41ed717822b310cc24e4c3d3684eaaa2daae533a569a47df261,10000_19999/quest_q15574.html
15575,src/main/resources/aion/data/static_data/quest_definition/quests/15575.xml,started,started,806096,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15575.html,08fae5bef6f316e563ba7d88dcf389c027b0570b377e065dbd2c4e1b73d42e7e,10000_19999/quest_q15575.html
15576,src/main/resources/aion/data/static_data/quest_definition/quests/15576.xml,started,started,806097,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15576.html,49f4bef2ef07e23e44174a1d852960a873499c2c7670c1659b89401f2b80a17c,10000_19999/quest_q15576.html
15577,src/main/resources/aion/data/static_data/quest_definition/quests/15577.xml,started,started,806098,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15577.html,ebf651db19c2ac0357c227fe73d93bf9e62d9994e27540cd6c0ae1ba30b5fdd0,10000_19999/quest_q15577.html
15578,src/main/resources/aion/data/static_data/quest_definition/quests/15578.xml,started,started,806099,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15578.html,fe345135c69aa2de2b915f7562bdc102c7317818bdcfd6218888f8e1799e719e,10000_19999/quest_q15578.html
15579,src/main/resources/aion/data/static_data/quest_definition/quests/15579.xml,started,started,806100,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15579.html,0a1f7fa3c882d358e4ab1b4ba4d6e2aa6245bf9404bce0056aa16c6c4f42ef01,10000_19999/quest_q15579.html
15580,src/main/resources/aion/data/static_data/quest_definition/quests/15580.xml,started,started,806114,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15580.html,d48d130d8381c492720eead3186a68d3b010edd1bd86eee8b6909322c077e821,10000_19999/quest_q15580.html
15620,src/main/resources/aion/data/static_data/quest_definition/quests/15620.xml,started,started,806159,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15620.html,0628462facbaf8201f188cdbd7ddf9c09fa1d4b49789a402f59b1496e8120957,10000_19999/quest_q15620.html
15621,src/main/resources/aion/data/static_data/quest_definition/quests/15621.xml,started,started,806161,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15621.html,22c4a44a285b6b0e095af751d9ec224f65fb13f19ff0843c82f503e4ff4b6896,10000_19999/quest_q15621.html
15622,src/main/resources/aion/data/static_data/quest_definition/quests/15622.xml,started,started,806163,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15622.html,5eebf714c180865237713f37ce3f582bdb93ce7aea159abf6f38e346721e7c5e,10000_19999/quest_q15622.html
15623,src/main/resources/aion/data/static_data/quest_definition/quests/15623.xml,started,started,806165,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15623.html,70a9c84f7f61804fba190f334b3f236e36dccf8ad888f576139f61afdafb762d,10000_19999/quest_q15623.html
15632,src/main/resources/aion/data/static_data/quest_definition/quests/15632.xml,started,started,731684,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15632.html,81667be3c2efb49f266689e12b68538671011775a89d123ed9ef939dbd7be504,10000_19999/quest_q15632.html
15632,src/main/resources/aion/data/static_data/quest_definition/quests/15632.xml,started,started,806090,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15632.html,81667be3c2efb49f266689e12b68538671011775a89d123ed9ef939dbd7be504,10000_19999/quest_q15632.html
15634,src/main/resources/aion/data/static_data/quest_definition/quests/15634.xml,started,started,731684,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15634.html,231ee5c4af24d341ad59de437c86f45d2db22fd795c8fdad809e71364302a35c,10000_19999/quest_q15634.html
15634,src/main/resources/aion/data/static_data/quest_definition/quests/15634.xml,started,started,806090,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15634.html,231ee5c4af24d341ad59de437c86f45d2db22fd795c8fdad809e71364302a35c,10000_19999/quest_q15634.html
15637,src/main/resources/aion/data/static_data/quest_definition/quests/15637.xml,started,started,731684,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15637.html,eb3d28a32c079074412d8fdc677e2d40ee2c6652babc03a8773bd8810223b05f,10000_19999/quest_q15637.html
15637,src/main/resources/aion/data/static_data/quest_definition/quests/15637.xml,started,started,806090,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15637.html,eb3d28a32c079074412d8fdc677e2d40ee2c6652babc03a8773bd8810223b05f,10000_19999/quest_q15637.html
15639,src/main/resources/aion/data/static_data/quest_definition/quests/15639.xml,started,started,731684,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15639.html,1d4dcec9d3709b2248755117a1c4c5ee9f823563ccbe8e65f78feb040da3d100,10000_19999/quest_q15639.html
15639,src/main/resources/aion/data/static_data/quest_definition/quests/15639.xml,started,started,806090,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15639.html,1d4dcec9d3709b2248755117a1c4c5ee9f823563ccbe8e65f78feb040da3d100,10000_19999/quest_q15639.html
15640,src/main/resources/aion/data/static_data/quest_definition/quests/15640.xml,started,started,806089,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15640.html,db0453c254f68a7ab787749dc8421130115df19760f0ca020d04d7b517206bf8,10000_19999/quest_q15640.html
15671,src/main/resources/aion/data/static_data/quest_definition/quests/15671.xml,started,started,806114,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q15671.html,14f2aa2122ed66000ba53b45338e05fe0c0b24084d72ed24fb4b250a8faef228,10000_19999/quest_q15671.html
15693,src/main/resources/aion/data/static_data/quest_definition/quests/15693.xml,started,started,806114,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/QUEST_Q15693.html,067fa6a1ed244125f0a3bf85f525d4127c6bd30fe89eefa1a2ca1a03ed2f72fd,10000_19999/QUEST_Q15693.html
15694,src/main/resources/aion/data/static_data/quest_definition/quests/15694.xml,started,started,806794,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/QUEST_Q15694.html,9563f10677cd393453988676256e2a146da65a676baea9f4d68d2c96ab828792,10000_19999/QUEST_Q15694.html
15695,src/main/resources/aion/data/static_data/quest_definition/quests/15695.xml,started,started,806794,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/QUEST_Q15695.html,3c1644a2e2a097a11050dd2856a7ef4c62e7f7ef6baefaac985dae77a4f6f785,10000_19999/QUEST_Q15695.html
15696,src/main/resources/aion/data/static_data/quest_definition/quests/15696.xml,started,started,806795,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/QUEST_Q15696.html,01abf21c752fe548ee0c14387076217894f163081891b6599f9fcbe50ed2a4c0,10000_19999/QUEST_Q15696.html
15697,src/main/resources/aion/data/static_data/quest_definition/quests/15697.xml,started,started,806795,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/QUEST_Q15697.html,cba5f58645b8356ef8f595c5b6872204c7c90e3e05271120dc898a1c64843ec9,10000_19999/QUEST_Q15697.html
15698,src/main/resources/aion/data/static_data/quest_definition/quests/15698.xml,started,started,806796,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/QUEST_Q15698.html,e1b0494c9ce3f32165ec06ddb649f41c687f16fdcfe603c372b1c5b1177d15b7,10000_19999/QUEST_Q15698.html
15699,src/main/resources/aion/data/static_data/quest_definition/quests/15699.xml,started,started,806796,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/QUEST_Q15699.html,e35a2dc1053fd5fba516450a3b8be14b2ed2144cd3c0c0e10ab02aa0dd856409,10000_19999/QUEST_Q15699.html
15700,src/main/resources/aion/data/static_data/quest_definition/quests/15700.xml,started,started,806797,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/QUEST_Q15700.html,7ffa74d50bb0cdda6d1479e326071c3e72b3c7c75e4a86521d9b0cacf8461a61,10000_19999/QUEST_Q15700.html
15701,src/main/resources/aion/data/static_data/quest_definition/quests/15701.xml,started,started,806797,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/QUEST_Q15701.html,e5aeb26cfe24242be66cd29761512edd79b852af9b0330e2e99b62d9d28dbec8,10000_19999/QUEST_Q15701.html
15702,src/main/resources/aion/data/static_data/quest_definition/quests/15702.xml,started,started,806798,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/QUEST_Q15702.html,4cb65197b5000c8bf760c1d74ad2a8727d49511240d00f38bf8c93c9e9c2cb9e,10000_19999/QUEST_Q15702.html
15703,src/main/resources/aion/data/static_data/quest_definition/quests/15703.xml,started,started,806798,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/QUEST_Q15703.html,0902f88a6277d73041e1c5af7b9360323f0154d28e923a44971effa5bf9eda27,10000_19999/QUEST_Q15703.html
15704,src/main/resources/aion/data/static_data/quest_definition/quests/15704.xml,started,started,806799,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/QUEST_Q15704.html,0cab930d50c7c256a69575e1c1a229fa6534d604b9584076cdcf0484a66d7ae0,10000_19999/QUEST_Q15704.html
15705,src/main/resources/aion/data/static_data/quest_definition/quests/15705.xml,started,started,806799,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/QUEST_Q15705.html,6cf1b44aa22ea33d08655762cfe7b9e4bc3ea0e52365820069ffe1676ad03cfb,10000_19999/QUEST_Q15705.html
15706,src/main/resources/aion/data/static_data/quest_definition/quests/15706.xml,started,started,806800,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/QUEST_Q15706.html,5633b45c183501e5fb2564c33d48c13b81f5d3f00a6e49a7387622403c5301c0,10000_19999/QUEST_Q15706.html
15707,src/main/resources/aion/data/static_data/quest_definition/quests/15707.xml,started,started,806800,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/QUEST_Q15707.html,03ab712840678ee457434861f930df1743e69580aca0ef27fe6235e4a4acbd79,10000_19999/QUEST_Q15707.html
15708,src/main/resources/aion/data/static_data/quest_definition/quests/15708.xml,started,started,806801,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/QUEST_Q15708.html,e611f538e9cd73d57e05c69f3691cecee119c91ef2bf3cffb664b7f9db28dbae,10000_19999/QUEST_Q15708.html
15709,src/main/resources/aion/data/static_data/quest_definition/quests/15709.xml,started,started,806801,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/QUEST_Q15709.html,19b04a061b786f31abf0508dbc394669f07e54299d80f79841ccffdf7dd04dc5,10000_19999/QUEST_Q15709.html
18208,src/main/resources/aion/data/static_data/quest_definition/quests/18208.xml,unaccepted,unaccepted,205309,31,SELECT1,SHOW_ASK_QUEST_ACCEPT_WINDOW,4,10000_19999/quest_q18208.html,1af725d7ad93653436290a6b1f44243e69c005ed0c7c2613f3531d47475ce20c,10000_19999/quest_q18208.html
18212,src/main/resources/aion/data/static_data/quest_definition/quests/18212.xml,k1,k1,205985,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q18212.html,77d41c639f3e2c468a74f8b8c77a3dd3bb48b4afd475a4bee5be952b1656c97f,10000_19999/quest_q18212.html
18300,src/main/resources/aion/data/static_data/quest_definition/quests/18300.xml,started,started,799530,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q18300.html,d7811fd2d2c1090ee23766f22bcbba3a2fdf998d645681447aef0fd625751ef1,10000_19999/quest_q18300.html
18300,src/main/resources/aion/data/static_data/quest_definition/quests/18300.xml,started,started,804699,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q18300.html,d7811fd2d2c1090ee23766f22bcbba3a2fdf998d645681447aef0fd625751ef1,10000_19999/quest_q18300.html
18300,src/main/resources/aion/data/static_data/quest_definition/quests/18300.xml,started,started,804820,31,SELECT2,DEFAULT_SUCCESS,10002,10000_19999/quest_q18300.html,d7811fd2d2c1090ee23766f22bcbba3a2fdf998d645681447aef0fd625751ef1,10000_19999/quest_q18300.html
18301,src/main/resources/aion/data/static_data/quest_definition/quests/18301.xml,unaccepted,unaccepted,730373,31,SELECT1,SHOW_ASK_QUEST_ACCEPT_WINDOW,4,10000_19999/quest_q18301.html,f1377e4ffcec9a43474053b7ea2e48c7dfbc64e3b5ba6211a53ac380e1f41951,10000_19999/quest_q18301.html
18301,src/main/resources/aion/data/static_data/quest_definition/quests/18301.xml,unaccepted,unaccepted,730374,31,SELECT1,SHOW_ASK_QUEST_ACCEPT_WINDOW,4,10000_19999/quest_q18301.html,f1377e4ffcec9a43474053b7ea2e48c7dfbc64e3b5ba6211a53ac380e1f41951,10000_19999/quest_q18301.html
18395,src/main/resources/aion/data/static_data/quest_definition/quests/18395.xml,started,started,798926,31,SELECT2,SELECT1,1011,10000_19999/quest_q18395.html,510fd19b76fd9cdfd15c1051cdbf0e2df3d5be4ab80e31ef2cd4254ab9a10dc3,10000_19999/quest_q18395.html
18970,src/main/resources/aion/data/static_data/quest_definition/quests/18970.xml,started,started,804865,31,SELECT2,SELECT1,1011,10000_19999/quest_q18970.html,63367a95f702239bea75ce69e76001eff9c191dccd206127e1d78088f261217e,10000_19999/quest_q18970.html
