quest_id,acquire_category,acquire_npc_name,acquire_npc_id,reward_npc_name,reward_npc_id
15311,Talk,LF5_Dike_E,805327,LF5_Dike_E,805327
15312,Talk,LF5_Dike_E,805327,LF5_Dike_E,805327
15313,Talk,LF5_Dike_E,805327,LF5_Dike_E,805327
15314,Talk,LF5_Dike_E,805327,LF5_Dike_E,805327
15315,Talk,LF5_Dike_E,805327,LF5_Dike_E,805327
15316,Talk,LF5_Dike_E,805327,LF5_Dike_E,805327
15321,Talk,LF5_Potencia_E,805330,LF5_Potencia_E,805330
15322,Talk,LF5_Potencia_E,805330,LF5_Potencia_E,805330
15323,Talk,LF5_Potencia_E,805330,LF5_Potencia_E,805330
15324,Talk,LF5_Machina_E,805331,LF5_Machina_E,805331
15325,Talk,LF5_Machina_E,805331,LF5_Machina_E,805331
15326,Talk,LF5_Machina_E,805331,LF5_Machina_E,805331
15334,Talk,LF5_Potencia_E,805330,LF5_Potencia_E,805330
15335,Talk,LC1_Yudixia_E,805738,LC1_Yudixia_E,805738
15350,Talk,Lavirintos,203701,Lavirintos,203701
15351,Talk,Lavirintos,203701,Lavirintos,203701
15353,Talk,Dairos,203710,Dairos,203710
15354,Talk,Iocaste,203708,Iocaste,203708
15358,Talk,Lavirintos,203701,Lavirintos,203701
15363,Talk,Dairos,203710,Dairos,203710
15364,Talk,Iocaste,203708,Iocaste,203708
15365,Talk,Dairos,203710,Dairos,203710
15366,Talk,Dairos,203710,Dairos,203710
15367,Talk,Dairos,203710,Dairos,203710
15368,Talk,Dairos,203710,Dairos,203710
15400,EnterWorld,400010000,,Ab1_Giscours_E,805351
15401,Talk,LF5_Atmos_E,804699,Ab1_Giscours_E,805351
15402,Talk,Ab1_Giscours_E,805351,Ab1_Kirwan_E,805352
15403,Talk,Ab1_Dissanue_E,805378,Ab1_Dissanue_E,805378
15404,Talk,Ab1_Dissanue_E,805378,Ab1_Dissanue_E,805378
15405,Talk,Ab1_Dissanue_E,805378,Ab1_Dissanue_E,805378
15406,Talk,Ab1_Dissanue_E,805378,Ab1_Dissanue_E,805378
15407,Talk,Ab1_Dissanue_E,805378,Ab1_Dissanue_E,805378
15408,Talk,Ab1_Dissanue_E,805378,Ab1_Dissanue_E,805378
15409,Talk,Ab1_Palmer_E,805379,Ab1_Palmer_E,805379
15410,Talk,Ab1_Palmer_E,805379,Ab1_Palmer_E,805379
15411,Talk,Ab1_Palmer_E,805379,Ab1_Palmer_E,805379
15412,Talk,Ab1_Palmer_E,805379,Ab1_Palmer_E,805379
15413,Talk,Ab1_Palmer_E,805379,Ab1_Palmer_E,805379
15414,Talk,Ab1_Village_Guard50_L,805385,Ab1_Village_Guard50_L,805385
15415,Talk,Ab1_Village_Guard51_L,805386,Ab1_Village_Guard51_L,805386
15416,Talk,Ab1_Village_Guard52_L,805387,Ab1_Village_Guard52_L,805387
15417,Talk,Ab1_Village_Guard53_L,805388,Ab1_Village_Guard53_L,805388
15418,Talk,Ab1_Village_Guard54_L,805389,Ab1_Village_Guard54_L,805389
15419,Talk,Ab1_Village_Guard55_L,805390,Ab1_Village_Guard55_L,805390
15420,Talk,Ab1_Village_Guard56_L,805391,Ab1_Village_Guard56_L,805391
15421,Talk,Ab1_Village_Guard57_L,805392,Ab1_Village_Guard57_L,805392
15422,Talk,Ab1_Village_Guard58_L,805393,Ab1_Village_Guard58_L,805393
15423,Talk,Ab1_Village_Guard59_L,805394,Ab1_Village_Guard59_L,805394
15424,Talk,Ab1_Village_Guard60_L,805395,Ab1_Village_Guard60_L,805395
15425,Talk,Ab1_Village_Guard61_L,805396,Ab1_Village_Guard61_L,805396
15426,Talk,Ab1_Village_Guard62_L,805397,Ab1_Village_Guard62_L,805397
15427,Talk,Ab1_Village_Guard63_L,805398,Ab1_Village_Guard63_L,805398
15428,Talk,Ab1_Village_Guard64_L,805399,Ab1_Village_Guard64_L,805399
15429,Talk,Ab1_Village_Guard65_L,805400,Ab1_Village_Guard65_L,805400
15430,Talk,Ab1_Village_Guard50_L,805385,Ab1_Village_Guard50_L,805385
15431,Talk,Ab1_Village_Guard51_L,805386,Ab1_Village_Guard51_L,805386
15432,Talk,Ab1_Village_Guard52_L,805387,Ab1_Village_Guard52_L,805387
15433,Talk,Ab1_Village_Guard53_L,805388,Ab1_Village_Guard53_L,805388
15434,Talk,Ab1_Village_Guard54_L,805389,Ab1_Village_Guard54_L,805389
15435,Talk,Ab1_Village_Guard55_L,805390,Ab1_Village_Guard55_L,805390
15436,Talk,Ab1_Village_Guard56_L,805391,Ab1_Village_Guard56_L,805391
15437,Talk,Ab1_Village_Guard57_L,805392,Ab1_Village_Guard57_L,805392
15438,Talk,Ab1_Village_Guard58_L,805393,Ab1_Village_Guard58_L,805393
15439,Talk,Ab1_Village_Guard59_L,805394,Ab1_Village_Guard59_L,805394
15440,Talk,Ab1_Village_Guard60_L,805395,Ab1_Village_Guard60_L,805395
15441,Talk,Ab1_Village_Guard61_L,805396,Ab1_Village_Guard61_L,805396
15442,Talk,Ab1_Village_Guard62_L,805397,Ab1_Village_Guard62_L,805397
15443,Talk,Ab1_Village_Guard63_L,805398,Ab1_Village_Guard63_L,805398
15444,Talk,Ab1_Village_Guard64_L,805399,Ab1_Village_Guard64_L,805399
15445,Talk,Ab1_Village_Guard65_L,805400,Ab1_Village_Guard65_L,805400
15446,none,,,Ab1_Village_Guard51_L,805386
15447,none,,,Ab1_Village_Guard53_L,805388
15448,none,,,Ab1_Village_Guard55_L,805390
15449,none,,,Ab1_Village_Guard56_L,805391
15450,none,,,Ab1_Village_Guard58_L,805393
15451,none,,,Ab1_Village_Guard57_L,805392
15452,none,,,Ab1_Village_Guard59_L,805394
15453,none,,,Ab1_Village_Guard62_L,805397
15454,none,,,Ab1_Village_Guard63_L,805398
15455,Talk,Ab1_1221_Quest_Li,268051,Ab1_1221_Quest_Li,268051
15456,none,,,Ab1_Lagrangia_E,805380
15457,EnterArea,,,Ab1_Lagrangia_E,805380
15458,Talk,Ab1_1241_Quest_Li,270151,Ab1_1241_Quest_Li,270151
15459,none,,,Ab1_Lagrangia_E,805380
15460,EnterArea,,,Ab1_Lagrangia_E,805380
15461,Talk,Ab1_1231_Quest_Li,269251,Ab1_1231_Quest_Li,269251
15462,none,,,Ab1_Lagrangia_E,805380
15463,EnterArea,,,Ab1_Lagrangia_E,805380
15464,EnterArea,,,Ab1_Marqudalen_E,805382
15465,EnterArea,,,Ab1_Marqudalen_E,805382
15466,EnterArea,,,Ab1_Marqudalen_E,805382
15467,Talk,Ab1_v07_L_Seller_Cera,805594,Ab1_v07_L_Seller_Cera,805594
15468,Talk,Ab1_v10_L_Seller_Cera,805595,Ab1_v10_L_Seller_Cera,805595
15471,Talk,Ab1_Bonar_E,805798,Ab1_Bonar_E,805798
15472,Talk,Ab1_Bonar_E,805798,Ab1_Bonar_E,805798
15473,Talk,Ab1_Bonar_E,805798,Ab1_Bonar_E,805798
15474,Talk,Ab1_Bonar_E,805798,Ab1_Bonar_E,805798
15475,Talk,Ab1_Bonar_E,805798,Ab1_Bonar_E,805798
15476,Talk,Ab1_BLv4_L01,,Ab1_BLv4_L01,
15477,Talk,Ab1_BLv4_L02,,Ab1_BLv4_L02,
15478,Talk,Ab1_BLv6_L01,,Ab1_BLv6_L01,
15479,Talk,Ab1_BLv6_L02,,Ab1_BLv6_L02,
15480,Talk,Ab1_BLv8_L,,Ab1_BLv8_L,
15481,Talk,Ab1_Lagrangia_E,805380,Ab1_Marqudalen_E,805382
15500,Talk,LF6_Aquaris_E,806089,LF6_Aquaris_E,806089
15501,Talk,LF6_Aquaris_E,806089,LF6_Aquaris_E,806089
15502,Talk,LF6_Aquaris_E,806089,LF6_Aquaris_E,806089
15503,Talk,LF6_Lurivie_E,806090,LF6_Lurivie_E,806090
15504,Talk,LF6_Lurivie_E,806090,LF6_Lurivie_E,806090
15505,Talk,LF6_Lurivie_E,806090,LF6_Lurivie_E,806090
15506,Talk,LF6_Bellie_E,806091,LF6_Bellie_E,806091
15507,Talk,LF6_Bellie_E,806091,LF6_Bellie_E,806091
15508,Talk,LF6_Bellie_E,806091,LF6_Bellie_E,806091
15509,Talk,LF6_Tauron_E,806092,LF6_Tauron_E,806092
15510,Talk,LF6_Tauron_E,806092,LF6_Tauron_E,806092
15511,Talk,LF6_Tauron_E,806092,LF6_Tauron_E,806092
15512,Talk,LF6_Hemellos_E,806093,LF6_Hemellos_E,806093
15513,Talk,LF6_Hemellos_E,806093,LF6_Hemellos_E,806093
15514,Talk,LF6_Hemellos_E,806093,LF6_Hemellos_E,806093
15515,Talk,LF6_Cernia_E,806094,LF6_Cernia_E,806094
15516,Talk,LF6_Cernia_E,806094,LF6_Cernia_E,806094
15517,Talk,LF6_Cernia_E,806094,LF6_Cernia_E,806094
15518,Talk,LF6_Lione_E,806095,LF6_Lione_E,806095
15519,Talk,LF6_Lione_E,806095,LF6_Lione_E,806095
15520,Talk,LF6_Lione_E,806095,LF6_Lione_E,806095
15521,Talk,LF6_Fartenos_E,806096,LF6_Fartenos_E,806096
15522,Talk,LF6_Fartenos_E,806096,LF6_Fartenos_E,806096
15523,Talk,LF6_Fartenos_E,806096,LF6_Fartenos_E,806096
15524,Talk,LF6_Libran_E,806097,LF6_Libran_E,806097
15525,Talk,LF6_Libran_E,806097,LF6_Libran_E,806097
15526,Talk,LF6_Libran_E,806097,LF6_Libran_E,806097
15527,Talk,LF6_Escafione_E,806098,LF6_Escafione_E,806098
15528,Talk,LF6_Escafione_E,806098,LF6_Escafione_E,806098
15529,Talk,LF6_Escafione_E,806098,LF6_Escafione_E,806098
15530,Talk,LF6_Sahitell_E,806099,LF6_Sahitell_E,806099
15531,Talk,LF6_Sahitell_E,806099,LF6_Sahitell_E,806099
15532,Talk,LF6_Sahitell_E,806099,LF6_Sahitell_E,806099
15533,Talk,LF6_Kornus_E,806100,LF6_Kornus_E,806100
15534,Talk,LF6_Kornus_E,806100,LF6_Kornus_E,806100
15535,Talk,LF6_Kornus_E,806100,LF6_Kornus_E,806100
15536,Talk,LF6_Caeliy_E,806254,LF6_Caeliy_E,806254
15537,Talk,LF6_Caeliy_E,806254,LF6_Caeliy_E,806254
15538,Talk,LF6_Caeliy_E,806254,LF6_Caeliy_E,806254
15540,Talk,LF6_Ador_E,806134,LF6_Ador_E,806134
15541,Talk,LF6_op_highcraft_material_Seller,834136,LF6_op_highcraft_material_Seller,834136
15545,Talk,LF6_Familiar_E,835514,LF6_Familiar_E,835514
15546,Talk,LF6_Familiar_E,835514,LF6_Familiar_E,835514
15548,EnterArea,,,LF6_op_toplevel_equip_seller_01,806442
15550,Talk,LF6_Ilisia_E,806114,LF6_Aquaris_E,806089
15551,Talk,LF6_Aquaris_E,806089,LF6_Aquaris_E,806089
15552,Talk,LF6_Aquaris_E,806089,LF6_Aquaris_E,806089
15553,Talk,LF6_Aquaris_E,806089,LF6_Aquaris_E,806089
15554,Talk,LF6_Aquaris_E,806089,LF6_Aquaris_E,806089
15560,Talk,LF6_FOBJ_OP_Wanted_Board,731684,LF6_Lurivie_E,806090
15561,Talk,LF6_FOBJ_OP_Wanted_Board,731684,LF6_Lurivie_E,806090
15562,Talk,LF6_FOBJ_OP_Wanted_Board,731684,LF6_Lurivie_E,806090
15563,ItemPlay,quest_15563a,,LF6_Ilisia_E,806114
15564,Talk,LF6_FOBJ_OP_Wanted_Board,731684,LF6_Ilisia_E,806114
15565,EnterArea,,,LF6_Ilisia_E,806114
15566,EnterArea,,,LF6_Ilisia_E,806114
15570,Talk,LF6_Bellie_E,806091,LF6_Bellie_E,806091
15571,Talk,LF6_Tauron_E,806092,LF6_Tauron_E,806092
15572,Talk,LF6_Hemellos_E,806093,LF6_Hemellos_E,806093
15573,Talk,LF6_Cernia_E,806094,LF6_Cernia_E,806094
15574,Talk,LF6_Lione_E,806095,LF6_Lione_E,806095
15575,Talk,LF6_Fartenos_E,806096,LF6_Fartenos_E,806096
15576,Talk,LF6_Libran_E,806097,LF6_Libran_E,806097
15577,Talk,LF6_Escafione_E,806098,LF6_Escafione_E,806098
15578,Talk,LF6_Sahitell_E,806099,LF6_Sahitell_E,806099
15579,Talk,LF6_Kornus_E,806100,LF6_Kornus_E,806100
15580,Talk,LF6_Ilisia_E,806114,LF6_Ilisia_E,806114
15581,Talk,LF6_Ilisia_E,806114,LF6_Ilisia_E,806114
15582,Talk,LF6_Ilisia_E,806114,LF6_Ilisia_E,806114
15583,Talk,LF6_Ilisia_E,806114,LF6_Ilisia_E,806114
15585,Talk,LF6_Ilisia_E,806114,LF6_Ilisia_E,806114
15586,Talk,LF6_Ilisia_E,806114,LF6_Ilisia_E,806114
15587,Talk,LF6_Ilisia_E,806114,LF6_Ilisia_E,806114
15588,Talk,LF6_Ilisia_E,806114,LF6_Ilisia_E,806114
15590,Talk,LF6_Ilisia_E,806114,LF6_Ilisia_E,806114
15591,Talk,LF6_Ilisia_E,806114,LF6_Ilisia_E,806114
15592,Talk,LF6_Ilisia_E,806114,LF6_Ilisia_E,806114
15593,Talk,LF6_Ilisia_E,806114,LF6_Ilisia_E,806114
15595,Talk,LF6_Ilisia_E,806114,LF6_Ilisia_E,806114
15596,EnterWorld,210100000,,LF6_Ilisia_E,806114
15601,Talk,LF6_Luabo_E,806158,LF6_Luabo_E,806158
15602,Talk,LF6_Alexandria_E,806159,LF6_Alexandria_E,806159
15604,Talk,LF6_Cyclon_E,806161,LF6_Cyclon_E,806161
15605,Talk,LF6_Polonius_E,806162,LF6_Polonius_E,806162
15606,Talk,LF6_Thaleia_E,806163,LF6_Thaleia_E,806163
15608,Talk,LF6_Canella_E,806165,LF6_Canella_E,806165
15613,Talk,LF6_Volter_E,806113,LF6_Volter_E,806113
15620,Talk,LF6_Alexandria_E,806159,LF6_Alexandria_E,806159
15621,Talk,LF6_Cyclon_E,806161,LF6_Cyclon_E,806161
15622,Talk,LF6_Thaleia_E,806163,LF6_Thaleia_E,806163
15623,Talk,LF6_Canella_E,806165,LF6_Canella_E,806165
15632,Talk,LF6_FOBJ_OP_Wanted_Board,731684,LF6_Lurivie_E,806090
15634,Talk,LF6_FOBJ_OP_Wanted_Board,731684,LF6_Lurivie_E,806090
15637,Talk,LF6_FOBJ_OP_Wanted_Board,731684,LF6_Lurivie_E,806090
15639,Talk,LF6_FOBJ_OP_Wanted_Board,731684,LF6_Lurivie_E,806090
15640,Talk,LF6_Aquaris_E,806089,LF6_Aquaris_E,806089
15660,Talk,LF6_Ilisia_E,806114,LF6_Ilisia_E,806114
15661,Talk,LF6_Ilisia_E,806114,LF6_Ilisia_E,806114
15665,Talk,LF6_Aquaris_E,806089,LF6_Aquaris_E,806089
15666,Talk,LF6_Lurivie_E,806090,LF6_Lurivie_E,806090
15670,Talk,LF6_Ilisia_E,806114,LF6_Ilisia_E,806114
15671,EnterArea,LF6_QuestArea_Q15671,,LF6_Ilisia_E,806114
15672,EnterArea,LF6_QuestArea_Q15672,,LF6_Ilisia_E,806114
15673,Talk,LF6_Marzian_E,806671,LF6_Ilisia_E,806114
15674,EnterArea,DF6_QuestArea_Q15674,,LF6_Ilisia_E,806114
15680,Talk,LF6_Hemellos_E,806093,LF6_Hemellos_E,806093
15681,EnterArea,,,DF6_Shuket_E,806691
15682,EnterArea,,,LF6_Kornus_E,806100
15683,EnterArea,,,LF6_Lione_E,806095
15684,EnterArea,,,LF6_Escafione_E,806098
15685,EnterArea,,,LF6_Fartenos_E,806096
15686,EnterArea,,,LF6_Bellie_E,806091
15687,EnterArea,,,LF6_Cernia_E,806094
15688,EnterArea,,,LF6_Caeliy_E,806254
15689,Talk,LF6_Kreasione_E,806696,LF6_Kreasione_E,806696
15690,Talk,LF6_Kreasione_E,806696,LF6_Kreasione_E,806696
15691,Talk,LF6_Kreasione_E,806696,LF6_Kreasione_E,806696
15692,Talk,LF6_Cyclon_E,806161,LF6_Cyclon_E,806161
15693,Talk,LF6_Ilisia_E,806114,LF6_Ilisia_E,806114
15694,Talk,LF6_Giakos_E,806794,LF6_Giakos_E,806794
15695,Talk,LF6_Giakos_E,806794,LF6_Giakos_E,806794
15696,Talk,LF6_Nastasi_E,806795,LF6_Nastasi_E,806795
15697,Talk,LF6_Nastasi_E,806795,LF6_Nastasi_E,806795
15698,Talk,LF6_Gorakis_E,806796,LF6_Gorakis_E,806796
15699,Talk,LF6_Gorakis_E,806796,LF6_Gorakis_E,806796
15700,Talk,LF6_Baresi_E,806797,LF6_Baresi_E,806797
15701,Talk,LF6_Baresi_E,806797,LF6_Baresi_E,806797
15702,Talk,DF6_Ragunis_E,806798,DF6_Ragunis_E,806798
15703,Talk,DF6_Ragunis_E,806798,DF6_Ragunis_E,806798
15704,Talk,DF6_Bitorio_E,806799,DF6_Bitorio_E,806799
15705,Talk,DF6_Bitorio_E,806799,DF6_Bitorio_E,806799
15706,Talk,DF6_Samaris_E,806800,DF6_Samaris_E,806800
15707,Talk,DF6_Samaris_E,806800,DF6_Samaris_E,806800
15708,Talk,DF6_Riano_E,806801,DF6_Riano_E,806801
15709,Talk,DF6_Riano_E,806801,DF6_Riano_E,806801
15710,EnterArea,,,LF6_Hemellos_E,806093
15711,EnterArea,,,LF6_Kornus_E,806100
15712,EnterArea,,,LF6_Lione_E,806095
15713,EnterArea,,,LF6_Escafione_E,806098
15714,EnterArea,,,LF6_Fartenos_E,806096
15715,EnterArea,,,LF6_Bellie_E,806091
15716,EnterArea,,,LF6_Cernia_E,806094
15717,EnterArea,,,LF6_Caeliy_E,806254
16800,Talk,LF6_Weatha_E,806075,IDEternity_Q_Weatha_E,806148
16801,EnterArea,,,IDEternity_Q_Weatha_E,806148
16802,EnterArea,,,IDEternity_Q_Weatha_E,806148
16803,EnterArea,,,IDEternity_Q_Weatha_E,806148
16804,EnterArea,,,IDEternity_Q_Weatha_E,806148
16805,EnterArea,,,IDEternity_Q_Weatha_E,806148
16806,EnterArea,,,IDEternity_Q_Weatha_E,806148
16807,EnterArea,,,IDEternity_Q_Weatha_E,806148
16808,EnterArea,,,IDEternity_Q_Weatha_E,806148
16809,ItemPlay,doc_quest_16809a,,LF6_Weatha_E,806075
16810,ItemPlay,doc_quest_16810a,,LF6_Weatha_E,806075
16811,ItemPlay,doc_quest_16811a,,LF6_Weatha_E,806075
16820,Talk,LF6_Ador_E,806134,LF6_Ador_E,806134
16821,EnterArea,,,IDEternity_02_Event_Nepilim_02,220587
16822,EnterArea,,,IDEternity_02_Radilis_E,806283
16823,EnterArea,,,IDEternity_02_Weatha02_E,806285
16824,EnterArea,,,IDEternity_02_Event_Nepilim_02,220587
16825,EnterArea,,,IDEternity_02_Radilis_E,806283
16826,EnterArea,,,IDEternity_02_Weatha02_E,806285
16827,Talk,IDEternity_02_Teria_E,806282,IDEternity_02_Teria_E,806282
16828,Talk,IDEternity_02_Teria_E,806282,IDEternity_02_Teria_E,806282
16829,Talk,IDEternity_02_Teria_E,806282,IDEternity_02_Teria_E,806282
16830,EnterArea,IDEternity_02_QuestArea_Q16830,,IDEternity_02_B_polymorph_end_02,834040
16831,EnterArea,,,IDEternity_02_Radilis_E,806283
16832,Talk,IDEternity_02_Radilis_E,806283,IDEternity_02_Weatha01_E,806284
16835,Talk,LF6_Ador_E,806134,LF6_Ador_E,806134
16836,EnterArea,,,IDEternity_03_Weatha03_E,806569
16837,Talk,IDEternity_03_Contesius01_E,806564,IDEternity_03_Contesius02_E,806568
16838,Talk,IDEternity_03_Ostia02_E,806566,IDEternity_03_Ostia02_E,806566
16839,Talk,IDEternity_03_Weatha01_E,806563,IDEternity_03_Weatha03_E,806569
16942,Talk,LDF4_Advance_Elger_E,802350,LDF4_Advance_Elger_E,802350
16974,Talk,IDLDF5_Under_01_Theano_E,801763,IDLDF5_Under_01_Theano_E,801763
16975,ItemPlay,QUEST_16975a,,IDLDF5_Under_01_Theano_E,801763
16976,Talk,LDF5_Under_Timarchus_E,801762,LDF5_Under_Timarchus_E,801762
16977,Talk,IDLDF5_Under_01_Theano_E,801763,LDF5_Under_Timarchus_E,801762
16985,Talk,LF5_Supri_E,804864,LF5_Supri_E,804864
16986,Talk,IDLDF5_Under_02_E_Alkatron_E,804862,LF5_Supri_E,804864
16987,Talk,LF5_Pequs_E,804865,LF5_Pequs_E,804865
16988,Talk,IDLDF5_Under_02_Alkatron_E,801953,LF5_Pequs_E,804865
16994,Talk,IDLDF5_Under_02_E_Alkatron_E,804862,LF5_Supri_E,804864
16995,Talk,Growth_light_1,,Growth_light_1,
16996,Talk,Growth_light_2,,Growth_light_2,
17160,Talk,_challengetask_,,LF5_Atmos_E,804699
17161,Talk,_challengetask_,,LF5_Atmos_E,804699
17162,Talk,_challengetask_,,LF5_Atmos_E,804699
17500,Talk,LF6_Morise_E,806262,LF6_Morise_E,806262
17501,Talk,IDLDF5_Fortress_War_Neleus_E,806263,LF6_Morise_E,806262
17505,Talk,LF6_Severus_E,806266,LF6_Severus_E,806266
17506,Talk,IDLDF5_Under_02_War_Terua_E,806267,LF6_Severus_E,806266
17510,LevelUpLogIn,66,,LF6_Weatha_E,806075
17512,Talk,LF6_Remaia_E,806436,LF6_Remaia_E,806436
17525,Talk,Ab1_Giscours_E,805351,Ab1_Giscours_E,805351
17526,Talk,Ab1_Plania_E,806781,Ab1_Plania_E,806781
17530,EnterArea,,,Jucleas,203752
17531,EnterArea,,,Jucleas,203752
17540,Talk,Antigone,799553,Antigone,799553
17541,Talk,Antigone,799553,Antigone,799553
17550,Talk,LF6_Ador_E,806134,Ab1_Invitos_E,806789
17551,Talk,Ab1_Invitos_E,806789,Ab1_Invitos_E,806789
17552,Talk,IDAb1_Heroes_L_teleporter,835782,Ab1_Invitos_E,806789
18226,Talk,Junos,205985,Junos,205985
18227,Talk,Junos,205985,Junos,205985
18250,Talk,LF6_Ador_E,806134,Romedon,798604
18251,Talk,Ab1_Usia_E,806729,Romedon,798604
18252,Talk,Romedon,798604,Romedon,798604
18253,Talk,Romedon,798604,Romedon,798604
18254,Talk,Terita,278534,Romedon,798604
18314,Talk,Hariken,799530,Hariken,799530
18315,Talk,steropes,799052,Hariken,799530
18316,Talk,Hariken,799530,Ab1_Klring_E,806453
18317,Talk,Ab1_Klring_E,806453,Ab1_Klring_E,806453
18395,Talk,Cainus,798926,UnderPass_Yun_Narus_E,835649
18396,Talk,UnderPass_Yun_Narus_E,835649,UnderPass_Yun_Narus_E,835649
18397,Talk,UnderPass_Yun_Narus_E,835649,UnderPass_Yun_Narus_E,835649
18415,Talk,Leah,799552,UnderPass_M_Radiel_E,835729
18416,Talk,UnderPass_M_Radiel_E,835729,UnderPass_M_Radiel_E,835729
18649,EnterArea,,,Perento,204500
18737,Talk,LF5_Averse_E,804707,IDRaksha_Solo_StageStart,
18738,Talk,IDRaksha_Solo_StageStart,,LF5_Deamas_E,804965
18739,EnterArea,,,LF5_Averse_E,804707
18740,EnterArea,,,LF5_Averse_E,804707
18741,EnterArea,,,LF5_Averse_E,804707
18742,Talk,IDRaksha_Solo_StageStart,,LF5_Averse_E,804707
18743,Talk,IDRaksha_Solo_StageStart,,LF5_Averse_E,804707
18745,Talk,IDRaksha_Solo_StageStart,,LF5_Averse_E,804707
18930,Talk,LF6_Herodion_E,806258,LF6_Herodion_E,806258
18931,Talk,IDDreadgion_04_Nizna_E,806259,LF6_Herodion_E,806258
18932,Talk,IDDreadgion_04_Nizna_E,806259,LF6_Herodion_E,806258
18950,Talk,LF5_Aithria_E,804711,IDSeal_Scene_01_QuestNPC_Li,209678
18951,Talk,IDSeal_Scene_01_QuestNPC_Li,209678,LF5_Aithria_E,804711
18952,Talk,IDSeal_Scene_01_QuestNPC_Li,209678,LF5_Aithria_E,804711
18953,Talk,IDSeal_Scene_01_QuestNPC_Li,209678,LF5_Aithria_E,804711
18970,Talk,LF5_Brontte_E,804709,LF5_IDF5_Mini_01_Officer_L_03,805215
18971,Talk,LF5_Pequs_E,804865,LF5_IDF5_Mini_01_Officer_L_03,805215
18972,Talk,LF5_Pequs_E,804865,LF5_IDF5_Mini_01_Officer_L_01,805213
18973,Talk,LF5_Pequs_E,804865,LF5_IDF5_Mini_01_Officer_L_02,805214
18974,Talk,LF5_Pequs_E,804865,LF5_IDF5_Mini_01_Officer_L_03,805215
18975,Talk,LF5_IDF5_Mini_01_Officer_L_03,805215,LF5_IDF5_Mini_01_Officer_L_03,805215
18976,Talk,LF5_IDF5_Mini_01_Officer_L_03,805215,LF5_IDF5_Mini_01_Officer_L_03,805215
18977,Talk,LDF4_Advance_Elger_E,802350,LF5_IDF5_Mini_01_Officer_L_03,805215
18978,Talk,LDF5_Fortress_Alphion_E,802431,LF5_IDF5_Mini_01_Officer_L_03,805215
18980,Talk,LF3_Meio_E,806059,Perento,204500
18981,Talk,LF3_Meio_E,806059,Perento,204500
18982,Talk,LF3_Meio_E,806059,Perento,204500
18983,Talk,DF3_Estado_E,806060,Perento,204500
18984,Talk,DF3_Estado_E,806060,Perento,204500
18985,Talk,DF3_Estado_E,806060,Perento,204500
18990,Talk,LF6_Weatha_E,806075,LF6_Weatha_E,806075
18991,Talk,LF6_Enosi_E,806214,LF6_Enosi_E,806214
18992,Talk,LF6_Weatha_E,806075,LF6_Weatha_E,806075
18993,Talk,LF6_Stochio_E,806215,LF6_Stochio_E,806215
18994,Talk,LF6_Weatha_E,806075,LF6_Weatha_E,806075
18995,Talk,LF6_Riseon_E,806241,LF6_Riseon_E,806241
18996,Talk,LF6_Weatha_E,806075,LF6_Weatha_E,806075
18997,Talk,LF6_Favoni_E,806252,LF6_Favoni_E,806252
19010,Talk,Anteros,203788,Anteros,203788
19016,Talk,Vulcanus,203790,Vulcanus,203790
19022,Talk,Daphnis,203793,Daphnis,203793
19028,Talk,Utisda,203792,Utisda,203792
19034,Talk,Diana,203786,Diana,203786
19601,Talk,Arena_L_clobby_Rena_E,804651,Arena_L_clobby_Kerojus_E,804655
19602,Talk,Arena_L_clobby_Rotea_E,804652,Atropos,798155
19603,Talk,Arena_L_clobby_Rena_E,804651,Atropos,798155
19604,Talk,Arena_L_clobby_Rotea_E,804652,Brosia,204601
19605,Talk,Arena_L_clobby_Rotea_E,804652,Pyrrha,798225
19606,Talk,Arena_L_clobby_Rotea_E,804652,Rovilance,800420
19607,Talk,Arena_L_clobby_Rotea_E,804652,Maloren,204656
19608,Talk,Arena_L_clobby_Deronis_E,804653,Cainus,798926
19609,Talk,Arena_L_clobby_Rena_E,804651,Dorsia,798954
19610,Talk,Arena_L_clobby_Deronis_E,804653,Daniele,798909
19611,Talk,Arena_L_clobby_Deronis_E,804653,Honeus,799029
19612,Talk,Arena_L_clobby_Deronis_E,804653,Cainus,798926
19613,Talk,Arena_L_clobby_Agnes_E,804654,Kahrun,205579
19614,Talk,Arena_L_clobby_Rena_E,804651,Kahrun,205579
19615,Talk,Arena_L_clobby_Agnes_E,804654,LF5_Nimrod_E,804820
19616,Talk,Arena_L_clobby_Agnes_E,804654,Ancanus,205842
19617,Talk,Arena_L_clobby_Agnes_E,804654,LF5_Rosalee_E,804868
19618,Talk,Arena_L_clobby_Agnes_E,804654,LF5_Garnon_E,804879
19619,Talk,Arena_L_clobby_Agnes_E,804654,LF5_Rosalee_E,804868
19620,Talk,Arena_L_clobby_Kerojus_E,804655,LDF5a_Tiryns_Commander,800527
19621,Talk,Arena_L_clobby_Kerojus_E,804655,LDF5b_Demades_E,801281
19622,Talk,Arena_L_clobby_Kerojus_E,804655,LDF5_Under_Kurius_E,801541
19623,Talk,Arena_L_clobby_Kerojus_E,804655,LDF4_Advance_Elger_E,802350
19624,Talk,Arena_L_clobby_Kerojus_E,804655,LDF5_Fortress_Alphion_E,802431
19625,Talk,Arena_L_clobby_Rena_E,804651,LDF5a_Tiryns_Commander,800527
