quest_id,npc,src,action,emitted,kind,decision,start_root,report_root,has_contract,in_start,in_end,why,detail,path
36533,804949,complete,31,1011,npc_start,skip-alias,,10002,True,False,True,emitting start route not found,,
36533,804949,unaccepted,31,1011,npc_start,remove-explicit-start,,10002,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/36533.xml
36534,804950,complete,31,1011,npc_start,skip-alias,,10002,True,False,True,emitting start route not found,,
36534,804950,unaccepted,31,1011,npc_start,remove-explicit-start,,10002,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/36534.xml
36535,804952,complete,31,1011,npc_start,skip-alias,,10002,True,False,True,emitting start route not found,,
36535,804952,unaccepted,31,1011,npc_start,remove-explicit-start,,10002,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/36535.xml
36536,804948,complete,31,1011,npc_start,skip-alias,,10002,True,False,True,emitting start route not found,,
36536,804948,unaccepted,31,1011,npc_start,remove-explicit-start,,10002,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/36536.xml
36537,804950,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
36537,804950,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/36537.xml
36538,804951,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
36538,804951,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/36538.xml
36539,804952,complete,31,1011,npc_start,skip-alias,,10002,True,False,True,emitting start route not found,,
36539,804952,unaccepted,31,1011,npc_start,remove-explicit-start,,10002,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/36539.xml
36540,804952,complete,31,1011,npc_start,skip-alias,,10002,True,False,True,emitting start route not found,,
36540,804952,unaccepted,31,1011,npc_start,remove-explicit-start,,10002,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/36540.xml
36541,804951,complete,31,1011,npc_start,skip-alias,,10002,True,False,True,emitting start route not found,,
36541,804951,unaccepted,31,1011,npc_start,remove-explicit-start,,10002,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/36541.xml
36542,804951,complete,31,1011,npc_start,skip-alias,,10002,True,False,True,emitting start route not found,,
36542,804951,unaccepted,31,1011,npc_start,remove-explicit-start,,10002,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/36542.xml
36543,804954,complete,31,1011,npc_start,skip-alias,,10002,True,False,True,emitting start route not found,,
36543,804954,unaccepted,31,1011,npc_start,remove-explicit-start,,10002,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/36543.xml
36544,804951,complete,31,1011,npc_start,skip-alias,,10002,True,False,True,emitting start route not found,,
36544,804951,unaccepted,31,1011,npc_start,remove-explicit-start,,10002,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/36544.xml
36545,804948,complete,31,1011,npc_start,skip-alias,,10002,True,False,True,emitting start route not found,,
36545,804948,unaccepted,31,1011,npc_start,remove-explicit-start,,10002,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/36545.xml
36546,804948,complete,31,1011,npc_start,skip-alias,,10002,True,False,True,emitting start route not found,,
36546,804948,unaccepted,31,1011,npc_start,remove-explicit-start,,10002,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/36546.xml
36547,804948,complete,31,1011,npc_start,skip-alias,,10002,True,False,True,emitting start route not found,,
36547,804948,unaccepted,31,1011,npc_start,remove-explicit-start,,10002,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/36547.xml
36548,804948,complete,31,1011,npc_start,skip-alias,,10002,True,False,True,emitting start route not found,,
36548,804948,unaccepted,31,1011,npc_start,remove-explicit-start,,10002,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/36548.xml
39601,800922,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
39601,800923,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
39601,800922,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/39601.xml
39601,800923,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/39601.xml
39603,800922,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
39603,800923,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
39603,800922,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/39603.xml
39603,800923,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/39603.xml
39604,800922,complete,31,1011,npc_start,skip-alias,,1352,True,False,True,emitting start route not found,,
39604,800923,complete,31,1011,npc_start,skip-alias,,1352,True,False,True,emitting start route not found,,
39604,800922,unaccepted,31,1011,npc_start,remove-explicit-start,,1352,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/39604.xml
39604,800923,unaccepted,31,1011,npc_start,remove-explicit-start,,1352,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/39604.xml
39605,800922,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
39605,800923,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
39605,800922,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/39605.xml
39605,800923,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/39605.xml
39607,800922,complete,31,1011,npc_start,skip-alias,,1352,True,False,True,emitting start route not found,,
39607,800923,complete,31,1011,npc_start,skip-alias,,1352,True,False,True,emitting start route not found,,
39607,800922,unaccepted,31,1011,npc_start,remove-explicit-start,,1352,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/39607.xml
39607,800923,unaccepted,31,1011,npc_start,remove-explicit-start,,1352,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/39607.xml
39608,800922,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
39608,800923,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
39608,800922,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/39608.xml
39608,800923,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/39608.xml
39609,800927,complete,31,1011,npc_start,skip-alias,,1352,True,False,True,emitting start route not found,,
39609,800928,complete,31,1011,npc_start,skip-alias,,1352,True,False,True,emitting start route not found,,
39609,800927,unaccepted,31,1011,npc_start,remove-explicit-start,,1352,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/39609.xml
39609,800928,unaccepted,31,1011,npc_start,remove-explicit-start,,1352,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/39609.xml
39610,800927,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
39610,800928,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
39610,800927,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/39610.xml
39610,800928,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/39610.xml
39612,800927,complete,31,1011,npc_start,skip-alias,,1352,True,False,True,emitting start route not found,,
39612,800928,complete,31,1011,npc_start,skip-alias,,1352,True,False,True,emitting start route not found,,
39612,800927,unaccepted,31,1011,npc_start,remove-explicit-start,,1352,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/39612.xml
39612,800928,unaccepted,31,1011,npc_start,remove-explicit-start,,1352,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/39612.xml
39613,800927,complete,31,1011,npc_start,skip-alias,,1352,True,False,True,emitting start route not found,,
39613,800928,complete,31,1011,npc_start,skip-alias,,1352,True,False,True,emitting start route not found,,
39613,800927,unaccepted,31,1011,npc_start,remove-explicit-start,,1352,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/39613.xml
39613,800928,unaccepted,31,1011,npc_start,remove-explicit-start,,1352,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/39613.xml
39615,800927,complete,31,1011,npc_start,skip-alias,,1352,True,False,True,emitting start route not found,,
39615,800928,complete,31,1011,npc_start,skip-alias,,1352,True,False,True,emitting start route not found,,
39615,800927,unaccepted,31,1011,npc_start,remove-explicit-start,,1352,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/39615.xml
39615,800928,unaccepted,31,1011,npc_start,remove-explicit-start,,1352,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/39615.xml
39701,800931,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
39701,800932,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
39701,800931,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/39701.xml
39701,800932,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/39701.xml
39702,800936,complete,31,1011,npc_start,skip-alias,,1352,True,False,True,emitting start route not found,,
39702,800937,complete,31,1011,npc_start,skip-alias,,1352,True,False,True,emitting start route not found,,
39702,800938,complete,31,1011,npc_start,skip-alias,,1352,True,False,True,emitting start route not found,,
39702,800936,unaccepted,31,1011,npc_start,remove-explicit-start,,1352,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/39702.xml
39702,800937,unaccepted,31,1011,npc_start,remove-explicit-start,,1352,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/39702.xml
39702,800938,unaccepted,31,1011,npc_start,remove-explicit-start,,1352,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/39702.xml
39706,800931,complete,31,1011,npc_start,skip-alias,,1352,True,False,True,emitting start route not found,,
39706,800932,complete,31,1011,npc_start,skip-alias,,1352,True,False,True,emitting start route not found,,
39706,800931,unaccepted,31,1011,npc_start,remove-explicit-start,,1352,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/39706.xml
39706,800932,unaccepted,31,1011,npc_start,remove-explicit-start,,1352,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/39706.xml
39708,800931,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
39708,800932,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
39708,800931,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/39708.xml
39708,800932,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/39708.xml
39709,800936,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
39709,800937,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
39709,800938,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
39709,800936,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/39709.xml
39709,800937,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/39709.xml
39709,800938,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/39709.xml
39710,800936,complete,31,1011,npc_start,skip-alias,,1352,True,False,True,emitting start route not found,,
39710,800937,complete,31,1011,npc_start,skip-alias,,1352,True,False,True,emitting start route not found,,
39710,800938,complete,31,1011,npc_start,skip-alias,,1352,True,False,True,emitting start route not found,,
39710,800936,unaccepted,31,1011,npc_start,remove-explicit-start,,1352,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/39710.xml
39710,800937,unaccepted,31,1011,npc_start,remove-explicit-start,,1352,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/39710.xml
39710,800938,unaccepted,31,1011,npc_start,remove-explicit-start,,1352,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/39710.xml
39711,800936,complete,31,1011,npc_start,skip-alias,,1352,True,False,True,emitting start route not found,,
39711,800937,complete,31,1011,npc_start,skip-alias,,1352,True,False,True,emitting start route not found,,
39711,800938,complete,31,1011,npc_start,skip-alias,,1352,True,False,True,emitting start route not found,,
39711,800936,unaccepted,31,1011,npc_start,remove-explicit-start,,1352,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/39711.xml
39711,800937,unaccepted,31,1011,npc_start,remove-explicit-start,,1352,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/39711.xml
39711,800938,unaccepted,31,1011,npc_start,remove-explicit-start,,1352,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/39711.xml
39712,800936,complete,31,1011,npc_start,skip-alias,,1352,True,False,True,emitting start route not found,,
39712,800937,complete,31,1011,npc_start,skip-alias,,1352,True,False,True,emitting start route not found,,
39712,800938,complete,31,1011,npc_start,skip-alias,,1352,True,False,True,emitting start route not found,,
39712,800936,unaccepted,31,1011,npc_start,remove-explicit-start,,1352,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/39712.xml
39712,800937,unaccepted,31,1011,npc_start,remove-explicit-start,,1352,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/39712.xml
39712,800938,unaccepted,31,1011,npc_start,remove-explicit-start,,1352,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/39712.xml
39715,800936,complete,31,1011,npc_start,skip-alias,,1352,True,False,True,emitting start route not found,,
39715,800937,complete,31,1011,npc_start,skip-alias,,1352,True,False,True,emitting start route not found,,
39715,800938,complete,31,1011,npc_start,skip-alias,,1352,True,False,True,emitting start route not found,,
39715,800936,unaccepted,31,1011,npc_start,remove-explicit-start,,1352,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/39715.xml
39715,800937,unaccepted,31,1011,npc_start,remove-explicit-start,,1352,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/39715.xml
39715,800938,unaccepted,31,1011,npc_start,remove-explicit-start,,1352,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/39715.xml
45007,799848,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
45007,799848,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/45007.xml
45008,799848,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
45008,799848,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/45008.xml
45009,799848,complete,31,1011,npc_start,skip-alias,,1352,True,False,True,emitting start route not found,,
45009,799848,unaccepted,31,1011,npc_start,remove-explicit-start,,1352,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/45009.xml
45014,799849,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
45014,799849,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/45014.xml
45015,799849,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
45015,799849,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/45015.xml
45016,799849,complete,31,1011,npc_start,skip-alias,,1352,True,False,True,emitting start route not found,,
45016,799849,unaccepted,31,1011,npc_start,remove-explicit-start,,1352,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/45016.xml
45021,799842,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
45021,799843,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
45021,799842,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/45021.xml
45021,799843,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/45021.xml
45022,799842,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
45022,799843,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
45022,799842,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/45022.xml
45022,799843,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/45022.xml
45023,799842,complete,31,1011,npc_start,skip-alias,,1352,True,False,True,emitting start route not found,,
45023,799843,complete,31,1011,npc_start,skip-alias,,1352,True,False,True,emitting start route not found,,
45023,799842,unaccepted,31,1011,npc_start,remove-explicit-start,,1352,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/45023.xml
45023,799843,unaccepted,31,1011,npc_start,remove-explicit-start,,1352,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/45023.xml
45031,799848,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
45031,799848,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/45031.xml
45032,799848,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
45032,799848,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/45032.xml
45033,799848,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
45033,799848,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/45033.xml
45034,799848,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
45034,799848,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/45034.xml
45035,799848,complete,31,1011,npc_start,skip-alias,,1352,True,False,True,emitting start route not found,,
45035,799848,unaccepted,31,1011,npc_start,remove-explicit-start,,1352,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/45035.xml
45036,799848,complete,31,1011,npc_start,skip-alias,,1352,True,False,True,emitting start route not found,,
45036,799848,unaccepted,31,1011,npc_start,remove-explicit-start,,1352,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/45036.xml
45037,799848,complete,31,1011,npc_start,skip-alias,,1352,True,False,True,emitting start route not found,,
45037,799848,unaccepted,31,1011,npc_start,remove-explicit-start,,1352,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/45037.xml
45038,799848,complete,31,1011,npc_start,skip-alias,,1352,True,False,True,emitting start route not found,,
45038,799848,unaccepted,31,1011,npc_start,remove-explicit-start,,1352,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/45038.xml
45039,799849,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
45039,799849,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/45039.xml
45040,799849,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
45040,799849,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/45040.xml
45041,799849,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
45041,799849,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/45041.xml
45042,799849,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
45042,799849,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/45042.xml
45043,799849,complete,31,1011,npc_start,skip-alias,,1352,True,False,True,emitting start route not found,,
45043,799849,unaccepted,31,1011,npc_start,remove-explicit-start,,1352,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/45043.xml
45044,799849,complete,31,1011,npc_start,skip-alias,,1352,True,False,True,emitting start route not found,,
45044,799849,unaccepted,31,1011,npc_start,remove-explicit-start,,1352,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/45044.xml
45045,799842,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
45045,799843,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
45045,799842,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/45045.xml
45045,799843,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/45045.xml
45046,799842,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
45046,799843,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
45046,799842,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/45046.xml
45046,799843,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/45046.xml
45047,799842,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
45047,799843,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
45047,799842,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/45047.xml
45047,799843,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/45047.xml
45048,799842,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
45048,799843,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
45048,799842,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/45048.xml
45048,799843,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/45048.xml
45049,799842,complete,31,1011,npc_start,skip-alias,,1352,True,False,True,emitting start route not found,,
45049,799843,complete,31,1011,npc_start,skip-alias,,1352,True,False,True,emitting start route not found,,
45049,799842,unaccepted,31,1011,npc_start,remove-explicit-start,,1352,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/45049.xml
45049,799843,unaccepted,31,1011,npc_start,remove-explicit-start,,1352,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/45049.xml
45050,799842,complete,31,1011,npc_start,skip-alias,,1352,True,False,True,emitting start route not found,,
45050,799843,complete,31,1011,npc_start,skip-alias,,1352,True,False,True,emitting start route not found,,
45050,799842,unaccepted,31,1011,npc_start,remove-explicit-start,,1352,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/45050.xml
45050,799843,unaccepted,31,1011,npc_start,remove-explicit-start,,1352,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/45050.xml
45051,799842,complete,31,1011,npc_start,skip-alias,,1352,True,False,True,emitting start route not found,,
45051,799843,complete,31,1011,npc_start,skip-alias,,1352,True,False,True,emitting start route not found,,
45051,799842,unaccepted,31,1011,npc_start,remove-explicit-start,,1352,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/45051.xml
45051,799843,unaccepted,31,1011,npc_start,remove-explicit-start,,1352,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/45051.xml
45052,804930,complete,31,1011,npc_start,skip-alias,,10002,True,False,True,emitting start route not found,,
45052,804930,unaccepted,31,1011,npc_start,remove-explicit-start,,10002,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/45052.xml
45053,804930,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
45053,804930,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/45053.xml
45054,804930,complete,31,1011,npc_start,skip-alias,,,True,False,True,emitting start route not found,,
45054,804930,unaccepted,31,1011,npc_start,remove-explicit-start,,,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/45054.xml
45058,804931,complete,31,1011,npc_start,skip-alias,,10002,True,False,True,emitting start route not found,,
45058,804931,unaccepted,31,1011,npc_start,remove-explicit-start,,10002,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/45058.xml
45059,804931,complete,31,1011,npc_start,skip-alias,,10002,True,False,True,emitting start route not found,,
45059,804931,unaccepted,31,1011,npc_start,remove-explicit-start,,10002,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/45059.xml
45060,804934,complete,31,1011,npc_start,skip-alias,,10002,True,False,True,emitting start route not found,,
45060,804934,unaccepted,31,1011,npc_start,remove-explicit-start,,10002,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/45060.xml
45061,804932,complete,31,1011,npc_start,skip-alias,,10002,True,False,True,emitting start route not found,,
45061,804932,unaccepted,31,1011,npc_start,remove-explicit-start,,10002,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/45061.xml
45062,804933,complete,31,1011,npc_start,skip-alias,,10002,True,False,True,emitting start route not found,,
45062,804933,unaccepted,31,1011,npc_start,remove-explicit-start,,10002,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/45062.xml
45063,804935,complete,31,1011,npc_start,skip-alias,,10002,True,False,True,emitting start route not found,,
45063,804935,unaccepted,31,1011,npc_start,remove-explicit-start,,10002,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/45063.xml
45064,804936,complete,31,1011,npc_start,skip-alias,,10002,True,False,True,emitting start route not found,,
45064,804936,unaccepted,31,1011,npc_start,remove-explicit-start,,10002,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/45064.xml
45065,804937,complete,31,1011,npc_start,skip-alias,,10002,True,False,True,emitting start route not found,,
45065,804937,unaccepted,31,1011,npc_start,remove-explicit-start,,10002,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/45065.xml
45505,799865,complete,31,1011,npc_start,skip-alias,,10002,True,False,True,emitting start route not found,,
45505,799866,complete,31,1011,npc_start,skip-alias,,10002,True,False,True,emitting start route not found,,
45505,799865,unaccepted,31,1011,npc_start,remove-explicit-start,,10002,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/45505.xml
45505,799866,unaccepted,31,1011,npc_start,remove-explicit-start,,10002,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/45505.xml
45508,799870,complete,31,1011,npc_start,skip-alias,,10002,True,False,True,emitting start route not found,,
45508,799870,unaccepted,31,1011,npc_start,remove-explicit-start,,10002,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/45508.xml
45509,799865,complete,31,1011,npc_start,skip-alias,,10002,True,False,True,emitting start route not found,,
45509,799866,complete,31,1011,npc_start,skip-alias,,10002,True,False,True,emitting start route not found,,
45509,799865,unaccepted,31,1011,npc_start,remove-explicit-start,,10002,True,False,True,,{},src/main/resources/aion/data/static_data/quest_definition/quests/45509.xml
