quest,shape,stage,report_row,counters,stage_gates,reward_projection,kill_route_kinds,kill_route_targets,migration_repair,field_alignment_problems,monster_alignment_problems,noop_kill_routes,unresolved_monsters,verdict,html_steps,html_file,legacy_handler,legacy_var0_writes
1597,COUNTER_CHAIN,,,SECTION_0<2;SECTION_1<3;SECTION_2<2;SECTION_3<3,SECTION_5==0,var0=2;var1=3;var2=2;var3=3,counter-grid,,False,,,,"lab_lehparfi_42_an,lab_lehparkn_42_an,lehparpriest_41_an,pretorpet_40_an",COUNTER_CHAIN_OK,,,,
1598,COUNTER_CHAIN,,,SECTION_0<6;SECTION_1<4,SECTION_5==0,var0=6;var1=4,counter-grid,,False,,,,"undeadfarmerlf_40_an,undeadfarmerlm_40_an",COUNTER_CHAIN_OK,,,,
1600,COUNTER_CHAIN,,,SECTION_0<1;SECTION_1<1;SECTION_2<1;SECTION_3<1,SECTION_5==0,var0=1;var1=1;var2=1;var3=1,counter-grid,,False,,,,"id2r_lehparkn_41_ae,id2r_lehparwi_41_ae,id3r_lehparpr_41_ae,id3r_lehparwi_41_ae",COUNTER_CHAIN_OK,,,,
1601,COUNTER_CHAIN,,,SECTION_0<1,SECTION_5==0,var0=1,counter-grid,,False,,,,tauricnamed_40_an,COUNTER_CHAIN_OK,,,,
1608,COUNTER_CHAIN,,,SECTION_0<6,SECTION_5==0,var0=6,kill-chain,k6,False,,,,lf3_lehparfacility_q1608a,COUNTER_CHAIN_OK,,,,
1613,COUNTER_CHAIN,,,SECTION_0<10,SECTION_5==0,var0=10,counter-grid,,False,,,,tauric_39_an,COUNTER_CHAIN_OK,,,,
1621,COUNTER_CHAIN,,,SECTION_0<10,SECTION_5==0,var0=10,kill-chain,k10,False,,,,vapor_40_an,COUNTER_CHAIN_OK,,,,
1627,COUNTER_CHAIN,,,SECTION_0<9,SECTION_5==0,var0=9,kill-chain,k9,False,,,,spectre_41_an,COUNTER_CHAIN_OK,,,,
1631,COUNTER_CHAIN,,,SECTION_0<7,SECTION_5==0,var0=7,counter-grid,,False,,,,vapor_41_an,COUNTER_CHAIN_OK,,,,
1637,COUNTER_CHAIN,,,SECTION_0<17,SECTION_5==0,var0=17,counter-grid,,False,,,,undeadlightfi_40_an,COUNTER_CHAIN_OK,,,,
1651,COUNTER_CHAIN,,,SECTION_0<15;SECTION_1<12,SECTION_5==0,var0=15;var1=12,counter-grid,,False,,,,"kuillus_40_an,pretor_40_an",COUNTER_CHAIN_OK,,,,
1652,COUNTER_CHAIN,,,SECTION_0<7;SECTION_1<7;SECTION_2<12,SECTION_5==0,var0=7;var1=7;var2=12,counter-grid,,False,,,,"lf3f3_undeadlightfi_43_ae,lf3f3_undeadlightpr_44_ae,lf3f3_undeadlightwi_44_ae",COUNTER_CHAIN_OK,,,,
1654,COUNTER_CHAIN,,,SECTION_0<5;SECTION_1<4,SECTION_5==0,var0=5;var1=4,counter-grid,,False,,,,"lf3e3_feb_lizardfi_42_ae_tune,lf3e3_fec_lizardfi_44_ae_tune",COUNTER_CHAIN_OK,,,,
1662,COUNTER_CHAIN,,,SECTION_0<3;SECTION_1<3;SECTION_2<3,SECTION_5==0,var0=3;var1=3;var2=3,transition,a0b0c1;a0b0c2;a0b0c3;a0b1c0;a0b1c1;a0b1c2;a0b1c3;a0b2c0;a0b2c1;a0b2c2;a0b2c3;a0b3c0;a0b3c1;a0b3c2;a0b3c3;a1b0c0;a1b0c1;a1b0c2;a1b0c3;a1b1c0;a1b1c1;a1b1c2;a1b1c3;a1b2c0;a1b2c1;a1b2c2;a1b2c3;a1b3c0;a1b3c1;a1b3c2;a1b3c3;a2b0c0;a2b0c1;a2b0c2;a2b0c3;a2b1c0;a2b1c1;a2b1c2;a2b1c3;a2b2c0;a2b2c1;a2b2c2;a2b2c3;a2b3c0;a2b3c1;a2b3c2;a2b3c3;a3b0c0;a3b0c1;a3b0c2;a3b0c3;a3b1c0;a3b1c1;a3b1c2;a3b1c3;a3b2c0;a3b2c1;a3b2c2;a3b2c3;a3b3c0;a3b3c1;a3b3c2;a3b3c3,False,,,,"krallfighterk_38_ae_tune,krallfighterk_41_ae_tune,krallpriestk_39_ae_tune",COUNTER_CHAIN_OK,,,,
1665,COUNTER_CHAIN,,,SECTION_0<1,SECTION_5==0,var0=1,counter-grid,,False,,,,lizardmanfinmq_43_ae,COUNTER_CHAIN_OK,,,,
1666,COUNTER_CHAIN,,,SECTION_0<5;SECTION_1<5,SECTION_5==0,var0=5;var1=5,counter-grid,,False,,,,"lf3e3_aeb_lizardas_44_ae_tune,lf3e3_fea_lizardfi_44_ae_tune",COUNTER_CHAIN_OK,,,,
1667,COUNTER_CHAIN,,,SECTION_0<5;SECTION_1<10,SECTION_5==0,var0=5;var1=10,counter-grid,,False,,,,"skeleton_43_an,vapor_43_an",COUNTER_CHAIN_OK,,,,
1668,COUNTER_CHAIN,,,SECTION_0<3;SECTION_1<3;SECTION_2<3,SECTION_5==0,var0=3;var1=3;var2=3,counter-grid,,False,,,,"lf3e3_fea_lizardfi_new_44_ae,lf3e3_feb_lizardfi_new_44_ae,lf3e3_rea_lizardrad_new_44_ae",COUNTER_CHAIN_OK,,,,
1728,COUNTER_CHAIN,,,SECTION_0<1,SECTION_5==0,var0=1,counter-grid,,False,,,,mokkurkalfi,COUNTER_CHAIN_OK,,,,
1741,COUNTER_CHAIN,,,SECTION_0<7,SECTION_5==0,var0=7,counter-grid,,False,,,,ab1_1131_specter_25_an,COUNTER_CHAIN_OK,,,,
1742,COUNTER_CHAIN,,,SECTION_0<5;SECTION_1<3;SECTION_2<2,SECTION_5==0,var0=5;var1=3;var2=2,counter-grid,,False,,,,"ab1_1131_undeadd_25_an,ab1_1131_undeaddarkpr_26_an,ab1_1131_undeaddwiz_25_an",COUNTER_CHAIN_OK,,,,
1752,COUNTER_CHAIN,,,SECTION_0<3;SECTION_1<7,SECTION_5==0,var0=3;var1=7,counter-grid,,False,,,,"ab1_1141_agrintb_29_an,ab1_1141_xipetob_28_an",COUNTER_CHAIN_OK,,,_17525.java,1;2;3;1;4;5;2
1753,COUNTER_CHAIN,,,SECTION_0<15,SECTION_5==0,var0=15,counter-grid,,False,,,,ab1_1141_rottentreeb_29_an,COUNTER_CHAIN_OK,,,,
1754,COUNTER_CHAIN,,,SECTION_0<5;SECTION_1<3,SECTION_5==0,var0=5;var1=3,counter-grid,,False,,,,"ab1_1141_lizardmanfi_29_an,ab1_1141_lizardmanra_28_an",COUNTER_CHAIN_OK,,,_17540Helping_At_Esoterrace.java,2;1
1755,COUNTER_CHAIN,,,SECTION_0<7,SECTION_5==0,var0=7,counter-grid,,False,,,,ab1_1141_xipetoa_27_an,COUNTER_CHAIN_OK,,,_17550.java,3;4;1;2;1;5;2
1756,COUNTER_CHAIN,,,SECTION_0<10,SECTION_5==0,var0=10,counter-grid,,False,,,,ab1_1141_rottentree_27_an,COUNTER_CHAIN_OK,,,,
1840,COUNTER_CHAIN,,,SECTION_0<44,SECTION_5==0,var0=44,counter-grid,,False,,,,asteria_lizardfi_45_ae,COUNTER_CHAIN_OK,,,,
1841,COUNTER_CHAIN,,,SECTION_0<39,SECTION_5==0,var0=39,counter-grid,,False,,,,rhoo_lizardfi_45_ae,COUNTER_CHAIN_OK,,,,
1842,COUNTER_CHAIN,,,SECTION_0<80;SECTION_1<1,SECTION_5==0,var0=80;var1=1,transition,ready;started,False,var1@7!=SECTION_1,,,"crotan_drakannamed_45_ah,crotan_lizardfi_45_ae",COUNTER_CHAIN_EXTENDED_EXCEPTION,,,,
1843,COUNTER_CHAIN,,,SECTION_0<80;SECTION_1<1,SECTION_5==0,var0=80;var1=1,transition,m1;reward;started,False,var1@7!=SECTION_1,,,"dkisas_drakannamed_45_ah,dkisas_lizardfi_45_ae",COUNTER_CHAIN_EXTENDED_EXCEPTION,,,,
1844,COUNTER_CHAIN,,,SECTION_0<80;SECTION_1<1,SECTION_5==0,var0=80;var1=1,transition,m1;reward;started,False,var1@7!=SECTION_1,,,"lamiren_drakannamed_45_ah,lamiren_lizardfi_45_ae",COUNTER_CHAIN_EXTENDED_EXCEPTION,,,,
1939,COUNTER_CHAIN,,,SECTION_0<3,SECTION_5==0,var0=3,kill-chain,k3,False,,,,df2_stigmastorage_q1939,COUNTER_CHAIN_OK,,,,
2102,COUNTER_CHAIN,,,SECTION_0<4,SECTION_5==0,var0=4,counter-grid,,False,,,,spriggd_1_n,COUNTER_CHAIN_OK,,,_21027FearlessKantele.java,
2117,COUNTER_CHAIN,,,SECTION_0<9,SECTION_5==0,var0=9,counter-grid,,False,,,,kalnif_6_an,COUNTER_CHAIN_OK,,,,
2129,COUNTER_CHAIN,,,SECTION_0<1;SECTION_1<1,SECTION_5==0,var0=1;var1=1,transition,a0b1;a1b0;a1b1,False,,,,"lycanfighters_9_an,lycanwarriorsch_10_an",COUNTER_CHAIN_OK,,,_21296Padmarashka_Legacy.java,qs.getQuestVarById(0;2
2201,COUNTER_CHAIN,,,SECTION_0<10,SECTION_5==0,var0=10,counter-grid,,False,,,,phainid_10_n,COUNTER_CHAIN_OK,,,,
2202,COUNTER_CHAIN,,,SECTION_0<10,SECTION_5==0,var0=10,counter-grid,,False,,,,lobnited_9_n,COUNTER_CHAIN_OK,,,,
2211,COUNTER_CHAIN,,,SECTION_0<10,SECTION_5==0,var0=10,counter-grid,,False,,,,kalnif_10_an,COUNTER_CHAIN_OK,,,,
2220,COUNTER_CHAIN,,,SECTION_0<5,SECTION_5==0,var0=5,counter-grid,,False,,,,ratmanwarriorm_11_an,COUNTER_CHAIN_OK,,,,
2225,COUNTER_CHAIN,,,SECTION_0<5,SECTION_5==0,var0=5,kill-chain,k5,False,,,,slimed_14_an,COUNTER_CHAIN_OK,,,,
2233,COUNTER_CHAIN,,,SECTION_0<3,SECTION_5==0,var0=3,counter-grid,,False,,,,lupyllinid_15_n,COUNTER_CHAIN_OK,,,,
2234,COUNTER_CHAIN,,,SECTION_0<5,SECTION_5==0,var0=5,counter-grid,,False,,,,octasided_15_an,COUNTER_CHAIN_OK,,,,
2235,COUNTER_CHAIN,,,SECTION_0<3,SECTION_5==0,var0=3,kill-chain,k3,False,,,,mosbears_16_an,COUNTER_CHAIN_OK,,,,
2244,COUNTER_CHAIN,,,SECTION_0<5,SECTION_5==0,var0=5,counter-grid,,False,,,,debried_16_an,COUNTER_CHAIN_OK,,,,
2245,COUNTER_CHAIN,,,SECTION_0<5,SECTION_5==0,var0=5,kill-chain,k5,False,,,,shellizardd_16_an,COUNTER_CHAIN_OK,,,,
2255,COUNTER_CHAIN,,,SECTION_0<3,SECTION_5==0,var0=3,kill-chain,k3,False,,,,welemental1std_18_an,COUNTER_CHAIN_OK,,,,
2256,COUNTER_CHAIN,,,SECTION_0<5,SECTION_5==0,var0=5,counter-grid,,False,,,,welemental2ndd_18_an,COUNTER_CHAIN_OK,,,,
2264,COUNTER_CHAIN,,,SECTION_0<3,SECTION_5==0,var0=3,counter-grid,,False,,,,octasided_16_an_2,COUNTER_CHAIN_OK,,,,
2267,COUNTER_CHAIN,,,SECTION_0<5,SECTION_5==0,var0=5,kill-chain,k5,False,,,,mimicd_17_n,COUNTER_CHAIN_OK,,,,
2268,COUNTER_CHAIN,,,SECTION_0<5,SECTION_5==0,var0=5,counter-grid,,False,,,,cockatriced_17_an,COUNTER_CHAIN_OK,,,,
2280,COUNTER_CHAIN,,,SECTION_0<4,SECTION_5==0,var0=4,counter-grid,,False,,,,lycanshamans_17_ae,COUNTER_CHAIN_OK,,,,
2281,COUNTER_CHAIN,,,SECTION_0<3;SECTION_1<5;SECTION_2<5,SECTION_5==0,var0=3;var1=5;var2=5,kill-chain;transition,a0b0c1;a0b0c2;a0b0c3;a0b0c4;a0b0c5;a0b1c0;a0b1c1;a0b1c2;a0b1c3;a0b1c4;a0b1c5;a0b2c0;a0b2c1;a0b2c2;a0b2c3;a0b2c4;a0b2c5;a0b3c0;a0b3c1;a0b3c2;a0b3c3;a0b3c4;a0b3c5;a0b4c0;a0b4c1;a0b4c2;a0b4c3;a0b4c4;a0b4c5;a0b5c0;a0b5c1;a0b5c2;a0b5c3;a0b5c4;a0b5c5;a1b0c1;a1b0c2;a1b0c3;a1b0c4;a1b0c5;a1b1c0;a1b1c1;a1b1c2;a1b1c3;a1b1c4;a1b1c5;a1b2c0;a1b2c1;a1b2c2;a1b2c3;a1b2c4;a1b2c5;a1b3c0;a1b3c1;a1b3c2;a1b3c3;a1b3c4;a1b3c5;a1b4c0;a1b4c1;a1b4c2;a1b4c3;a1b4c4;a1b4c5;a1b5c0;a1b5c1;a1b5c2;a1b5c3;a1b5c4;a1b5c5;a2b0c1;a2b0c2;a2b0c3;a2b0c4;a2b0c5;a2b1c0;a2b1c1;a2b1c2;a2b1c3;a2b1c4;a2b1c5;a2b2c0;a2b2c1;a2b2c2;a2b2c3;a2b2c4;a2b2c5;a2b3c0;a2b3c1;a2b3c2;a2b3c3;a2b3c4;a2b3c5;a2b4c0;a2b4c1;a2b4c2;a2b4c3;a2b4c4;a2b4c5;a2b5c0;a2b5c1;a2b5c2;a2b5c3;a2b5c4;a2b5c5;a3b0c0;a3b0c1;a3b0c2;a3b0c3;a3b0c4;a3b0c5;a3b1c0;a3b1c1;a3b1c2;a3b1c3;a3b1c4;a3b1c5;a3b2c0;a3b2c1;a3b2c2;a3b2c3;a3b2c4;a3b2c5;a3b3c0;a3b3c1;a3b3c2;a3b3c3;a3b3c4;a3b3c5;a3b4c0;a3b4c1;a3b4c2;a3b4c3;a3b4c4;a3b4c5;a3b5c0;a3b5c1;a3b5c2;a3b5c3;a3b5c4;a3b5c5,False,,,,"lycanfighters_18_ae,lycanseekers_18_ae,lycanwarriors_18_ae",COUNTER_CHAIN_OK,,,,
2282,COUNTER_CHAIN,,,SECTION_0<3,SECTION_5==0,var0=3,counter-grid,,False,,,,lycanshamans_19_ae,COUNTER_CHAIN_OK,,,,
2293,COUNTER_CHAIN,,,SECTION_0<6;SECTION_1<16,SECTION_5==0,var0=6;var1=16,kill-chain;kill-routes,a0b1;a0b10;a0b11;a0b12;a0b13;a0b14;a0b15;a0b16;a0b2;a0b3;a0b4;a0b5;a0b6;a0b7;a0b8;a0b9;a1b1;a1b10;a1b11;a1b12;a1b13;a1b14;a1b15;a1b16;a1b2;a1b3;a1b4;a1b5;a1b6;a1b7;a1b8;a1b9;a2b1;a2b10;a2b11;a2b12;a2b13;a2b14;a2b15;a2b16;a2b2;a2b3;a2b4;a2b5;a2b6;a2b7;a2b8;a2b9;a3b1;a3b10;a3b11;a3b12;a3b13;a3b14;a3b15;a3b16;a3b2;a3b3;a3b4;a3b5;a3b6;a3b7;a3b8;a3b9;a4b1;a4b10;a4b11;a4b12;a4b13;a4b14;a4b15;a4b16;a4b2;a4b3;a4b4;a4b5;a4b6;a4b7;a4b8;a4b9;a5b1;a5b10;a5b11;a5b12;a5b13;a5b14;a5b15;a5b16;a5b2;a5b3;a5b4;a5b5;a5b6;a5b7;a5b8;a5b9;a6b0;a6b1;a6b10;a6b11;a6b12;a6b13;a6b14;a6b15;a6b16;a6b2;a6b3;a6b4;a6b5;a6b6;a6b7;a6b8;a6b9,False,,,,"aelemental1std_18_an,aelemental2ndd_18_an",COUNTER_CHAIN_OK,,,,
2304,COUNTER_CHAIN,,,SECTION_0<10,SECTION_5==0,var0=10,counter-grid,,False,,,,direbeastd_21_an,COUNTER_CHAIN_OK,,,,
2308,COUNTER_CHAIN,,,SECTION_0<10,SECTION_5==0,var0=10,counter-grid,,False,,,,octasided_21_an,COUNTER_CHAIN_OK,,,,
2309,COUNTER_CHAIN,,,SECTION_0<6;SECTION_1<4,SECTION_5==0,var0=6;var1=4,counter-grid,,False,,,,"fungusred_23_an,fungyred_23_an",COUNTER_CHAIN_OK,,,,
2313,COUNTER_CHAIN,,,SECTION_0<9,SECTION_5==0,var0=9,counter-grid,,False,,,,varanusred_24_an,COUNTER_CHAIN_OK,,,,
2317,COUNTER_CHAIN,,,SECTION_0<6;SECTION_1<4,SECTION_5==0,var0=6;var1=4,counter-grid,,False,,,,"sprigg2_23_an,sprigg3_25_an",COUNTER_CHAIN_OK,,,,
2318,COUNTER_CHAIN,,,SECTION_0<3;SECTION_1<3;SECTION_2<3,SECTION_5==0,var0=3;var1=3;var2=3,counter-grid,,False,,,,"darud_21_n,ettinbigd_22_an,zaif2d_21_an",COUNTER_CHAIN_OK,,,,
2322,COUNTER_CHAIN,,,SECTION_0<6;SECTION_1<4,SECTION_5==0,var0=6;var1=4,counter-grid,,False,,,,"tauricread_27_an,tauricrebd_27_an",COUNTER_CHAIN_OK,,,,
2326,COUNTER_CHAIN,,,SECTION_0<4;SECTION_1<4;SECTION_2<2,SECTION_5==0,var0=4;var1=4;var2=2,counter-grid,,False,,,,"lehparasd_27_an,lehparwad_27_an,lehparwizardd_27_an",COUNTER_CHAIN_OK,,,,
2327,COUNTER_CHAIN,,,SECTION_0<3;SECTION_1<3;SECTION_2<2;SECTION_3<2,SECTION_5==0,var0=3;var1=3;var2=2;var3=2,kill-routes,a0b0c0d1;a0b0c0d2;a0b0c1d0;a0b0c1d1;a0b0c1d2;a0b0c2d0;a0b0c2d1;a0b0c2d2;a0b1c0d0;a0b1c0d1;a0b1c0d2;a0b1c1d0;a0b1c1d1;a0b1c1d2;a0b1c2d0;a0b1c2d1;a0b1c2d2;a0b2c0d0;a0b2c0d1;a0b2c0d2;a0b2c1d0;a0b2c1d1;a0b2c1d2;a0b2c2d0;a0b2c2d1;a0b2c2d2;a0b3c0d0;a0b3c0d1;a0b3c0d2;a0b3c1d0;a0b3c1d1;a0b3c1d2;a0b3c2d0;a0b3c2d1;a0b3c2d2;a1b0c0d0;a1b0c0d1;a1b0c0d2;a1b0c1d0;a1b0c1d1;a1b0c1d2;a1b0c2d0;a1b0c2d1;a1b0c2d2;a1b1c0d0;a1b1c0d1;a1b1c0d2;a1b1c1d0;a1b1c1d1;a1b1c1d2;a1b1c2d0;a1b1c2d1;a1b1c2d2;a1b2c0d0;a1b2c0d1;a1b2c0d2;a1b2c1d0;a1b2c1d1;a1b2c1d2;a1b2c2d0;a1b2c2d1;a1b2c2d2;a1b3c0d0;a1b3c0d1;a1b3c0d2;a1b3c1d0;a1b3c1d1;a1b3c1d2;a1b3c2d0;a1b3c2d1;a1b3c2d2;a2b0c0d0;a2b0c0d1;a2b0c0d2;a2b0c1d0;a2b0c1d1;a2b0c1d2;a2b0c2d0;a2b0c2d1;a2b0c2d2;a2b1c0d0;a2b1c0d1;a2b1c0d2;a2b1c1d0;a2b1c1d1;a2b1c1d2;a2b1c2d0;a2b1c2d1;a2b1c2d2;a2b2c0d0;a2b2c0d1;a2b2c0d2;a2b2c1d0;a2b2c1d1;a2b2c1d2;a2b2c2d0;a2b2c2d1;a2b2c2d2;a2b3c0d0;a2b3c0d1;a2b3c0d2;a2b3c1d0;a2b3c1d1;a2b3c1d2;a2b3c2d0;a2b3c2d1;a2b3c2d2;a3b0c0d0;a3b0c0d1;a3b0c0d2;a3b0c1d0;a3b0c1d1;a3b0c1d2;a3b0c2d0;a3b0c2d1;a3b0c2d2;a3b1c0d0;a3b1c0d1;a3b1c0d2;a3b1c1d0;a3b1c1d1;a3b1c1d2;a3b1c2d0;a3b1c2d1;a3b1c2d2;a3b2c0d0;a3b2c0d1;a3b2c0d2;a3b2c1d0;a3b2c1d1;a3b2c1d2;a3b2c2d0;a3b2c2d1;a3b2c2d2;a3b3c0d0;a3b3c0d1;a3b3c0d2;a3b3c1d0;a3b3c1d1;a3b3c1d2;a3b3c2d0;a3b3c2d1;a3b3c2d2,False,,,kill-routes-only,"octasidebabyd_28_an,octasidebabydf2_28_an,octasided_29_an,octasidedf2_29_an",COUNTER_CHAIN_OK,,,,
2331,COUNTER_CHAIN,,,SECTION_0<1,SECTION_5==0,var0=1,counter-grid,,False,,,,tauricdnamedq_29_an,COUNTER_CHAIN_OK,,,,
2341,COUNTER_CHAIN,,,SECTION_0<3;SECTION_1<7,SECTION_5==0,var0=3;var1=7,counter-grid,,False,,,,"fea_lycanfighterm_29_ae,hea_lycanhunterm_28_ae",COUNTER_CHAIN_OK,,,,
2342,COUNTER_CHAIN,,,SECTION_0<5;SECTION_1<5,SECTION_5==0,var0=5;var1=5,counter-grid,,False,,,,"peb_lycanpriestm_30_ae,web_lycanwizardm_30_ae",COUNTER_CHAIN_OK,,,,
2344,COUNTER_CHAIN,,,SECTION_0<5,SECTION_5==0,var0=5,kill-chain,k5,False,,,,df2_fobj_q2344,COUNTER_CHAIN_OK,,,,
2351,COUNTER_CHAIN,,,SECTION_0<10,SECTION_5==0,var0=10,counter-grid,,False,,,,displacerbeastred_25_an,COUNTER_CHAIN_OK,,,,
2352,COUNTER_CHAIN,,,SECTION_0<10,SECTION_5==0,var0=10,counter-grid,,False,,,,catosd_26_an,COUNTER_CHAIN_OK,,,,
2354,COUNTER_CHAIN,,,SECTION_0<6;SECTION_1<4,SECTION_5==0,var0=6;var1=4,kill-chain;transition,a0b4;a1b0;a1b1;a1b2;a1b3;a1b4;a2b0;a2b1;a2b2;a2b3;a2b4;a3b0;a3b1;a3b2;a3b3;a3b4;a4b0;a4b1;a4b2;a4b3;a4b4;a5b0;a5b1;a5b2;a5b3;a5b4;a6b0;a6b1;a6b2;a6b3;a6b4,False,,,,"neuth1_26_ae,neutl1_25_ae",COUNTER_CHAIN_OK,,,,
2355,COUNTER_CHAIN,,,SECTION_0<1,SECTION_5==0,var0=1,counter-grid,,False,,,,zombienamedd_28_ae,COUNTER_CHAIN_OK,,,,
2357,COUNTER_CHAIN,,,SECTION_0<10,SECTION_5==0,var0=10,kill-chain,k10,False,,,,hellhoundd_28_an,COUNTER_CHAIN_OK,,,,
2358,COUNTER_CHAIN,,,SECTION_0<9,SECTION_5==0,var0=9,counter-grid,,False,,,,shadowstalkerd_28_an,COUNTER_CHAIN_OK,,,,
2360,COUNTER_CHAIN,,,SECTION_0<3;SECTION_1<7,SECTION_5==0,var0=3;var1=7,kill-chain;transition,a0b7;a1b0;a1b1;a1b2;a1b3;a1b4;a1b5;a1b6;a1b7;a2b0;a2b1;a2b2;a2b3;a2b4;a2b5;a2b6;a2b7;a3b0;a3b1;a3b2;a3b3;a3b4;a3b5;a3b6;a3b7,False,,,,"clodwormre2d_28_an,slimered_28_an",COUNTER_CHAIN_OK,,,,
2363,COUNTER_CHAIN,,,SECTION_0<7;SECTION_1<3,SECTION_5==0,var0=7;var1=3,kill-chain;kill-routes,a0b3;a1b0;a1b1;a1b2;a1b3;a2b0;a2b1;a2b2;a2b3;a3b0;a3b1;a3b2;a3b3;a4b0;a4b1;a4b2;a4b3;a5b0;a5b1;a5b2;a5b3;a6b0;a6b1;a6b2;a6b3;a7b0;a7b1;a7b2;a7b3,False,,,,"vespared_30_n,vespared_32_n",COUNTER_CHAIN_OK,,,,
2365,COUNTER_CHAIN,,,SECTION_0<10,SECTION_5==0,var0=10,counter-grid,,False,,,,cyclopssmalld_34_an,COUNTER_CHAIN_OK,,,,
2366,COUNTER_CHAIN,,,SECTION_0<1,SECTION_5==0,var0=1,counter-grid,,False,,,,cyclopsnameddq_35_an,COUNTER_CHAIN_OK,,,,
2368,COUNTER_CHAIN,,,SECTION_0<3;SECTION_1<3;SECTION_2<3;SECTION_3<3;SECTION_4<3,SECTION_5==0,var0=3;var1=3;var2=3;var3=3;var4=3,counter-grid,,False,,,,"clodwormre2d_28_an,flyingeyed_28_an,hellhoundd_28_an,shadowstalkerd_28_an,slimered_28_an",COUNTER_CHAIN_OK,,,,
2370,COUNTER_CHAIN,,,SECTION_0<7;SECTION_1<3,SECTION_5==0,var0=7;var1=3,counter-grid,,False,,,,"basiliskred_30_an,millipedered_30_an",COUNTER_CHAIN_OK,,,_23700Advancement_In_Levinshor.java,qs.getQuestVarById(0;qs.getQuestVarById(0;1;qs.getQuestVarById(0;1;1;5;2;4
2374,COUNTER_CHAIN,,,SECTION_0<5;SECTION_1<3;SECTION_2<2,SECTION_5==0,var0=5;var1=3;var2=2,counter-grid,,False,,,,"gargoyledf2_34_ae,samd_34_ae,souledstoneared_35_ae",COUNTER_CHAIN_OK,,,_23744Effect_Elyos_Elimination.java,
2375,COUNTER_CHAIN,,,SECTION_0<5;SECTION_1<5,SECTION_5==0,var0=5;var1=5,counter-grid,,False,,,,"drakeagd_30_ae,succubus_30_ae",COUNTER_CHAIN_OK,,,_23758Oust_The_South.java,1;1
2376,COUNTER_CHAIN,,,SECTION_0<6;SECTION_1<3,SECTION_5==0,var0=6;var1=3,counter-grid,,False,,,,"shadowstalkerfi_30_ae,shadowstalkerrewi_30_ae",COUNTER_CHAIN_OK,,,_23760Southern_Hospitality.java,1;1;1;1;1;1;1;1;1;1
2377,COUNTER_CHAIN,,,SECTION_0<5;SECTION_1<5,SECTION_5==0,var0=5;var1=5,counter-grid,,False,,,,"souledstoneare_31_ae,souledstonedre_31_ae",COUNTER_CHAIN_OK,,,_23770Central_To_The_Plot.java,1
2382,COUNTER_CHAIN,,,SECTION_0<10,SECTION_5==0,var0=10,kill-chain,k10,False,,,,df2_cornq_30_an,COUNTER_CHAIN_OK,,,,
2385,COUNTER_CHAIN,,,SECTION_0<10,SECTION_5==0,var0=10,counter-grid,,False,,,,zaifred_32_an,COUNTER_CHAIN_OK,,,_23850The_Enraged_Sulfur_Guardian.java,1
2388,COUNTER_CHAIN,,,SECTION_0<3;SECTION_1<7,SECTION_5==0,var0=3;var1=7,counter-grid,,False,,,,"neutl1d_34_an,neutl2d_34_an",COUNTER_CHAIN_OK,,,_23880The_Guardian_General.java,1;2;2
2390,COUNTER_CHAIN,,,SECTION_0<5,SECTION_5==0,var0=5,counter-grid,,False,,,,harpyd_34_an,COUNTER_CHAIN_OK,,,_23900Fate_Of_The_Fierce.java,qs.getQuestVarById(0;qs.getQuestVarById(0;qs.getQuestVarById(0
2398,COUNTER_CHAIN,,,SECTION_0<7;SECTION_1<3,SECTION_5==0,var0=7;var1=3,counter-grid,,False,,,,"firefungyre2d_34_an,souledstonead_33_an",COUNTER_CHAIN_OK,,,,
2403,COUNTER_CHAIN,,,SECTION_0<9,SECTION_5==0,var0=9,counter-grid,,False,,,,harpyred_36_an,COUNTER_CHAIN_OK,,,_24030Showdown_With_Destiny.java,var + 1;var + 1;var + 1;var + 1;7;8;8;6;5;5;11;9
2404,COUNTER_CHAIN,,,SECTION_0<10,SECTION_5==0,var0=10,counter-grid,,False,,,,hippolizardred_37_an,COUNTER_CHAIN_OK,,,_24040Votans_Orders.java,var + 1;var + 1;3;3;1;2;3;4;5;6;3;3;1;2;6;5;2
2405,COUNTER_CHAIN,,,SECTION_0<3;SECTION_1<3;SECTION_2<4,SECTION_5==0,var0=3;var1=3;var2=4,counter-grid,,False,,,,"lehparasd_35_an,lehparpriestd_36_an,lehparwizardd_36_an",COUNTER_CHAIN_OK,,,_24050Neritas_Orders.java,var + 1;qs.getQuestVarById(0;qs.getQuestVarById(0;qs.getQuestVarById(0;var + 1;var + 1;var + 1;4;0
2406,COUNTER_CHAIN,,,SECTION_0<3;SECTION_1<3;SECTION_2<3,SECTION_5==0,var0=3;var1=3;var2=3,counter-grid,,False,,,,"aea_lehparasd_39_ae,fea_lehparfid_39_ae,keb_lehparknd_38_ae",COUNTER_CHAIN_OK,,,,
2408,COUNTER_CHAIN,,,SECTION_0<7;SECTION_1<3,SECTION_5==0,var0=7;var1=3,counter-grid,,False,,,,"neutl1d_38_an,neutl2d_38_an",COUNTER_CHAIN_OK,,,,
