quest_id,displayed_page,client_action_ids,client_action_constants,button_text_zh,classification,xml_file
25532,10000,1009,HACTION_SELECT_QUEST_REWARD,稍等片刻。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/25532.xml
25535,10000,1009,HACTION_SELECT_QUEST_REWARD,稍等片刻。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/25535.xml
25538,10000,1009,HACTION_SELECT_QUEST_REWARD,点头。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/25538.xml
25540,10000,1009,HACTION_SELECT_QUEST_REWARD,点头。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/25540.xml
25541,10000,1009,HACTION_SELECT_QUEST_REWARD,索要代价。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/25541.xml
25601,10000,10002,HACTION_SETPRO3,结束对话。,STORY_PAGE_TURN,src/main/resources/aion/data/static_data/quest_definition/quests/25601.xml
25602,10000,1694,HACTION_SELECT3_1,继续听。,STORY_PAGE_TURN,src/main/resources/aion/data/static_data/quest_definition/quests/25602.xml
25604,10000,1008,HACTION_FINISH_DIALOG,结束对话。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/25604.xml
25605,10000,10002,HACTION_SETPRO3,结束对话。,STORY_PAGE_TURN,src/main/resources/aion/data/static_data/quest_definition/quests/25605.xml
25608,10000,1009,HACTION_SELECT_QUEST_REWARD,说明之前发生的事情。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/25608.xml
25665,10000,1009,HACTION_SELECT_QUEST_REWARD,继续听。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/25665.xml
25666,10000,1009,HACTION_SELECT_QUEST_REWARD,继续听。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/25666.xml
25670,10000,1008,HACTION_FINISH_DIALOG,结束对话。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/25670.xml
25674,10000,1009,HACTION_SELECT_QUEST_REWARD,报告结果。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/25674.xml
25689,10000,1008,HACTION_FINISH_DIALOG,结束对话。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/25689.xml
25690,10000,1008,HACTION_FINISH_DIALOG,结束对话。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/25690.xml
25691,10000,1008,HACTION_FINISH_DIALOG,结束对话。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/25691.xml
26838,10000,1008,HACTION_FINISH_DIALOG,结束对话。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/26838.xml
26942,10000,1009,HACTION_SELECT_QUEST_REWARD,结束对话。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/26942.xml
26976,10000,1009,HACTION_SELECT_QUEST_REWARD,询问他要怎么处理碎片。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/26976.xml
26985,10000,1009,HACTION_SELECT_QUEST_REWARD,询问他要怎么处理符文族宝玉。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/26985.xml
26994,10000,1009,HACTION_SELECT_QUEST_REWARD,点头。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/26994.xml
27540,10000,1009,HACTION_SELECT_QUEST_REWARD,报告在阿拉卡目击的情况。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/27540.xml
2870,10000,1009,HACTION_SELECT_QUEST_REWARD,点头。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/2870.xml
28742,10000,1008,HACTION_FINISH_DIALOG,结束对话。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/28742.xml
28745,10000,1009,HACTION_SELECT_QUEST_REWARD,点头。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/28745.xml
28953,10000,1009,HACTION_SELECT_QUEST_REWARD,点头。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/28953.xml
28975,10000,1008,HACTION_FINISH_DIALOG,结束对话。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/28975.xml
28976,10000,1008,HACTION_FINISH_DIALOG,结束对话。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/28976.xml
28977,10000,1008,HACTION_FINISH_DIALOG,结束对话。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/28977.xml
28978,10000,1008,HACTION_FINISH_DIALOG,结束对话。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/28978.xml
29010,10000,1008,HACTION_FINISH_DIALOG,结束对话。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/29010.xml
29016,10000,1008,HACTION_FINISH_DIALOG,结束对话。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/29016.xml
29022,10000,1008,HACTION_FINISH_DIALOG,结束对话。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/29022.xml
29028,10000,1008,HACTION_FINISH_DIALOG,结束对话。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/29028.xml
29034,10000,1008,HACTION_FINISH_DIALOG,结束对话。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/29034.xml
29672,10000,1009,HACTION_SELECT_QUEST_REWARD,接受奖励。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/29672.xml
29677,10000,1009,HACTION_SELECT_QUEST_REWARD,接受奖励。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/29677.xml
29684,10000,1009,HACTION_SELECT_QUEST_REWARD,接受奖励。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/29684.xml
29685,10000,1009,HACTION_SELECT_QUEST_REWARD,接受奖励。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/29685.xml
29686,10000,1009,HACTION_SELECT_QUEST_REWARD,接受奖励。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/29686.xml
29687,10000,1009,HACTION_SELECT_QUEST_REWARD,接受奖励。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/29687.xml
29688,10000,1009,HACTION_SELECT_QUEST_REWARD,接受奖励。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/29688.xml
29689,10000,1009,HACTION_SELECT_QUEST_REWARD,接受奖励。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/29689.xml
29694,10000,1009,HACTION_SELECT_QUEST_REWARD,接受奖励。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/29694.xml
2990,10000,1352,HACTION_SELECT2,继续听。,STORY_PAGE_TURN,src/main/resources/aion/data/static_data/quest_definition/quests/2990.xml
30310,10000,1008,HACTION_FINISH_DIALOG,把复原的古书放进箱子。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/30310.xml
3082,10000,1008,HACTION_FINISH_DIALOG,暂时等待着。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/3082.xml
3935,10000,1008,HACTION_FINISH_DIALOG,结束对话。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/3935.xml
3938,10000,1008,HACTION_FINISH_DIALOG,结束对话。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/3938.xml
3939,10000,1008,HACTION_FINISH_DIALOG,结束对话。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/3939.xml
3940,10000,1008,HACTION_FINISH_DIALOG,结束对话。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/3940.xml
4038,10000,1693,HACTION_SELECT3,帮助他把骨头都拼接到一起。,STORY_PAGE_TURN,src/main/resources/aion/data/static_data/quest_definition/quests/4038.xml
4078,10000,1008,HACTION_FINISH_DIALOG,结束对话。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/4078.xml
4338,10000,1693,HACTION_SELECT3,继续听。,STORY_PAGE_TURN,src/main/resources/aion/data/static_data/quest_definition/quests/4338.xml
4939,10000,1008,HACTION_FINISH_DIALOG,结束对话。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/4939.xml
4942,10000,1008,HACTION_FINISH_DIALOG,结束对话。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/4942.xml
4943,10000,1008,HACTION_FINISH_DIALOG,结束对话。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/4943.xml
4944,10000,1008,HACTION_FINISH_DIALOG,结束对话。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/4944.xml
50052,10000,1009,HACTION_SELECT_QUEST_REWARD,委托进行炼金术。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/50052.xml
50053,10000,1009,HACTION_SELECT_QUEST_REWARD,委托进行炼金术。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/50053.xml
50054,10000,1009,HACTION_SELECT_QUEST_REWARD,委托进行炼金术。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/50054.xml
50055,10000,1009,HACTION_SELECT_QUEST_REWARD,委托进行炼金术。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/50055.xml
50056,10000,1009,HACTION_SELECT_QUEST_REWARD,委托进行炼金术。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/50056.xml
50057,10000,1009,HACTION_SELECT_QUEST_REWARD,委托进行炼金术。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/50057.xml
50058,10000,1009,HACTION_SELECT_QUEST_REWARD,拾取礼物箱。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/50058.xml
50059,10000,1009,HACTION_SELECT_QUEST_REWARD,知道了。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/50059.xml
50060,10000,1009,HACTION_SELECT_QUEST_REWARD,知道了。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/50060.xml
50061,10000,1009,HACTION_SELECT_QUEST_REWARD,知道了。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/50061.xml
50062,10000,1009,HACTION_SELECT_QUEST_REWARD,知道了。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/50062.xml
50063,10000,1009,HACTION_SELECT_QUEST_REWARD,知道了。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/50063.xml
50064,10000,1009,HACTION_SELECT_QUEST_REWARD,收下奖励。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/50064.xml
50065,10000,1009,HACTION_SELECT_QUEST_REWARD,等候结果。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/50065.xml
50071,10000,1009,HACTION_SELECT_QUEST_REWARD,收取奖励。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/50071.xml
50088,10000,1009,HACTION_SELECT_QUEST_REWARD,要求奖励。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/50088.xml
50089,10000,1009,HACTION_SELECT_QUEST_REWARD,要求奖励。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/50089.xml
50090,10000,1009,HACTION_SELECT_QUEST_REWARD,要求奖励。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/50090.xml
50094,10000,1009,HACTION_SELECT_QUEST_REWARD,要求奖励。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/50094.xml
50095,10000,1009,HACTION_SELECT_QUEST_REWARD,要求奖励。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/50095.xml
50100,10000,1009,HACTION_SELECT_QUEST_REWARD,点头。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/50100.xml
50107,10000,1009,HACTION_SELECT_QUEST_REWARD,要求奖励。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/50107.xml
50108,10000,1009,HACTION_SELECT_QUEST_REWARD,领取奖励。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/50108.xml
51059,10000,1009,HACTION_SELECT_QUEST_REWARD,知道了。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/51059.xml
51060,10000,1009,HACTION_SELECT_QUEST_REWARD,知道了。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/51060.xml
51061,10000,1009,HACTION_SELECT_QUEST_REWARD,知道了。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/51061.xml
51062,10000,1009,HACTION_SELECT_QUEST_REWARD,知道了。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/51062.xml
51063,10000,1009,HACTION_SELECT_QUEST_REWARD,知道了。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/51063.xml
51064,10000,1009,HACTION_SELECT_QUEST_REWARD,收下奖励。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/51064.xml
51071,10000,1009,HACTION_SELECT_QUEST_REWARD,收取奖励。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/51071.xml
51100,10000,1009,HACTION_SELECT_QUEST_REWARD,点头。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/51100.xml
80723,10000,1008,HACTION_FINISH_DIALOG,报告结果。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/80723.xml
80724,10000,1009,HACTION_SELECT_QUEST_REWARD,报告结果。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80724.xml
80725,10000,1009,HACTION_SELECT_QUEST_REWARD,报告结果。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80725.xml
80726,10000,1009,HACTION_SELECT_QUEST_REWARD,报告结果。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80726.xml
80727,10000,1009,HACTION_SELECT_QUEST_REWARD,报告结果。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80727.xml
80728,10000,1009,HACTION_SELECT_QUEST_REWARD,报告结果。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80728.xml
80729,10000,1009,HACTION_SELECT_QUEST_REWARD,报告结果。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80729.xml
80730,10000,1009,HACTION_SELECT_QUEST_REWARD,报告结果。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80730.xml
80735,10000,1009,HACTION_SELECT_QUEST_REWARD,结束对话。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80735.xml
80736,10000,1009,HACTION_SELECT_QUEST_REWARD,结束对话。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80736.xml
80742,10000,1009,HACTION_SELECT_QUEST_REWARD,刺出尖锐的针。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80742.xml
80743,10000,1009,HACTION_SELECT_QUEST_REWARD,拿出大好机会的证物。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80743.xml
80745,10000,1009,HACTION_SELECT_QUEST_REWARD,点头。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80745.xml
80748,10000,1009,HACTION_SELECT_QUEST_REWARD,点头。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80748.xml
80771,10000,1009,HACTION_SELECT_QUEST_REWARD,你镇静点。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80771.xml
80773,10000,1009,HACTION_SELECT_QUEST_REWARD,谢谢。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80773.xml
80774,10000,1009,HACTION_SELECT_QUEST_REWARD,谢谢。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80774.xml
80775,10000,1009,HACTION_SELECT_QUEST_REWARD,谢谢。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80775.xml
80776,10000,1009,HACTION_SELECT_QUEST_REWARD,谢谢。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80776.xml
80777,10000,1009,HACTION_SELECT_QUEST_REWARD,谢谢。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80777.xml
80778,10000,1009,HACTION_SELECT_QUEST_REWARD,谢谢。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80778.xml
80785,10000,1009,HACTION_SELECT_QUEST_REWARD,点头。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80785.xml
80786,10000,1009,HACTION_SELECT_QUEST_REWARD,点头。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80786.xml
80795,10000,1008,HACTION_FINISH_DIALOG,报告结果。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/80795.xml
80796,10000,1009,HACTION_SELECT_QUEST_REWARD,报告结果。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80796.xml
80797,10000,1009,HACTION_SELECT_QUEST_REWARD,报告结果。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80797.xml
80798,10000,1009,HACTION_SELECT_QUEST_REWARD,报告结果。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80798.xml
80834,10000,1009,HACTION_SELECT_QUEST_REWARD,点头。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80834.xml
80835,10000,1009,HACTION_SELECT_QUEST_REWARD,点头。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80835.xml
80836,10000,1009,HACTION_SELECT_QUEST_REWARD,点头。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80836.xml
80837,10000,1009,HACTION_SELECT_QUEST_REWARD,点头。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80837.xml
80838,10000,1009,HACTION_SELECT_QUEST_REWARD,点头。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80838.xml
80839,10000,1009,HACTION_SELECT_QUEST_REWARD,点头。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80839.xml
80840,10000,1009,HACTION_SELECT_QUEST_REWARD,点头。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80840.xml
80841,10000,1009,HACTION_SELECT_QUEST_REWARD,点头。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80841.xml
80849,10000,1008,HACTION_FINISH_DIALOG,说知道了。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/80849.xml
80850,10000,1008,HACTION_FINISH_DIALOG,说是的。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/80850.xml
80851,10000,1008,HACTION_FINISH_DIALOG,说知道了。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/80851.xml
80852,10000,1008,HACTION_FINISH_DIALOG,说是的。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/80852.xml
80854,10000,1009,HACTION_SELECT_QUEST_REWARD,点头。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80854.xml
80855,10000,1009,HACTION_SELECT_QUEST_REWARD,点头。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80855.xml
80856,10000,1009,HACTION_SELECT_QUEST_REWARD,点头。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80856.xml
80857,10000,1009,HACTION_SELECT_QUEST_REWARD,点头。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80857.xml
80858,10000,1009,HACTION_SELECT_QUEST_REWARD,点头。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80858.xml
80859,10000,1009,HACTION_SELECT_QUEST_REWARD,点头。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80859.xml
80870,10000,1009,HACTION_SELECT_QUEST_REWARD,点头。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80870.xml
80871,10000,1009,HACTION_SELECT_QUEST_REWARD,点头。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80871.xml
80872,10000,1009,HACTION_SELECT_QUEST_REWARD,点头。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80872.xml
80874,10000,1009,HACTION_SELECT_QUEST_REWARD,点头。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80874.xml
80875,10000,1009,HACTION_SELECT_QUEST_REWARD,点头。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80875.xml
80877,10000,1009,HACTION_SELECT_QUEST_REWARD,点头,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80877.xml
80878,10000,1009,HACTION_SELECT_QUEST_REWARD,是的。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80878.xml
80881,10000,1009,HACTION_SELECT_QUEST_REWARD,说是的。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80881.xml
80883,10000,1009,HACTION_SELECT_QUEST_REWARD,递出副本的证物。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80883.xml
80886,10000,1008,HACTION_FINISH_DIALOG,转交感谢信。,CLIENT_LOCAL_CLOSE,src/main/resources/aion/data/static_data/quest_definition/quests/80886.xml
80887,10000,1009,HACTION_SELECT_QUEST_REWARD,表现出高兴的样子。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80887.xml
80888,10000,1009,HACTION_SELECT_QUEST_REWARD,点头。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80888.xml
80889,10000,1009,HACTION_SELECT_QUEST_REWARD,点头。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80889.xml
80899,10000,1009,HACTION_SELECT_QUEST_REWARD,说以后在路上吃。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80899.xml
80900,10000,1009,HACTION_SELECT_QUEST_REWARD,说知道了。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80900.xml
80901,10000,1009,HACTION_SELECT_QUEST_REWARD,说知道了。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80901.xml
80902,10000,1009,HACTION_SELECT_QUEST_REWARD,说知道了。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80902.xml
80903,10000,1009,HACTION_SELECT_QUEST_REWARD,说知道了。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80903.xml
80904,10000,1009,HACTION_SELECT_QUEST_REWARD,说知道了。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80904.xml
80905,10000,1009,HACTION_SELECT_QUEST_REWARD,说知道了。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80905.xml
80906,10000,1009,HACTION_SELECT_QUEST_REWARD,说知道了。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80906.xml
80907,10000,1009,HACTION_SELECT_QUEST_REWARD,说知道了。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80907.xml
80908,10000,1009,HACTION_SELECT_QUEST_REWARD,说知道了。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80908.xml
80909,10000,1009,HACTION_SELECT_QUEST_REWARD,说知道了。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80909.xml
80910,10000,1009,HACTION_SELECT_QUEST_REWARD,说知道了。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80910.xml
80911,10000,1009,HACTION_SELECT_QUEST_REWARD,说知道了。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80911.xml
80912,10000,1009,HACTION_SELECT_QUEST_REWARD,说知道了。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80912.xml
80913,10000,1009,HACTION_SELECT_QUEST_REWARD,说知道了。,SELF_CONTAINED_REWARD_ACTION,src/main/resources/aion/data/static_data/quest_definition/quests/80913.xml
