quest_id,template,acquire_npc_name,reward_npc_name,item_check,talk_npcs,give_items,remove_items,cutscenes,objects,con_quests
9559,simple_talk,Zero,Zero,,,,,,,
9600,simple_talk,Zero,Zero,,,,,,,
9601,simple_talk,Zero,Zero,,,,,,,
9602,simple_talk,Zero,Zero,,,,,,,
9603,simple_talk,Zero,Zero,,,,,,,
9604,simple_talk,Zero,Zero,,,,,,,
9605,simple_talk,Zero,Zero,,,,,,,
9606,simple_talk,Zero,Zero,,,,,,,
9607,simple_talk,Zero,Zero,1,,,,,,
9608,simple_talk,Zero,Zero,1,,,,,,
9609,simple_talk,Zero,Zero,1,,,,cs1_haction:20000|cutsceneid1:103,,
9610,simple_talk,Zero,Zero,1,,,,,,
9611,simple_talk,Rebecca,Rebecca,,,,,,,
9616,simple_talk,Rebecca,Rebecca,,,,,,,
9617,simple_talk,Rebecca,Rebecca,,,,,,,
9618,simple_talk,Rebecca,Rebecca,,,,,,,
9619,simple_talk,Versetti,Versetti,,talk_npc1:Gellius|talk_npc2:Aiola|talk_npc3:Phailos,,,,,
11000,simple_talk,Meiria,Meiria,,talk_npc1:Pilipides|talk_npc2:Kailaus|talk_npc3:Nonnos,give_item:ITEM_QUEST_11001A 3,remove_item1:ITEM_QUEST_11001A 1|remove_item2:ITEM_QUEST_11001A 1|remove_item3:ITEM_QUEST_11001A 1,,,11070
11001,simple_talk,Phailos,Strabon,1,,,,,,
11003,simple_talk,Strabon,Strabon,,talk_npc1:Veloso|talk_npc2:Ambrosini,,,,,
11005,simple_talk,Versetti,Rollia,,talk_npc1:Aiola,give_item:ITEM_DOC_QUEST_11008A 1,,,,
11008,simple_talk,Meiria,Meiria,,talk_npc1:Totus|talk_npc2:Sulinia|talk_npc3:Pilomenes,give_item:ITEM_QUEST_11009A 2|give_item2:ITEM_QUEST_11009B 1,remove_item1:ITEM_QUEST_11009A 1|remove_item2:ITEM_QUEST_11009A 1|remove_item3:ITEM_QUEST_11009B 1,,,
11009,simple_talk,Pucio,Naiting,,talk_npc1:Naiting|talk_npc2:Lionel|talk_npc3:LF4_FOBJ_Q11010A,give_item3:ITEM_QUEST_11010A 1,,,,
11010,simple_talk,Eduardo,Eduardo,1,,,,,,
11022,simple_talk,Veloso,Veloso,1,,,,,,11025
11024,simple_talk,Veloso,Veloso,1,,,,,,11026
11025,simple_talk,Veloso,Creusa,,talk_npc1:Pilomenes,give_item:ITEM_QUEST_11026A 1,,,,
11026,simple_talk,Ambrosini,Ambrosini,1,,,,,,
11028,simple_talk,Armond,Armond,1,,,,,,
11037,simple_talk,Tuca_01,Tuca_01,1,,,,,,
11039,simple_talk,Stelvia,Stelvia,1,,,,,,
11042,simple_talk,Adias,Adias,1,,,,,,
11044,simple_talk,Crosia,Crosia,1,,,,,,
11047,simple_talk,Daniele,Daniele,1,,,,,,
11049,simple_talk,Corocota,Corocota,1,,,,,,
11051,simple_talk,Shugo_LF4_5,Shugo_LF4_5,1,,,,,,
11052,simple_talk,Sulinia,Sulinia,1,,,,,,
11053,simple_talk,Sulinia,Sulinia,1,,,,,,
11054,simple_talk,Titus,Titus,1,,,,,,
11055,simple_talk,Stanis,Stanis,1,,,,,,
11064,simple_talk,Stanis,Stanis,1,,,,,,
11065,simple_talk,Temenos,Temenos,1,,,,,,
11066,simple_talk,Temenos,Temenos,1,,,,,,
11067,simple_talk,Laokoon,Laokoon,,talk_npc1:Lausus,give_item1:ITEM_DOC_QUEST_11068A 1,,,,
11068,simple_talk,Armond,Armond,,talk_npc1:Tuca_01,,,,,
11069,simple_talk,Meiria,Meiria,,talk_npc1:Nonnos|talk_npc2:Mesalina|talk_npc3:Secundila,give_item:ITEM_QUEST_11070A 3,remove_item1:ITEM_QUEST_11070A 1|remove_item2:ITEM_QUEST_11070A 1|remove_item3:ITEM_QUEST_11070A 1,,,
11070,simple_talk,Seneca,Seneca,,talk_npc1:Borriello|talk_npc2:Delus,give_item1:ITEM_QUEST_11072A 1,remove_item2:ITEM_QUEST_11072A 1,,,
11072,simple_talk,Aglaus,Laokoon,,,,,cs1_haction:1009|cutsceneid1:512,,11076
11074,simple_talk,Opilius,Jienia,,,,,cs1_haction:1009|cutsceneid1:513,,
11075,simple_talk,Cainus,Drenia,1,talk_npc1:brontes|talk_npc2:Pilipides,give_item:ITEM_DOC_QUEST_11077A 1,,,,
11077,simple_talk,Philon,Philon,1,,,,,,
11101,simple_talk,Croton,Croton,,talk_npc1:Cinisca|talk_npc2:Maisa,give_item2:ITEM_QUEST_11103A 1,,,,
11103,simple_talk,Savinus,Savinus,1,,,,,,
11104,simple_talk,Shugo_LF4_3,Shugo_LF4_3,,talk_npc1:Shugo_LF4_5|talk_npc2:Shugo_LF4_4,give_item:ITEM_DOC_QUEST_11105A 1|give_item1:ITEM_QUEST_11105B 1,remove_item1:ITEM_DOC_QUEST_11105A 1|remove_item2:ITEM_QUEST_11105B 1,,,
11105,simple_talk,Geta,Dimos,,talk_npc1:Savinus|talk_npc2:Gelon,give_item:ITEM_DOC_QUEST_11106A 1|give_item1:ITEM_DOC_QUEST_11106B 1|give_item2:ITEM_DOC_QUEST_11106C 1,remove_item1:ITEM_DOC_QUEST_11106A 1|remove_item2:ITEM_DOC_QUEST_11106B 1,,,
11106,simple_talk,Cinisca,Cinisca,,talk_npc1:LF4_gateway_Li_Guard_Boss_Q03|talk_npc2:LF4_gateway_Li_Guard_Boss_Q04|talk_npc3:LF4_gateway_Li_Guard_Boss_Q05,give_item:ITEM_QUEST_11107A 3,remove_item1:ITEM_QUEST_11107A 1|remove_item2:ITEM_QUEST_11107A 1|remove_item3:ITEM_QUEST_11107A 1,,,
11107,simple_talk,Levilus,Levilus,1,,,,,,
11108,simple_talk,Cicero,Suleion,,talk_npc1:Gelon,,,,,
11109,simple_talk,Suleion,Suleion,1,,,,,,11139
11111,simple_talk,Shugo_LF4_5,Shugo_LF4_5,1,,,,,,
11113,simple_talk,Shugo_LF4_5,Shugo_LF4_5,1,,,,,,
11114,simple_talk,Shulack_LF4_1,Shulack_LF4_1,1,,,,,,
11115,simple_talk,Shulack_LF4_1,Shulack_LF4_1,,talk_npc1:Cinisca|talk_npc2:Shugo_LF4_5,give_item2:ITEM_QUEST_11117A 1,,,,
11117,simple_talk,Barus,Barus,1,,,,,,
11121,simple_talk,Iaetia,Iaetia,1,,,,,,
11125,simple_talk,Sarapion,Sarapion,1,,,,,,
11127,simple_talk,Sarapion,Sarapion,1,,,,,,
11128,simple_talk,Iaetia,Iaetia,1,,,,,,
11130,simple_talk,Suleion,Gelon,,talk_npc1:Cicero,give_item:ITEM_DOC_QUEST_11139A 1,,,,
11139,simple_talk,Shulack_LF4_2,Shulack_LF4_2,1,,,,,,
11142,simple_talk,Enoitia,Enoitia,1,,,,,,
11148,simple_talk,Totus,Totus,1,,,,,,
11203,simple_talk,Keios,Keios,1,,,,,,
11205,simple_talk,Ingnie,Ingnie,1,,,,,,
11206,simple_talk,Sulinia,Sulinia,1,,,,,,
11218,simple_talk,Sulinia,Sulinia,1,,,,,,
11219,simple_talk,Chekius,Chekius,1,,,,,,
11220,simple_talk,Queesia,Queesia,1,,,,,,
11221,simple_talk,Gorgias,Gorgias,1,,,,,,
11223,simple_talk,Zaniah,Zaniah,,talk_npc1:Gelon|talk_npc2:Harmonia|talk_npc3:Alphecca,,,,,
11228,simple_talk,Zaniah,Zaniah,1,,,,,,
11230,simple_talk,Zaniah,Zaniah,1,,,,,,
11231,simple_talk,Zaniah,Zaniah,1,,,,,,
11232,simple_talk,Laestrygos,Anusis,1,,give_item:ITEM_QUEST_11251A 1,,,,
11251,simple_talk,Laestrygos,Anusis,1,,give_item:ITEM_QUEST_11253A 1,,,,
11253,simple_talk,Laestrygos,Anusis,1,,give_item:ITEM_QUEST_11255A 1,,,,
11255,simple_talk,Laestrygos,Anusis,1,,give_item:ITEM_QUEST_11257A 1,,,,
11257,simple_talk,Laestrygos,Anusis,1,,give_item:ITEM_QUEST_11259A 1,,,,
11259,simple_talk,Laestrygos,Anusis,1,,give_item:ITEM_QUEST_11261A 1,,,,
11261,simple_talk,Laestrygos,Anusis,1,,give_item:ITEM_QUEST_11263A 1,,,,
11263,simple_talk,Laestrygos,Anusis,1,,give_item:ITEM_QUEST_11265A 1,,,,
11265,simple_talk,Laestrygos,Anusis,1,,give_item:ITEM_QUEST_11267A 1,,,,
11267,simple_talk,Heranas,Heranas,1,,,,,,
11268,simple_talk,Heranas,Heranas,1,,,,,,
11269,simple_talk,Heranas,Heranas,1,,,,,,
11270,simple_talk,Heranas,Heranas,1,,,,,,
11271,simple_talk,Heranas,Heranas,1,,,,,,
11272,simple_talk,Heranas,Heranas,1,,,,,,
11273,simple_talk,Heranas,Heranas,1,,,,,,
11274,simple_talk,Daniele,Daniele,1,,,,,,11276
11275,simple_talk,Daniele,Daniele,,,,,,,
11276,simple_talk,Caicedo,Caicedo,1,,,,,,
11277,simple_talk,Caicedo,Caicedo,1,,,,,,
11278,simple_talk,Cainus,Jamia,,,,,,,
11291,simple_talk,Jamia,Cainus,,talk_npc1:Wivius,give_item:ITEM_QUEST_11294A 1,remove_item1:ITEM_QUEST_11294A 1,,,
11294,simple_talk,Crosia,Phailos,,,,,,,11452
11451,simple_talk,Phailos,Phailos,1,,,,,,11453
11452,simple_talk,Phailos,Tree_NoMove_Tramis,,,,,,,11454
11453,simple_talk,Tree_NoMove_Tramis,Tree_NoMove_Tramis,1,,,,,,11455
11454,simple_talk,Tree_NoMove_Tramis,Kailaus,,talk_npc1:Phailos,give_item:ITEM_QUEST_11455A 1|give_item1:ITEM_QUEST_11455B 1,remove_item1:ITEM_QUEST_11455A 1,,,
11455,simple_talk,Adias,Adias,,talk_npc1:Fasimedes,give_item:ITEM_QUEST_11458A 1,remove_item1:ITEM_QUEST_11458A 1,,,
11458,simple_talk,Dorsia,Shulack_LF4_1,,talk_npc1:Shulack_Elim_1,give_item1:ITEM_QUEST_11460A 1,,,,
11460,simple_talk,Romedon,Mazion,,,,,,,
18200,simple_talk,Molfus,Inggril,,,,,,,18208
18207,simple_talk,Eno,Junos,,talk_npc1:Junos,,,,,18212
18210,simple_talk,Eno,Eno,,,,,,,
18215,simple_talk,Eno,Eno,1,,,,,,
18216,simple_talk,Eno,Eno,,,,,,,
18217,simple_talk,Silion,Silion,1,,,,,,
18305,simple_talk,Hariken,LF5_Nimrod_E,1,,,,,,
18306,simple_talk,Hariken,LF5_Nimrod_E,1,,,,,,
18308,simple_talk,IDStation_FOBJ_Dr_BOOK,Piran,1,talk_npc1:Silion,give_item:ITEM_DOC_QUEST_18311A 1,,,,
18311,simple_talk,LF5_Nimrod_E,LF5_Nimrod_E,1,,,,,,
18312,simple_talk,Leah,IDF4Re_Drana_Li_NPC,,,,,,,
18400,simple_talk,derna,derna,1,,,,,,
18403,simple_talk,Leah,Antigone,,talk_npc1:IDF4Re_Drana_StroyBook_1|talk_npc2:Leah,give_item1:ITEM_DOC_QUEST_18407A 1,,,,18408
18407,simple_talk,Antigone,Antigone,1,,,,,,
18408,simple_talk,derna,derna,1,,,,,,
18411,simple_talk,Zephyros,Alaus,1,,,,,,
18505,simple_talk,Shugo_IDNovice_2,Shugo_IDNovice_3,,,,,,,18507
18506,simple_talk,Shugo_IDNovice_2,Shugo_IDNovice_3,1,,,,,,
18509,simple_talk,Perento,Perento,,talk_npc1:LF3_Kurochin_E|talk_npc2:Herthia,give_item:ITEM_QUEST_18600A 1|give_item2:ITEM_QUEST_18600B 1,remove_item2:ITEM_QUEST_18600A 1,cs1_haction:10001|cutsceneid1:189,,18601
18600,simple_talk,Perento,Raninia,,,give_item:ITEM_QUEST_18601A 1,,,,18602
18601,simple_talk,Ukon,Ukon,1,,,,,,
18607,simple_talk,Ukon,Ukon,1,,,,,,
18608,simple_talk,Ukon,Ukon,1,,,,,,
18609,simple_talk,Ukon,Ukon,1,,,,,,
18610,simple_talk,Ukon,Ukon,1,,,,,,
18611,simple_talk,Ukon,Ukon,1,,,,,,
18612,simple_talk,Ukon,Ukon,1,,,,,,
18613,simple_talk,Ukon,Ukon,1,,,,,,
18614,simple_talk,Ukon,Ukon,1,,,,,,
18615,simple_talk,Ukon,Ukon,1,,,,,,
18616,simple_talk,IDCromede_sword,IDCromede_sword,1,,,,,,
18618,simple_talk,IDCromede_2hsword,IDCromede_2hsword,1,,,,,,
18619,simple_talk,IDCromede_dagger,IDCromede_dagger,1,,,,,,
18620,simple_talk,IDCromede_polearm,IDCromede_polearm,1,,,,,,
18621,simple_talk,IDCromede_bow,IDCromede_bow,1,,,,,,
18622,simple_talk,IDCromede_mace,IDCromede_mace,1,,,,,,
18623,simple_talk,IDCromede_staff,IDCromede_staff,1,,,,,,
18624,simple_talk,IDCromede_book,IDCromede_book,1,,,,,,
18625,simple_talk,IDCromede_orb,IDCromede_orb,1,,,,,,
18626,simple_talk,IDCromede_shield,IDCromede_shield,1,,,,,,
18627,simple_talk,Ukon,Ukon,1,,,,,,
18628,simple_talk,Ukon,Ukon,1,,,,,,
18629,simple_talk,Ukon,Ukon,1,,,,,,
18630,simple_talk,Ukon,Ukon,1,,,,,,
18631,simple_talk,Ukon,Ukon,1,,,,,,
18632,simple_talk,Ukon,Ukon,1,,,,,,
18633,simple_talk,Ukon,Ukon,1,,,,,,
18634,simple_talk,Ukon,Ukon,1,,,,,,
18635,simple_talk,Ukon,Ukon,1,,,,,,
18636,simple_talk,Horian,Horian,,,,,,,
18706,simple_talk,Enoa,Enoa,1,,,,,,
18707,simple_talk,NPC_Bharakha,Mameia,,talk_npc1:NPC_Ulaguru,,,,,
18709,simple_talk,Silion,Lagia,1,,,,,,18712
18711,simple_talk,Lagia,Seles,,,give_item:ITEM_QUEST_18712A 1,,,,
18712,simple_talk,Silion,Lagia,1,,,,,,18714
18713,simple_talk,Lagia,Seles,,,give_item:ITEM_QUEST_18714A 1,,,,
18714,simple_talk,Silion,Lagia,1,,,,,,18716
18715,simple_talk,Lagia,Seles,,,give_item:ITEM_QUEST_18716A 1,,,,
18716,simple_talk,Silion,Lagia,1,,,,,,18718
18717,simple_talk,Lagia,Seles,,,give_item:ITEM_QUEST_18718A 1,,,,
18718,simple_talk,Silion,Lagia,1,,,,,,18720
18719,simple_talk,Lagia,Seles,,,give_item:ITEM_QUEST_18720A 1,,,,
18720,simple_talk,Silion,Lagia,1,,,,,,18722
18721,simple_talk,Lagia,Seles,,,give_item:ITEM_QUEST_18722A 1,,,,
18722,simple_talk,Silion,Lagia,1,,,,,,18724
18723,simple_talk,Lagia,Seles,,,give_item:ITEM_QUEST_18724A 1,,,,
18724,simple_talk,Silion,Lagia,1,,,,,,18726
18725,simple_talk,Lagia,Seles,,,give_item:ITEM_QUEST_18726A 1,,,,
18726,simple_talk,Silion,Lagia,1,,,,,,18728
18727,simple_talk,Lagia,Seles,,,give_item:ITEM_QUEST_18728A 1,,,,
18728,simple_talk,Harinus,Leejunius,,,,,,,
18800,simple_talk,Vexramas,Celaeno,,,,,,,18802
18801,simple_talk,Celaeno,Parrine,,,,,,,18827
18802,simple_talk,Kaionen,Parrion,,,,,,,
18804,simple_talk,Parrion,Shugo_housing_47,,talk_npc1:Shugo_housing_47|talk_npc2:Housing_FOBJ_Recycle_Box,,,,,18826
18805,simple_talk,HousingManager_Li,Kaionen,,talk_npc1:Pesarius,,,cs1_haction:1009|cutsceneid1:803,,18807
18806,simple_talk,Kaionen,Kaionen,,talk_npc1:Housing_FOBJ_Q18807_Q28807,give_item:ITEM_QUEST_18807A 1,remove_item1:ITEM_QUEST_18807A 1,,,
18807,simple_talk,Sirina,NPC_Housing_FOBJ_01,,,give_item:ITEM_QUEST_18808A 1,,,,
18808,simple_talk,Shugo_housing_41,Shugo_housing_41,,talk_npc1:Tenicion|talk_npc2:Morodea,give_item:ITEM_RIDE_WHALE_002_ET60 1,,,,
18809,simple_talk,Taltaros,Parrion,,,,,,,
18810,simple_talk,Shugo_housing_49,Shugo_housing_49,1,,,,,,
18812,simple_talk,Shugo_housing_49,Shugo_housing_49,1,,,,,,
18813,simple_talk,Shugo_housing_49,Shugo_housing_49,1,,,,,,
18814,simple_talk,Shugo_housing_49,Shugo_housing_49,1,,,,,,
18815,simple_talk,Gauon,Gauon,1,,,,,,
18816,simple_talk,Gauon,Gauon,1,,,,,,
18817,simple_talk,Erina,Erina,1,,,,,,
18818,simple_talk,Setin,Setin,1,,,,,,
18819,simple_talk,Nepera,Nepera,1,,,,,,
18820,simple_talk,HousingManager_Li,HousingManager_Li,,,,,,,
18821,simple_talk,Shugo_housing_50,Shugo_housing_50,1,,,,,,
18822,simple_talk,Shugo_housing_50,Shugo_housing_50,1,,,,,,
18823,simple_talk,Shugo_housing_50,Shugo_housing_50,1,,,,,,
18824,simple_talk,Shugo_housing_50,Shugo_housing_50,1,,,,,,
18825,simple_talk,Shugo_housing_47,Housing_FOBJ_Recycle_Box,,,,,,,
18826,simple_talk,Parrine,HousingManager_Li,,,,,,,18828
18827,simple_talk,HousingManager_Li,Shugo_housing_71,,,,,,,18830
18829,simple_talk,Shugo_housing_71,Raknus,,talk_npc1:HousingManager_Li,,,,,18831
18830,simple_talk,Raknus,HousingManager_Li,,,,,,,18806
18831,simple_talk,Leejunius,Vexramas,,,,,cs1_haction:1009|cutsceneid1:801,,18801
18832,simple_talk,Gadorus,Gadorus,1,,,,,,
18834,simple_talk,Gadorus,Gadorus,1,,,,,,
18836,simple_talk,Gadorus,Gadorus,1,,,,,,
18838,simple_talk,Miris,Kaionen,,,,,,,
18839,simple_talk,Gauon,Gauon,1,,,,,,
18840,simple_talk,Gauon,Gauon,1,,,,,,
18841,simple_talk,Gauon,Gauon,1,,,,,,
18842,simple_talk,Leejunius,Kaionen,,,,,,,
18843,simple_talk,Rateon,Rateon,1,,,,,,
18844,simple_talk,Harinus,Leejunius,,,,,,,
18845,simple_talk,Marun,Heren,,,,,,,
18846,simple_talk,Saiune,Saiune,,,,,,,
18847,simple_talk,Leejunius,Leejunius,1,,,,,,
18848,simple_talk,Demeter,Fasimedes,,,give_item:ITEM_DOC_QUEST_19001A 1,,,,
19001,simple_talk,Bacchus,Fasimedes,,,give_item:ITEM_DOC_QUEST_19003A 1,,,,
19003,simple_talk,Perikles,Hilarus,,talk_npc1:Jucleas|talk_npc2:Lavirintos,,,,,
19004,simple_talk,Anteros,Eremitia,,,give_item:ITEM_DOC_QUEST_19009A 1,,cs1_haction:1009|cutsceneid1:109,,
19009,simple_talk,Vulcanus,Eremitia,,,give_item:ITEM_DOC_QUEST_19015A 1,,cs1_haction:1009|cutsceneid1:110,,
19015,simple_talk,Daphnis,Eremitia,,,give_item:ITEM_DOC_QUEST_19021A 1,,cs1_haction:1009|cutsceneid1:114,,
19021,simple_talk,Utisda,Eremitia,,,give_item:ITEM_DOC_QUEST_19027A 1,,cs1_haction:1009|cutsceneid1:111,,
19027,simple_talk,Diana,Eremitia,,,give_item:ITEM_DOC_QUEST_19033A 1,,cs1_haction:1009|cutsceneid1:113,,
19033,simple_talk,Hestia,Eremitia,,,give_item:ITEM_DOC_QUEST_19039A 1,,cs1_haction:1009|cutsceneid1:112,,
19039,simple_talk,Rhea,Letia,,,,,,,19044
19040,simple_talk,Orphe,Shugo_LC1_27,,,,,,,19042
19041,simple_talk,Shugo_LC1_27,Shugo_LC1_27,1,,,,,,
19042,simple_talk,Shulack_LC1,Shulack_LC1,1,,,,,,
19043,simple_talk,Letia,Unos,,,,,,,19045
19044,simple_talk,Unos,Amis,,,,,,,
19045,simple_talk,Fasimedes,Fasimedes,,,,,,,
19047,simple_talk,Undin,Undin,1,,,,,,
19049,simple_talk,Undin,Fasimedes,,,give_item:ITEM_DOC_QUEST_19050A 1,,cs1_haction:1009|cutsceneid1:115,,
19050,simple_talk,Undin,Lucius,,,give_item:ITEM_QUEST_19051A 1,,,,
19051,simple_talk,Undin,Undin,1,,,,,,19053
19052,simple_talk,Undin,Undin,1,,,,,,19050
19053,simple_talk,Undin,Undin,1,,,,,,19055
19054,simple_talk,Undin,Undin,1,,,,,,19056
19055,simple_talk,Undin,Fasimedes,,,give_item:ITEM_DOC_QUEST_19056A 1,,cs1_haction:1009|cutsceneid1:115,,
19056,simple_talk,Undin,Eremitia,,,give_item:ITEM_DOC_QUEST_19058A 1,,cs1_haction:1009|cutsceneid1:116,,
19058,simple_talk,Gelastra,Gelastra,1,,,,,,
21001,simple_talk,Gelastra,Gelastra,,talk_npc1:Nysdvor|talk_npc2:morhua,,,,,
21004,simple_talk,Vyuin,Carabel,,,,,,,
21018,simple_talk,Danomdel,Angrad,,,,,,,
21019,simple_talk,Irkale,Irkale,1,,,,,,
21022,simple_talk,Asathor,Asathor,1,,,,,,
21028,simple_talk,Carabel,Carabel,1,,,,,,21033
21032,simple_talk,Carabel,Carabel,,talk_npc1:Horu,give_item:ITEM_QUEST_21033A 1|give_item1:ITEM_QUEST_21033B 1,remove_item1:ITEM_QUEST_21033A 1,,,
21033,simple_talk,Denskel,Denskel,1,,,,,,21036
21035,simple_talk,Denskel,Wolfgang,,talk_npc1:Arwen|talk_npc2:Fjoersvith,give_item:ITEM_QUEST_21036A 1,,,,
21036,simple_talk,Nordin,Nordin,1,,,,,,
21039,simple_talk,Assulin,Assulin,1,,,,,,
21041,simple_talk,Godin,Godin,1,,,,,,
21042,simple_talk,Godin,Godin,1,,,,,,
21043,simple_talk,Garath,Garath,1,,,,,,
21049,simple_talk,Aquila,Aquila,1,,,,,,
21051,simple_talk,Nysdvor,Nysdvor,1,,,,,,
21052,simple_talk,Helen,Helen,1,,,,,,
21053,simple_talk,Batalrion,Batalrion,1,,,,,,
21054,simple_talk,Ortiz,Ortiz,1,,,,,,
21055,simple_talk,Irkale,feles,,,,,,,
21064,simple_talk,Niamela,Niamela,,talk_npc1:Herka,,,,,
21065,simple_talk,Jalg,Jalg,,talk_npc1:Ightris,,,,,
21066,simple_talk,Arwen,Vyuin,,,give_item:ITEM_QUEST_21067A 1,,,,
21067,simple_talk,Homesiane,Sherockian,,talk_npc1:Sherockian|talk_npc2:Homesiane,,,,,21069
21068,simple_talk,Sherockian,Sherockian,,talk_npc1:Homesiane,give_item:ITEM_QUEST_21070A 1,remove_item1:ITEM_QUEST_21070A 1,,,
21070,simple_talk,Skilving,Skilving,,talk_npc1:Notud,,,,,21072
21071,simple_talk,Skilving,Skilving,,talk_npc1:Svasuth,,,,,
21073,simple_talk,Irkale,Irkale,1,,,,,,
21078,simple_talk,Hler,Sepsi,1,talk_npc1:Agovard|talk_npc2:Renato,give_item:ITEM_DOC_QUEST_21081A 1,,,,
21081,simple_talk,Shulack_DF4_3,Shulack_DF4_3,1,,,,,,21101
21100,simple_talk,Shulack_DF4_3,Shulack_DF4_3,1,,,,,,
21101,simple_talk,Shulack_DF4_3,Shulack_DF4_4,,,,,,,
21103,simple_talk,Gehlen,Gehlen,,talk_npc1:Brauni_DF4_01|talk_npc2:Brauni_DF4_02|talk_npc3:Ratman_DF4_01,,,,,
21106,simple_talk,Shulack_DF4_2,Shulack_DF4_2,1,,,,,,
21107,simple_talk,Gehlen,Mamalia,,talk_npc1:Shulack_DF4_5,,,,,
21110,simple_talk,Shulack_DF4_1,Shulack_DF4_1,,talk_npc1:DF4_HugeDoor_Q21111,,,,,
21111,simple_talk,Mamalia,Mamalia,1,,,,,,
21116,simple_talk,Belik,Ortiz,,,,,,,
21121,simple_talk,hildisvini,hildisvini,1,,,,,,
21123,simple_talk,Fjoelnir,Fjoelnir,1,,,,,,
21126,simple_talk,Wolfgang,Gehlen,,talk_npc1:Skira,,,,,21136
21135,simple_talk,Gehlen,DF4_shugobody_Q21136,,talk_npc1:Ratman_03_DF4|talk_npc2:Shulack_DF4_7,give_item:ITEM_QUEST_21136A 1,remove_item1:ITEM_QUEST_21136A 1,,,
21136,simple_talk,Owlau_DF4_01,Owlau_DF4_01,,talk_npc1:Ratman_DF4_01|talk_npc2:Brauni_DF4_02|talk_npc3:Shulack_DF4_5,give_item:ITEM_QUEST_21138A 1|give_item3:ITEM_QUEST_21138B 1,remove_item3:ITEM_QUEST_21138A 1,,,21139
21138,simple_talk,Lucal,Lucal,1,,,,,,
21201,simple_talk,Geeze,Geeze,1,,,,,,
21204,simple_talk,Ankea,Ankea,1,,,,,,
21207,simple_talk,Itar,Barretta,,talk_npc1:Wolfgang|talk_npc2:Fjoersvith,give_item:ITEM_QUEST_21217A 1,,,,
21217,simple_talk,Batalrion,Batalrion,1,,,,,,
21224,simple_talk,Esendia,Esendia,1,,,,,,
21225,simple_talk,Krizarid,Krizarid,1,,,,,,
21226,simple_talk,Svidar,Svidar,1,,,,,,
21229,simple_talk,Cozett,Cozett,1,,,,,,
21230,simple_talk,Fundin,Fundin,1,,,,,,
21233,simple_talk,Fundin,Fundin,1,,,,,,
21234,simple_talk,Kirhua,Kirhua,1,,,,,,
21235,simple_talk,Kirhua,Kirhua,1,,,,,,
21236,simple_talk,Lucia,Gustava,,,give_item:ITEM_QUEST_21239A 1,,,,21240
21239,simple_talk,Sorolov,Sorolov,1,,,,,,
21242,simple_talk,Tanar,Tanar,,talk_npc1:Batalrion|talk_npc2:Helen,give_item2:ITEM_QUEST_21244A 1,,,,21245
21244,simple_talk,Tanar,Tanar,1,,,,,,
21245,simple_talk,Tonistar,Tonistar,1,,,,,,21248
21247,simple_talk,Vedrfonir,Usener,1,,give_item:ITEM_QUEST_21251A 1,,,,
21251,simple_talk,Vedrfonir,Usener,1,,give_item:ITEM_QUEST_21253A 1,,,,
21253,simple_talk,Vedrfonir,Usener,1,,give_item:ITEM_QUEST_21255A 1,,,,
21255,simple_talk,Vedrfonir,Usener,1,,give_item:ITEM_QUEST_21257A 1,,,,
21257,simple_talk,Vedrfonir,Usener,1,,give_item:ITEM_QUEST_21259A 1,,,,
21259,simple_talk,Vedrfonir,Usener,1,,give_item:ITEM_QUEST_21261A 1,,,,
21261,simple_talk,Vedrfonir,Usener,1,,give_item:ITEM_QUEST_21263A 1,,,,
21263,simple_talk,Vedrfonir,Usener,1,,give_item:ITEM_QUEST_21265A 1,,,,
21265,simple_talk,Vedrfonir,Usener,1,,give_item:ITEM_QUEST_21267A 1,,,,
21267,simple_talk,Tegrak,Tegrak,1,,,,,,
21268,simple_talk,Tegrak,Tegrak,1,,,,,,
21269,simple_talk,Tegrak,Tegrak,1,,,,,,
21270,simple_talk,Tegrak,Tegrak,1,,,,,,
21271,simple_talk,Tegrak,Tegrak,1,,,,,,
21272,simple_talk,Sorolov,Sorolov,1,,,,,,
21273,simple_talk,Sorolov,Sorolov,1,,,,,,
21274,simple_talk,Tegrak,Tegrak,1,,,,,,
21275,simple_talk,Tegrak,Tegrak,1,,,,,,
21276,simple_talk,Garath,Garath,1,,,,,,21278
21277,simple_talk,Garath,Garath,,,,,,,
21278,simple_talk,Mexes,Mexes,1,,,,,,
21279,simple_talk,Mexes,Mexes,1,,,,,,
21280,simple_talk,Hler,Kimin,,,,,,,
21293,simple_talk,Kimin,Hler,,talk_npc1:Batalrion,give_item:ITEM_QUEST_21296A 1,remove_item1:ITEM_QUEST_21296A 1,,,
21296,simple_talk,Vesvola,Schiemann,,,,,,,21452
21451,simple_talk,Schiemann,Schiemann,1,,,,,,21453
21452,simple_talk,Schiemann,Tree_NoMove_Miener,,,,,,,21454
21453,simple_talk,Tree_NoMove_Miener,Tree_NoMove_Miener,1,,,,,,21455
21454,simple_talk,Tree_NoMove_Miener,Unset,,talk_npc1:Schiemann,give_item:ITEM_QUEST_21455A 1|give_item1:ITEM_QUEST_21455B 1,remove_item1:ITEM_QUEST_21455A 1,,,
21455,simple_talk,Irkale,Irkale,,talk_npc1:Vidar,give_item:ITEM_QUEST_21458A 1,remove_item1:ITEM_QUEST_21458A 1,,,
