quest_id	handler_path	expected_from	expected_to	xml_var0	recovery_vars	handover_writes	verdict
17551	src/main/java/com/aionemu/gameserver/quest/handlers/IDAb1_Heroes/_17551.java	4	5	5			MISMATCH_PROJECTION
17552	src/main/java/com/aionemu/gameserver/quest/handlers/IDAb1_Heroes/_17552.java	1	2	2			MISMATCH_PROJECTION
18035	src/main/java/com/aionemu/gameserver/quest/handlers/eternal_bastion/_18035DRAKINT.java	1	1	0			SELF_REWARD_NO_STEP
18036	src/main/java/com/aionemu/gameserver/quest/handlers/eternal_bastion/_18036Bastions_Are_Eternal_Positions_Are_Not.java	0	1	0			MISSING_RECOVERY_EDGE
18250	src/main/java/com/aionemu/gameserver/quest/handlers/crucible_spire/_18250To_Crucible_Spire.java	0	0	0			SELF_REWARD_NO_STEP
18251	src/main/java/com/aionemu/gameserver/quest/handlers/crucible_spire/_18251To_Crucible_Spire.java	0	0	0			SELF_REWARD_NO_STEP
18300	src/main/java/com/aionemu/gameserver/quest/handlers/aturam_sky_fortress/_18300Floating_Death.java	1	1	1			SELF_REWARD_NO_STEP
18314	src/main/java/com/aionemu/gameserver/quest/handlers/aturam_sky_fortress/_18314What_Not_To_Forget_During_A_Mission.java	7	8	1		1,1,1	MISMATCH_PROJECTION
18500	src/main/java/com/aionemu/gameserver/quest/handlers/haramel/_18500Illegal_Odium.java	3	3	3			SELF_REWARD_NO_STEP
18510	src/main/java/com/aionemu/gameserver/quest/handlers/haramel/_18510Fire_And_Flame.java	5	5	5			SELF_REWARD_NO_STEP
18511	src/main/java/com/aionemu/gameserver/quest/handlers/haramel/_18511Souperior_Love.java	1	1	1		1	SELF_REWARD_NO_STEP
18737	src/main/java/com/aionemu/gameserver/quest/handlers/raksang_ruins/_18737Where_Did_Abiso_Go.java	0	0	0			SELF_REWARD_NO_STEP
18800	src/main/java/com/aionemu/gameserver/quest/handlers/oriel/_18800The_Living_Is_Easy.java	0	0	0			SELF_REWARD_NO_STEP
18802	src/main/java/com/aionemu/gameserver/quest/handlers/oriel/_18802And_A_Home_For_Every_Daeva.java	0	0	0			SELF_REWARD_NO_STEP
18805	src/main/java/com/aionemu/gameserver/quest/handlers/oriel/_18805Going_Thrifting.java	2	2	1		1	SELF_REWARD_NO_STEP
18806	src/main/java/com/aionemu/gameserver/quest/handlers/oriel/_18806HeartofRock.java	1	1	0			SELF_REWARD_NO_STEP
18807	src/main/java/com/aionemu/gameserver/quest/handlers/oriel/_18807Blessed_Be_Thy_Hame.java	1	1	0			SELF_REWARD_NO_STEP
18808	src/main/java/com/aionemu/gameserver/quest/handlers/oriel/_18808FoolproofPackaging.java	0	0	0			SELF_REWARD_NO_STEP
18809	src/main/java/com/aionemu/gameserver/quest/handlers/oriel/_18809DaevaontheRide.java	2	2	0			SELF_REWARD_NO_STEP
18821	src/main/java/com/aionemu/gameserver/quest/handlers/oriel/_18821Almost_Forgot_My_Blessings.java	0	0	0			SELF_REWARD_NO_STEP
18826	src/main/java/com/aionemu/gameserver/quest/handlers/oriel/_18826Todays_Find.java	0	0	0			SELF_REWARD_NO_STEP
18830	src/main/java/com/aionemu/gameserver/quest/handlers/oriel/_18830MovingIn.java	1	1	1			SELF_REWARD_NO_STEP
18832	src/main/java/com/aionemu/gameserver/quest/handlers/oriel/_18832Imagining_A_Quiet_Life.java	0	0	0			SELF_REWARD_NO_STEP
18833	src/main/java/com/aionemu/gameserver/quest/handlers/oriel/_18833LeafyCutting.java	0	0	1		1	SELF_REWARD_NO_STEP
18835	src/main/java/com/aionemu/gameserver/quest/handlers/oriel/_18835StemCutting.java	0	0	1		1	SELF_REWARD_NO_STEP
18837	src/main/java/com/aionemu/gameserver/quest/handlers/oriel/_18837EyeCutting.java	0	0	1		1	SELF_REWARD_NO_STEP
18847	src/main/java/com/aionemu/gameserver/quest/handlers/oriel/_18847Housewarming.java	0	0	0			SELF_REWARD_NO_STEP
18932	src/main/java/com/aionemu/gameserver/quest/handlers/ashunatal_dredgion/_18932All_Out_Dredgion_Attack.java	1	2	1		1	MISSING_RECOVERY_EDGE
18940	src/main/java/com/aionemu/gameserver/quest/handlers/idgel_dome/_18940Into_The_Dome.java	0	0	0			SELF_REWARD_NO_STEP
18950	src/main/java/com/aionemu/gameserver/quest/handlers/drakenspire_depths/_18950Detachment_In_The_Depths.java	0	0	0			SELF_REWARD_NO_STEP
19004	src/main/java/com/aionemu/gameserver/quest/handlers/sanctum/_19004PeriklessInsight.java	2	2	1			SELF_REWARD_NO_STEP
19048	src/main/java/com/aionemu/gameserver/quest/handlers/sanctum/_19048Andreas_Teachings.java	1	1	1		1	SELF_REWARD_NO_STEP
19600	src/main/java/com/aionemu/gameserver/quest/handlers/wisplight_abbey/_19600Welcome_Daeva.java	0	1	NO_XML			NO_XML
19665	src/main/java/com/aionemu/gameserver/quest/handlers/wisplight_abbey/_19665Getting_Settled.java	0	0	NO_XML			NO_XML
20528	src/main/java/com/aionemu/gameserver/quest/handlers/archdaeva/_20528Building_A_Protection_Artifact_1.java	11	12	12		12	MISMATCH_PROJECTION
21051	src/main/java/com/aionemu/gameserver/quest/handlers/gelkmaros_armor/_21051TroubleinStone.java	0	0	0			SELF_REWARD_NO_STEP
21052	src/main/java/com/aionemu/gameserver/quest/handlers/gelkmaros_armor/_21052DragonHuntin.java	0	0	0			SELF_REWARD_NO_STEP
21053	src/main/java/com/aionemu/gameserver/quest/handlers/gelkmaros_armor/_21053DramataDrama.java	0	0	0			SELF_REWARD_NO_STEP
21054	src/main/java/com/aionemu/gameserver/quest/handlers/gelkmaros_armor/_21054MissionofDestiny.java	0	0	0			SELF_REWARD_NO_STEP
21055	src/main/java/com/aionemu/gameserver/quest/handlers/gelkmaros_armor/_21055OrtizsPlan.java	0	0	0			SELF_REWARD_NO_STEP
21073	src/main/java/com/aionemu/gameserver/quest/handlers/gelkmaros/_21073ListentoMySongStrigiks.java	1	1	0			SELF_REWARD_NO_STEP
21080	src/main/java/com/aionemu/gameserver/quest/handlers/gelkmaros/_21080MessageInAWindstream.java	4	4	1		1,1	SELF_REWARD_NO_STEP
21081	src/main/java/com/aionemu/gameserver/quest/handlers/gelkmaros/_21081A_Helping_Hand.java	2	3	0			MISMATCH_PROJECTION
21320	src/main/java/com/aionemu/gameserver/quest/handlers/enshar/_21320Excited_For_Enshar.java	0	0	0			SELF_REWARD_NO_STEP
21340	src/main/java/com/aionemu/gameserver/quest/handlers/master_server/_21340.java	5	6	NO_XML			NO_XML
21341	src/main/java/com/aionemu/gameserver/quest/handlers/master_server/_21341.java	5	6	NO_XML			NO_XML
21342	src/main/java/com/aionemu/gameserver/quest/handlers/master_server/_21342.java	5	6	NO_XML			NO_XML
21343	src/main/java/com/aionemu/gameserver/quest/handlers/master_server/_21343.java	5	6	NO_XML			NO_XML
21344	src/main/java/com/aionemu/gameserver/quest/handlers/master_server/_21344.java	5	6	NO_XML			NO_XML
21345	src/main/java/com/aionemu/gameserver/quest/handlers/master_server/_21345.java	5	6	NO_XML			NO_XML
21346	src/main/java/com/aionemu/gameserver/quest/handlers/master_server/_21346.java	5	6	NO_XML			NO_XML
21347	src/main/java/com/aionemu/gameserver/quest/handlers/master_server/_21347.java	5	6	NO_XML			NO_XML
21348	src/main/java/com/aionemu/gameserver/quest/handlers/master_server/_21348.java	5	6	NO_XML			NO_XML
21349	src/main/java/com/aionemu/gameserver/quest/handlers/master_server/_21349.java	5	6	NO_XML			NO_XML
21350	src/main/java/com/aionemu/gameserver/quest/handlers/master_server/_21350.java	5	6	NO_XML			NO_XML
21351	src/main/java/com/aionemu/gameserver/quest/handlers/master_server/_21351.java	5	6	NO_XML			NO_XML
21352	src/main/java/com/aionemu/gameserver/quest/handlers/master_server/_21352.java	5	6	NO_XML			NO_XML
21353	src/main/java/com/aionemu/gameserver/quest/handlers/master_server/_21353.java	5	6	NO_XML			NO_XML
21370	src/main/java/com/aionemu/gameserver/quest/handlers/master_server/_21370.java	5	6	NO_XML			NO_XML
21371	src/main/java/com/aionemu/gameserver/quest/handlers/master_server/_21371.java	5	6	NO_XML			NO_XML
21372	src/main/java/com/aionemu/gameserver/quest/handlers/master_server/_21372.java	5	6	NO_XML			NO_XML
21373	src/main/java/com/aionemu/gameserver/quest/handlers/master_server/_21373.java	5	6	NO_XML			NO_XML
21374	src/main/java/com/aionemu/gameserver/quest/handlers/master_server/_21374.java	5	6	NO_XML			NO_XML
21375	src/main/java/com/aionemu/gameserver/quest/handlers/master_server/_21375.java	5	6	NO_XML			NO_XML
21376	src/main/java/com/aionemu/gameserver/quest/handlers/master_server/_21376.java	5	6	NO_XML			NO_XML
21377	src/main/java/com/aionemu/gameserver/quest/handlers/master_server/_21377.java	5	6	NO_XML			NO_XML
21378	src/main/java/com/aionemu/gameserver/quest/handlers/master_server/_21378.java	5	6	NO_XML			NO_XML
21379	src/main/java/com/aionemu/gameserver/quest/handlers/master_server/_21379.java	5	6	NO_XML			NO_XML
21380	src/main/java/com/aionemu/gameserver/quest/handlers/master_server/_21380.java	5	6	NO_XML			NO_XML
21381	src/main/java/com/aionemu/gameserver/quest/handlers/master_server/_21381.java	5	6	NO_XML			NO_XML
21382	src/main/java/com/aionemu/gameserver/quest/handlers/master_server/_21382.java	5	6	NO_XML			NO_XML
21383	src/main/java/com/aionemu/gameserver/quest/handlers/master_server/_21383.java	5	6	NO_XML			NO_XML
21460	src/main/java/com/aionemu/gameserver/quest/handlers/gelkmaros/_21460AShulacksStory.java	1	1	0			SELF_REWARD_NO_STEP
21465	src/main/java/com/aionemu/gameserver/quest/handlers/taloc_hollow/_21465MysteriousSeed.java	0	0	0			SELF_REWARD_NO_STEP
23305	src/main/java/com/aionemu/gameserver/quest/handlers/eternal_bastion/_23305A_Fierce_Struggle.java	0	0	0			SELF_REWARD_NO_STEP
23700	src/main/java/com/aionemu/gameserver/quest/handlers/levinshor/_23700Advancement_In_Levinshor.java	0	0	0			SELF_REWARD_NO_STEP
23701	src/main/java/com/aionemu/gameserver/quest/handlers/levinshor/_23701Levinshor_Chagrin.java	0	0	0			SELF_REWARD_NO_STEP
23702	src/main/java/com/aionemu/gameserver/quest/handlers/levinshor/_23702Blood_For_Blood_Literally.java	4	5	5		5	MISMATCH_PROJECTION
23703	src/main/java/com/aionemu/gameserver/quest/handlers/levinshor/_23703Secure_The_Shrine.java	1	2	2		2	MISMATCH_PROJECTION
23704	src/main/java/com/aionemu/gameserver/quest/handlers/levinshor/_23704Loud_Noises.java	1	1	1		1	SELF_REWARD_NO_STEP
23705	src/main/java/com/aionemu/gameserver/quest/handlers/levinshor/_23705We_Dont_Need_No_Stinking_Road.java	3	4	4		4	MISMATCH_PROJECTION
23708	src/main/java/com/aionemu/gameserver/quest/handlers/levinshor/_23708Sound_The_Alarm.java	1	1	1		1	SELF_REWARD_NO_STEP
23809	src/main/java/com/aionemu/gameserver/quest/handlers/kaldor/_23809Scar_Of_The_Past.java	3	4	0			MISMATCH_PROJECTION
23812	src/main/java/com/aionemu/gameserver/quest/handlers/kaldor/_23812They_Got_A_Plot.java	0	0	1		1	SELF_REWARD_NO_STEP
23830	src/main/java/com/aionemu/gameserver/quest/handlers/stigma_vision/_23830A_Bundle_To_Enjoy.java	1	1	1		1	SELF_REWARD_NO_STEP
23831	src/main/java/com/aionemu/gameserver/quest/handlers/stigma_vision/_23831Stigma_Stones_May_Break_Your_Bones.java	1	1	1		1	SELF_REWARD_NO_STEP
23832	src/main/java/com/aionemu/gameserver/quest/handlers/stigma_vision/_23832Better_Than_Great.java	1	1	1		1	SELF_REWARD_NO_STEP
23833	src/main/java/com/aionemu/gameserver/quest/handlers/stigma_vision/_23833You_Aud_A_Know.java	1	1	1		1	SELF_REWARD_NO_STEP
23834	src/main/java/com/aionemu/gameserver/quest/handlers/stigma_vision/_23834Major_Sixth.java	1	1	1			SELF_REWARD_NO_STEP
23880	src/main/java/com/aionemu/gameserver/quest/handlers/kaldor/_23880The_Guardian_General.java	1	2	1		1	MISSING_RECOVERY_EDGE
23882	src/main/java/com/aionemu/gameserver/quest/handlers/kaldor/_23882The_Enraged_Wealhtheow_Guardian.java	1	2	0			MISMATCH_PROJECTION
23902	src/main/java/com/aionemu/gameserver/quest/handlers/hero_alliance/_23902Prepare_To_Prevail.java	0	0	0			SELF_REWARD_NO_STEP
23940	src/main/java/com/aionemu/gameserver/quest/handlers/kaldor/_23940Eliminate_The_Protectors_At_Wealhtheow_Keep.java	10	11	1			MISMATCH_PROJECTION
23941	src/main/java/com/aionemu/gameserver/quest/handlers/kaldor/_23941Eliminate_The_Commanders_Of_Wealhtheow_Keep.java	1	2	1			MISSING_RECOVERY_EDGE
23942	src/main/java/com/aionemu/gameserver/quest/handlers/kaldor/_23942Destroy_The_Castle_Gate_At_Wealhtheow_Keep.java	1	2	1			MISSING_RECOVERY_EDGE
23950	src/main/java/com/aionemu/gameserver/quest/handlers/bastion_of_souls/_23950Find_The_Missing_Daevas.java	2	4	4			MISMATCH_PROJECTION
23951	src/main/java/com/aionemu/gameserver/quest/handlers/bastion_of_souls/_23951A_Letter_Not_Passed_On.java	1	1	1		1	SELF_REWARD_NO_STEP
23952	src/main/java/com/aionemu/gameserver/quest/handlers/bastion_of_souls/_23952Harogen_Journal.java	0	0	1		1	SELF_REWARD_NO_STEP
23953	src/main/java/com/aionemu/gameserver/quest/handlers/bastion_of_souls/_23953Unclaimed_Balaur_Weapon.java	1	2	2			MISMATCH_PROJECTION
23956	src/main/java/com/aionemu/gameserver/quest/handlers/bastion_of_souls/_23956Bastion_Of_Souls_Operation.java	4	5	5		5	MISMATCH_PROJECTION
23967	src/main/java/com/aionemu/gameserver/quest/handlers/evergale_canyon/_23967A_Fragment_That_Appeared_At_The_Cave.java	0	1	1		1,1	MISMATCH_PROJECTION
24011	src/main/java/com/aionemu/gameserver/quest/handlers/mission/_24011Funny_Floating_Fungus.java	6	6	6			SELF_REWARD_NO_STEP
24051	src/main/java/com/aionemu/gameserver/quest/handlers/mission/_24051Investigate_The_Disappearance.java	5	5	5			SELF_REWARD_NO_STEP
24211	src/main/java/com/aionemu/gameserver/quest/handlers/transidium_annex/_24211Agent_Appreciation.java	0	0	NONE		1	SELF_REWARD_NO_STEP
24220	src/main/java/com/aionemu/gameserver/quest/handlers/panesterra/_24220Welcome_To_Panesterra.java	1	1	0			SELF_REWARD_NO_STEP
25300	src/main/java/com/aionemu/gameserver/quest/handlers/high_daevanion/_25300A_Bloody_Battle_With_Beritra.java	13	14	13	14		OK
25301	src/main/java/com/aionemu/gameserver/quest/handlers/high_daevanion/_25301First_Steps_As_A_Protector.java	2	3	0			MISMATCH_PROJECTION
25302	src/main/java/com/aionemu/gameserver/quest/handlers/high_daevanion/_25302A_Tenacious_Spirit.java	2	3	0			MISMATCH_PROJECTION
25303	src/main/java/com/aionemu/gameserver/quest/handlers/high_daevanion/_25303A_Dedicated_Protector.java	2	3	0			MISMATCH_PROJECTION
25304	src/main/java/com/aionemu/gameserver/quest/handlers/high_daevanion/_25304Walk_The_Walk.java	3	4	4			MISMATCH_PROJECTION
25305	src/main/java/com/aionemu/gameserver/quest/handlers/high_daevanion/_25305Guardian_Of_Life.java	2	3	0			MISMATCH_PROJECTION
25306	src/main/java/com/aionemu/gameserver/quest/handlers/high_daevanion/_25306Wielding_Strength.java	9	10	10		10	MISMATCH_PROJECTION
25334	src/main/java/com/aionemu/gameserver/quest/handlers/high_daevanion/_25334A_Prayer_Of_Devotion.java	1	1	1		1	SELF_REWARD_NO_STEP
25563	src/main/java/com/aionemu/gameserver/quest/handlers/norsvold/_25563Broken_Guardian_Accomodations.java	0	0	1		1	SELF_REWARD_NO_STEP
25604	src/main/java/com/aionemu/gameserver/quest/handlers/norsvold/_25604Prison_Of_Silence.java	4	5	5			MISMATCH_PROJECTION
26800	src/main/java/com/aionemu/gameserver/quest/handlers/archives_of_eternity/_26800A_Call_For_Champions.java	2	3	3		3	MISMATCH_PROJECTION
26809	src/main/java/com/aionemu/gameserver/quest/handlers/archives_of_eternity/_26809Collecting_The_Histories_Of_Atreia.java	0	0	1		1	SELF_REWARD_NO_STEP
26810	src/main/java/com/aionemu/gameserver/quest/handlers/archives_of_eternity/_26810Collecting_The_Records_From_The_Era_Of_Men.java	0	0	1		1	SELF_REWARD_NO_STEP
26811	src/main/java/com/aionemu/gameserver/quest/handlers/archives_of_eternity/_26811Collecting_The_Empyrean_Records.java	0	0	1		1	SELF_REWARD_NO_STEP
26839	src/main/java/com/aionemu/gameserver/quest/handlers/trials_of_eternity/_26839Rift_Monster_Bullion.java	1	2	2		2,2	MISMATCH_PROJECTION
26922	src/main/java/com/aionemu/gameserver/quest/handlers/danuar_reliquary/_26922Another_Passage.java	0	0	0			SELF_REWARD_NO_STEP
26979	src/main/java/com/aionemu/gameserver/quest/handlers/engulfed_ophidan_bridge/_26979Defend_The_Advance_Route_To_The_Last_Soldier.java	0	0	0			SELF_REWARD_NO_STEP
26990	src/main/java/com/aionemu/gameserver/quest/handlers/illuminary_obelisk/_26990Protection_Tower_Researcher_Kamaz.java	0	0	0			SELF_REWARD_NO_STEP
27526	src/main/java/com/aionemu/gameserver/quest/handlers/IDAbRe_Core_03/_27526.java	1	2	1		1	MISSING_RECOVERY_EDGE
27550	src/main/java/com/aionemu/gameserver/quest/handlers/IDAb1_Heroes/_27550.java	0	0	0			SELF_REWARD_NO_STEP
27551	src/main/java/com/aionemu/gameserver/quest/handlers/IDAb1_Heroes/_27551.java	4	5	5			MISMATCH_PROJECTION
27552	src/main/java/com/aionemu/gameserver/quest/handlers/IDAb1_Heroes/_27552.java	1	2	2			MISMATCH_PROJECTION
28035	src/main/java/com/aionemu/gameserver/quest/handlers/eternal_bastion/_28035Trust_In_None_But_Verify.java	1	1	1			SELF_REWARD_NO_STEP
28036	src/main/java/com/aionemu/gameserver/quest/handlers/eternal_bastion/_28036Interrogate_Kvash.java	0	1	0			MISSING_RECOVERY_EDGE
28250	src/main/java/com/aionemu/gameserver/quest/handlers/crucible_spire/_28250Opening_Of_Crucible_Spire.java	0	0	0			SELF_REWARD_NO_STEP
28251	src/main/java/com/aionemu/gameserver/quest/handlers/crucible_spire/_28251Opening_Of_Crucible_Spire.java	0	0	0			SELF_REWARD_NO_STEP
28300	src/main/java/com/aionemu/gameserver/quest/handlers/aturam_sky_fortress/_28300Floating_Doom.java	1	1	1			SELF_REWARD_NO_STEP
28314	src/main/java/com/aionemu/gameserver/quest/handlers/aturam_sky_fortress/_28314What_Not_To_Forget_During_A_Mission.java	7	8	1		1,1,1	MISMATCH_PROJECTION
28500	src/main/java/com/aionemu/gameserver/quest/handlers/haramel/_28500The_Secret_Of_The_Odella.java	3	3	3			SELF_REWARD_NO_STEP
28510	src/main/java/com/aionemu/gameserver/quest/handlers/haramel/_28510End_Of_The_Shift_In_Haramel.java	5	5	5			SELF_REWARD_NO_STEP
28511	src/main/java/com/aionemu/gameserver/quest/handlers/haramel/_28511Souper_Passion.java	1	1	1			SELF_REWARD_NO_STEP
28737	src/main/java/com/aionemu/gameserver/quest/handlers/raksang_ruins/_28737Suspicious_Minds.java	0	0	0			SELF_REWARD_NO_STEP
28800	src/main/java/com/aionemu/gameserver/quest/handlers/pernon/_28800Give_My_Regards_To_Pernon.java	0	0	0			SELF_REWARD_NO_STEP
28802	src/main/java/com/aionemu/gameserver/quest/handlers/pernon/_28802Be_It_Ever_So_Humble.java	0	0	0			SELF_REWARD_NO_STEP
28805	src/main/java/com/aionemu/gameserver/quest/handlers/pernon/_28805SomethingOld_SomethingNew.java	2	2	1		1	SELF_REWARD_NO_STEP
28806	src/main/java/com/aionemu/gameserver/quest/handlers/pernon/_28806WiltingFlowersFallingTears.java	1	1	0			SELF_REWARD_NO_STEP
28807	src/main/java/com/aionemu/gameserver/quest/handlers/pernon/_28807Blessings_Of_A_Green_Thumb.java	1	1	0			SELF_REWARD_NO_STEP
28808	src/main/java/com/aionemu/gameserver/quest/handlers/pernon/_28808OpenSaysMe.java	0	0	0			SELF_REWARD_NO_STEP
28821	src/main/java/com/aionemu/gameserver/quest/handlers/pernon/_28821Your_Butler_Gift.java	0	0	0			SELF_REWARD_NO_STEP
28826	src/main/java/com/aionemu/gameserver/quest/handlers/pernon/_28826Free_To_A_Good_Home.java	0	0	0			SELF_REWARD_NO_STEP
28830	src/main/java/com/aionemu/gameserver/quest/handlers/pernon/_28830InteriorDecorator.java	1	1	1			SELF_REWARD_NO_STEP
28831	src/main/java/com/aionemu/gameserver/quest/handlers/pernon/_28831justaSteptotheLeft.java	0	0	0			SELF_REWARD_NO_STEP
28832	src/main/java/com/aionemu/gameserver/quest/handlers/pernon/_28832Taking_The_Tour.java	0	0	0			SELF_REWARD_NO_STEP
28837	src/main/java/com/aionemu/gameserver/quest/handlers/pernon/_28837Sprout_Of_Joy.java	0	0	1		1	SELF_REWARD_NO_STEP
28847	src/main/java/com/aionemu/gameserver/quest/handlers/pernon/_28847AHomeThatsYourOwn.java	0	0	0			SELF_REWARD_NO_STEP
28932	src/main/java/com/aionemu/gameserver/quest/handlers/ashunatal_dredgion/_28932All_Out_Dredgion_Assault.java	1	2	1		1,1,1,1,1	MISSING_RECOVERY_EDGE
28940	src/main/java/com/aionemu/gameserver/quest/handlers/idgel_dome/_28940All_For_One.java	0	0	0			SELF_REWARD_NO_STEP
28950	src/main/java/com/aionemu/gameserver/quest/handlers/drakenspire_depths/_28950Kismeti_Detachment_Attachment.java	0	0	0			SELF_REWARD_NO_STEP
29048	src/main/java/com/aionemu/gameserver/quest/handlers/pandaemonium/_29048SeriphimTeachings.java	1	1	1		1	SELF_REWARD_NO_STEP
29600	src/main/java/com/aionemu/gameserver/quest/handlers/fatebound_abbey/_29600Daeva_Welcome.java	0	1	NO_XML			NO_XML
29665	src/main/java/com/aionemu/gameserver/quest/handlers/fatebound_abbey/_29665A_Letter_Of_Support.java	0	0	NO_XML			NO_XML
30003	src/main/java/com/aionemu/gameserver/quest/handlers/udas_temple/_30003SecretOfTheUdasTemple.java	1	1	1			SELF_REWARD_NO_STEP
30061	src/main/java/com/aionemu/gameserver/quest/handlers/the_hexway/_30061Cache_Ing_In_On_Turmoil.java	1	1	1			SELF_REWARD_NO_STEP
30103	src/main/java/com/aionemu/gameserver/quest/handlers/udas_temple/_30103LairOfTheDragonbound.java	1	1	1			SELF_REWARD_NO_STEP
30161	src/main/java/com/aionemu/gameserver/quest/handlers/the_hexway/_30161Hexway_Hideout.java	1	1	1			SELF_REWARD_NO_STEP
30222	src/main/java/com/aionemu/gameserver/quest/handlers/beshmundir/_30222AGuardsCurse.java	1	1	1			SELF_REWARD_NO_STEP
30235	src/main/java/com/aionemu/gameserver/quest/handlers/noble_siel_supreme/_30235New_Sword.java	0	0	1			SELF_REWARD_NO_STEP
30236	src/main/java/com/aionemu/gameserver/quest/handlers/noble_siel_supreme/_30236New_Greatsword.java	0	0	1			SELF_REWARD_NO_STEP
30237	src/main/java/com/aionemu/gameserver/quest/handlers/noble_siel_supreme/_30237New_Polearm.java	0	0	1			SELF_REWARD_NO_STEP
30238	src/main/java/com/aionemu/gameserver/quest/handlers/noble_siel_supreme/_30238New_Staff.java	0	0	1			SELF_REWARD_NO_STEP
30239	src/main/java/com/aionemu/gameserver/quest/handlers/noble_siel_supreme/_30239New_Spellbook.java	0	0	1			SELF_REWARD_NO_STEP
30240	src/main/java/com/aionemu/gameserver/quest/handlers/noble_siel_supreme/_30240New_Orb.java	0	0	1			SELF_REWARD_NO_STEP
30241	src/main/java/com/aionemu/gameserver/quest/handlers/noble_siel_supreme/_30241New_Bow.java	0	0	1			SELF_REWARD_NO_STEP
30242	src/main/java/com/aionemu/gameserver/quest/handlers/noble_siel_supreme/_30242New_Dagger.java	0	0	1			SELF_REWARD_NO_STEP
30243	src/main/java/com/aionemu/gameserver/quest/handlers/noble_siel_supreme/_30243New_Mace.java	0	0	1			SELF_REWARD_NO_STEP
30247	src/main/java/com/aionemu/gameserver/quest/handlers/noble_siel_supreme/_30247New_Gun.java	0	0	1			SELF_REWARD_NO_STEP
30248	src/main/java/com/aionemu/gameserver/quest/handlers/noble_siel_supreme/_30248New_Aethercannon.java	0	0	1			SELF_REWARD_NO_STEP
30249	src/main/java/com/aionemu/gameserver/quest/handlers/noble_siel_supreme/_30249New_Harp.java	0	0	1			SELF_REWARD_NO_STEP
30250	src/main/java/com/aionemu/gameserver/quest/handlers/noble_siel_supreme/_30250New_Cipher_Blade.java	0	0	1			SELF_REWARD_NO_STEP
30335	src/main/java/com/aionemu/gameserver/quest/handlers/noble_siel_supreme/_30335Improved_Sword.java	0	0	1			SELF_REWARD_NO_STEP
30336	src/main/java/com/aionemu/gameserver/quest/handlers/noble_siel_supreme/_30336Improved_Greatsword.java	0	0	1			SELF_REWARD_NO_STEP
30337	src/main/java/com/aionemu/gameserver/quest/handlers/noble_siel_supreme/_30337Improved_Polearm.java	0	0	1			SELF_REWARD_NO_STEP
30338	src/main/java/com/aionemu/gameserver/quest/handlers/noble_siel_supreme/_30338Improved_Staff.java	0	0	1			SELF_REWARD_NO_STEP
30339	src/main/java/com/aionemu/gameserver/quest/handlers/noble_siel_supreme/_30339Improved_Spellbook.java	0	0	1			SELF_REWARD_NO_STEP
30340	src/main/java/com/aionemu/gameserver/quest/handlers/noble_siel_supreme/_30340Improved_Orb.java	0	0	1			SELF_REWARD_NO_STEP
30341	src/main/java/com/aionemu/gameserver/quest/handlers/noble_siel_supreme/_30341Improved_Bow.java	0	0	1			SELF_REWARD_NO_STEP
30342	src/main/java/com/aionemu/gameserver/quest/handlers/noble_siel_supreme/_30342Improved_Dagger.java	0	0	1			SELF_REWARD_NO_STEP
30343	src/main/java/com/aionemu/gameserver/quest/handlers/noble_siel_supreme/_30343Improved_Mace.java	0	0	1			SELF_REWARD_NO_STEP
30347	src/main/java/com/aionemu/gameserver/quest/handlers/noble_siel_supreme/_30347Improve_Gun.java	0	0	1			SELF_REWARD_NO_STEP
30348	src/main/java/com/aionemu/gameserver/quest/handlers/noble_siel_supreme/_30348Improve_Aethercannon.java	0	0	1			SELF_REWARD_NO_STEP
30349	src/main/java/com/aionemu/gameserver/quest/handlers/noble_siel_supreme/_30349Improve_Harp.java	0	0	1			SELF_REWARD_NO_STEP
30350	src/main/java/com/aionemu/gameserver/quest/handlers/noble_siel_supreme/_30350Improve_Cipher_Blade.java	0	0	1			SELF_REWARD_NO_STEP
30515	src/main/java/com/aionemu/gameserver/quest/handlers/rentus_base/_30515Reian_Whereabouts.java	0	1	0			MISSING_RECOVERY_EDGE
30565	src/main/java/com/aionemu/gameserver/quest/handlers/rentus_base/_30565Reuniting_The_Reians.java	0	1	2		2	MISMATCH_PROJECTION
30709	src/main/java/com/aionemu/gameserver/quest/handlers/tiamat_stronghold/_30709Soul_Searching.java	0	1	1		1	MISMATCH_PROJECTION
30715	src/main/java/com/aionemu/gameserver/quest/handlers/tiamat_stronghold/_30715Anuhart_Less.java	1	2	1			MISSING_RECOVERY_EDGE
30717	src/main/java/com/aionemu/gameserver/quest/handlers/tiamat_stronghold/_30717The_Finer_Things.java	0	0	0			SELF_REWARD_NO_STEP
30759	src/main/java/com/aionemu/gameserver/quest/handlers/tiamat_stronghold/_30759Find_The_Dragon_Lord_Garden.java	0	1	1		1	MISMATCH_PROJECTION
30765	src/main/java/com/aionemu/gameserver/quest/handlers/tiamat_stronghold/_30765Dark_Poeta_Prevention.java	1	2	1			MISSING_RECOVERY_EDGE
30767	src/main/java/com/aionemu/gameserver/quest/handlers/tiamat_stronghold/_30767An_Asmodian_Hero.java	0	0	0			SELF_REWARD_NO_STEP
30800	src/main/java/com/aionemu/gameserver/quest/handlers/hall_of_tenacity/_30800The_Hall_Of_Tenacity.java	1	1	1		1	SELF_REWARD_NO_STEP
