quest,file,field,delta,source,target,priority,declared_max,pre_bound,exact_matched,verdict,conditions
17511,17511.xml,var1,1,s4,s4,1,5,4,False,OK,"variable-is:var0=4,variable-below:var1=5"
17511,17511.xml,var1,1,s8,s9,0,5,,False,UNBOUNDED,"variable-is:var0=8,variable-at-least:var1=4"
17511,17511.xml,var1,1,s8,s8,1,5,4,False,OK,"variable-is:var0=8,variable-below:var1=5"
17541,17541.xml,var0,1,started,started,3,63,0,False,OK,"variable-below:var0=1,variable-below:var1=1,variable-below:var2=1"
17541,17541.xml,var0,1,started,started,2,63,0,False,OK,"variable-below:var0=1,variable-at-least:var1=1,variable-below:var2=1"
17541,17541.xml,var0,1,started,started,1,63,0,False,OK,"variable-below:var0=1,variable-below:var1=1,variable-at-least:var2=1"
17541,17541.xml,var0,1,started,ready,0,63,0,False,OK,"variable-below:var0=1,variable-at-least:var1=1,variable-at-least:var2=1"
17541,17541.xml,var1,1,started,started,3,63,0,False,OK,"variable-below:var1=1,variable-below:var0=1,variable-below:var2=1"
17541,17541.xml,var1,1,started,started,2,63,0,False,OK,"variable-below:var1=1,variable-at-least:var0=1,variable-below:var2=1"
17541,17541.xml,var1,1,started,started,1,63,0,False,OK,"variable-below:var1=1,variable-below:var0=1,variable-at-least:var2=1"
17541,17541.xml,var1,1,started,ready,0,63,0,False,OK,"variable-below:var1=1,variable-at-least:var0=1,variable-at-least:var2=1"
17541,17541.xml,var2,1,started,started,3,63,0,False,OK,"variable-below:var2=1,variable-below:var0=1,variable-below:var1=1"
17541,17541.xml,var2,1,started,started,2,63,0,False,OK,"variable-below:var2=1,variable-at-least:var0=1,variable-below:var1=1"
17541,17541.xml,var2,1,started,started,1,63,0,False,OK,"variable-below:var2=1,variable-below:var0=1,variable-at-least:var1=1"
17541,17541.xml,var2,1,started,ready,0,63,0,False,OK,"variable-below:var2=1,variable-at-least:var0=1,variable-at-least:var1=1"
17551,17551.xml,var1,1,s2,s3,0,60,,False,UNBOUNDED,"variable-is:var0=2,variable-at-least:var1=59"
17551,17551.xml,var1,1,s2,s2,1,60,58,False,OK,"variable-is:var0=2,variable-below:var1=59"
17551,17551.xml,var2,1,s2,s2,,10,9,False,OK,"variable-is:var0=2,variable-below:var2=10"
18302,18302.xml,var0,1,started,started,,63,4,True,OK,variable-below:var0=5
18313,18313.xml,var0,1,started,started,1,1,0,False,OK,variable-below:var0=1
18313,18313.xml,var0,1,started,started,1,1,0,False,OK,variable-below:var0=1
18313,18313.xml,var0,1,started,started,1,1,0,False,OK,variable-below:var0=1
18313,18313.xml,var0,1,started,reward,0,1,,False,UNBOUNDED,"variable-at-least:var1=1,variable-at-least:var2=1"
18313,18313.xml,var0,1,started,reward,0,1,,False,UNBOUNDED,"variable-at-least:var1=1,variable-at-least:var2=1"
18313,18313.xml,var0,1,started,reward,0,1,,False,UNBOUNDED,"variable-at-least:var1=1,variable-at-least:var2=1"
18313,18313.xml,var1,1,started,started,1,1,0,False,OK,variable-below:var1=1
18313,18313.xml,var1,1,started,started,1,1,0,False,OK,variable-below:var1=1
18313,18313.xml,var1,1,started,started,1,1,0,False,OK,variable-below:var1=1
18313,18313.xml,var1,1,started,reward,0,1,,False,UNBOUNDED,"variable-at-least:var0=1,variable-at-least:var2=1"
18313,18313.xml,var1,1,started,reward,0,1,,False,UNBOUNDED,"variable-at-least:var0=1,variable-at-least:var2=1"
18313,18313.xml,var1,1,started,reward,0,1,,False,UNBOUNDED,"variable-at-least:var0=1,variable-at-least:var2=1"
18313,18313.xml,var2,1,started,started,1,1,0,False,OK,variable-below:var2=1
18313,18313.xml,var2,1,started,started,1,1,0,False,OK,variable-below:var2=1
18313,18313.xml,var2,1,started,started,1,1,0,False,OK,variable-below:var2=1
18313,18313.xml,var2,1,started,reward,0,1,,False,UNBOUNDED,"variable-at-least:var0=1,variable-at-least:var1=1"
18313,18313.xml,var2,1,started,reward,0,1,,False,UNBOUNDED,"variable-at-least:var0=1,variable-at-least:var1=1"
18313,18313.xml,var2,1,started,reward,0,1,,False,UNBOUNDED,"variable-at-least:var0=1,variable-at-least:var1=1"
18314,18314.xml,var1,1,started,started,1,7,5,False,OK,variable-below:var1=6
1842,1842.xml,var0,1,started,started,2,80,78,True,OK,variable-below:var0=79
1842,1842.xml,var0,1,started,started,1,80,79,True,OK,"variable-is:var0=79,variable-below:var1=1"
1842,1842.xml,var0,1,started,ready,0,80,79,True,OK,"variable-is:var0=79,variable-at-least:var1=1"
1842,1842.xml,var1,1,started,started,1,1,0,False,OK,"variable-below:var1=1,variable-below:var0=80"
1842,1842.xml,var1,1,started,ready,0,1,0,False,OK,"variable-below:var1=1,variable-at-least:var0=80"
1843,1843.xml,var0,1,started,started,1,80,79,False,OK,variable-below:var0=80
1843,1843.xml,var1,1,m1,m1,1,1,0,False,OK,variable-below:var1=1
1844,1844.xml,var0,1,started,started,1,80,79,False,OK,variable-below:var0=80
1844,1844.xml,var1,1,m1,m1,1,1,0,False,OK,variable-below:var1=1
18504,18504.xml,var0,1,started,started,1,65,64,False,OK,variable-below:var0=65
18510,18510.xml,var0,1,started,started,,63,2,True,OK,variable-below:var0=3
18738,18738.xml,var1,1,started,started,1,9,8,True,OK,"world-is:None=None,variable-is:var0=0,variable-below:var1=9"
18741,18741.xml,var1,1,started,started,1,50,48,False,OK,"variable-is:var0=0,variable-below:var1=49"
18931,18931.xml,var1,1,started,k1,,2,0,True,OK,variable-is:var1=0
18931,18931.xml,var1,1,s1,s1k1,,2,0,True,OK,variable-is:var1=0
18931,18931.xml,var1,1,k1,reward,,2,1,True,OK,variable-is:var1=1
18931,18931.xml,var1,1,s1k1,reward,,2,1,True,OK,variable-is:var1=1
18951,18951.xml,var1,1,started,started,1,25,23,False,OK,variable-below:var1=24
18952,18952.xml,var1,1,started,started,1,1,0,False,OK,variable-below:var1=1
18952,18952.xml,var1,1,started,reward,0,1,,False,UNBOUNDED,"variable-at-least:var2=1,variable-at-least:var3=1,variable-at-least:var4=1"
18952,18952.xml,var2,1,started,started,1,1,0,False,OK,variable-below:var2=1
18952,18952.xml,var2,1,started,reward,0,1,,False,UNBOUNDED,"variable-at-least:var1=1,variable-at-least:var3=1,variable-at-least:var4=1"
18952,18952.xml,var3,1,started,started,1,1,0,False,OK,variable-below:var3=1
18952,18952.xml,var3,1,started,reward,0,1,,False,UNBOUNDED,"variable-at-least:var1=1,variable-at-least:var2=1,variable-at-least:var4=1"
18952,18952.xml,var4,1,started,started,1,1,0,False,OK,variable-below:var4=1
18952,18952.xml,var4,1,started,reward,0,1,,False,UNBOUNDED,"variable-at-least:var1=1,variable-at-least:var2=1,variable-at-least:var3=1"
18972,18972.xml,var1,1,started,started,1,6,4,False,OK,variable-below:var1=5
18973,18973.xml,var1,1,started,started,1,6,4,False,OK,variable-below:var1=5
18974,18974.xml,var1,1,started,started,1,6,4,False,OK,variable-below:var1=5
18994,18994.xml,var1,1,started,started,1,3,1,False,OK,variable-below:var1=2
19074,19074.xml,var0,1,started,started,,10,9,False,OK,variable-below:var0=10
19075,19075.xml,var0,1,started,started,,10,9,False,OK,variable-below:var0=10
19078,19078.xml,var1,1,started,started,,10,9,False,OK,variable-below:var1=10
1922,1922.xml,var4,1,s5,s5,,10,8,True,OK,variable-below:var4=9
19631,19631.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
19632,19632.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
19633,19633.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
19634,19634.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
19635,19635.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
19636,19636.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
19637,19637.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
19638,19638.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
19639,19639.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
19640,19640.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
19641,19641.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
19642,19642.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
19691,19691.xml,var1,1,started,started,1,3,1,False,OK,variable-below:var1=2
1990,1990.xml,abex,1,started2,started2-complete,0,30,29,False,OK,"variable-below:abex=30,variable-at-least:ettin=30,variable-at-least:worg=30"
1990,1990.xml,ettin,1,started2,started2-complete,0,30,29,False,OK,"variable-at-least:abex=30,variable-below:ettin=30,variable-at-least:worg=30"
1990,1990.xml,worg,1,started2,started2-complete,0,30,29,False,OK,"variable-at-least:abex=30,variable-at-least:ettin=30,variable-below:worg=30"
1990,1990.xml,abex,1,started2,started2,1,30,29,False,OK,variable-below:abex=30
1990,1990.xml,ettin,1,started2,started2,1,30,29,False,OK,variable-below:ettin=30
1990,1990.xml,worg,1,started2,started2,1,30,29,False,OK,variable-below:worg=30
20011,20011.xml,var1,1,s5,s5,1,5,3,False,OK,"variable-is:var0=5,variable-below:var1=4"
20031,20031.xml,var1,1,s8,s8,1,9,8,True,OK,"variable-is:var0=8,variable-below:var1=9"
20032,20032.xml,var1,1,s5,s5,1,20,18,False,OK,"world-is:None=None,variable-is:var0=5,variable-below:var1=19"
20033,20033.xml,var1,1,s1,s1,1,4,3,False,OK,"variable-is:var0=1,variable-below:var1=4"
20034,20034.xml,var1,1,s3,s3,0,3,2,False,OK,"variable-is:var0=3,variable-below:var1=3"
20034,20034.xml,var1,1,s3,s3,0,3,2,False,OK,"variable-is:var0=3,variable-below:var1=3"
20034,20034.xml,var1,1,s3,s3,0,3,2,False,OK,"variable-is:var0=3,variable-below:var1=3"
20034,20034.xml,var1,1,s3,s3,0,3,2,False,OK,"variable-is:var0=3,variable-below:var1=3"
20035,20035.xml,var1,1,s5,s5,1,9,8,False,OK,"variable-is:var0=5,variable-below:var1=9"
20112,20112.xml,var1,1,s2,s2,1,5,3,True,OK,"zone-is:None=None,variable-is:var0=2,variable-below:var1=4"
20112,20112.xml,var1,1,s3,s3,2,5,3,True,OK,"variable-is:var0=3,variable-below:var1=4"
20504,20504.xml,var1,1,s1,s1,1,4,3,False,OK,"variable-is:var0=1,variable-below:var1=4"
20504,20504.xml,var1,1,s3,s3,1,4,3,False,OK,"variable-is:var0=3,variable-below:var1=4"
20525,20525.xml,var1,1,s2,s2,1,15,13,True,OK,"variable-is:var0=2,variable-below:var1=14"
20525,20525.xml,var1,2,s2,s2,1,15,12,True,OK,"variable-is:var0=2,variable-below:var1=13"
20525,20525.xml,var1,4,s2,s2,1,15,10,True,OK,"variable-is:var0=2,variable-below:var1=11"
20525,20525.xml,var1,8,s2,s2,1,15,6,True,OK,"variable-is:var0=2,variable-below:var1=7"
20527,20527.xml,var1,1,s11,s11,0,6,5,True,OK,"variable-is:var0=11,variable-below:var1=6"
20528,20528.xml,var1,1,s4,s4,2,10,8,True,OK,"variable-is:var0=4,variable-below:var1=9"
20528,20528.xml,var1,1,s4,s4,1,10,9,True,OK,"variable-is:var0=4,variable-is:var1=9,variable-below:var2=1"
20528,20528.xml,var2,1,s4,s4,1,1,0,True,OK,"variable-is:var0=4,variable-is:var2=0,variable-below:var1=10"
20529,20529.xml,var1,1,s6,s6,2,7,5,True,OK,"variable-is:var0=6,variable-below:var1=6"
20529,20529.xml,var1,1,s6,s6,1,7,6,True,OK,"variable-is:var0=6,variable-is:var1=6,variable-below:var2=3"
20529,20529.xml,var2,1,s6,s6,2,3,1,True,OK,"variable-is:var0=6,variable-below:var2=2"
20529,20529.xml,var2,1,s6,s6,1,3,2,True,OK,"variable-is:var0=6,variable-is:var2=2,variable-below:var1=7"
20529,20529.xml,var1,1,s8,s8,1,7,6,True,OK,"variable-is:var0=8,variable-at-least:var1=1,variable-below:var1=7"
2114,2114.xml,var0,1,active,active,,63,9,True,OK,"variable-at-least:var0=1,variable-below:var0=10"
2114,2114.xml,var0,1,active,active,,63,19,True,OK,"variable-at-least:var0=11,variable-below:var0=20"
21326,21326.xml,var1,1,started,started,1,8,6,False,OK,variable-below:var1=7
21327,21327.xml,var1,1,started,started,1,8,6,False,OK,variable-below:var1=7
21456,21456.xml,var0,1,started,started,1,100,99,False,OK,variable-below:var0=100
21468,21468.xml,var1,1,started,reward,0,10,9,True,OK,"variable-is:var1=9,variable-at-least:var2=5,variable-at-least:var3=3"
21468,21468.xml,var1,1,started,started,1,10,9,True,OK,variable-below:var1=10
21468,21468.xml,var2,1,started,reward,0,5,4,True,OK,"variable-is:var2=4,variable-at-least:var1=10,variable-at-least:var3=3"
21468,21468.xml,var2,1,started,started,1,5,4,True,OK,variable-below:var2=5
21468,21468.xml,var3,1,started,reward,0,3,2,True,OK,"variable-is:var3=2,variable-at-least:var1=10,variable-at-least:var2=5"
21468,21468.xml,var3,1,started,started,1,3,2,True,OK,variable-below:var3=3
23702,23702.xml,var0,1,started,started,,63,3,True,OK,variable-below:var0=4
23705,23705.xml,var0,1,started,started,,63,2,True,OK,variable-below:var0=3
23705,23705.xml,var1,1,started,started,,3,2,False,OK,variable-below:var1=3
23759,23759.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
23760,23760.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
23761,23761.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
23762,23762.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
23763,23763.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
23764,23764.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
23765,23765.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
23766,23766.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
23767,23767.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
23768,23768.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
23769,23769.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
23770,23770.xml,var1,1,started,started,1,12,10,False,OK,variable-below:var1=11
23841,23841.xml,var1,1,started,started,1,40,38,False,OK,variable-below:var1=39
23845,23845.xml,var1,1,started,started,1,40,38,False,OK,variable-below:var1=39
23849,23849.xml,var1,1,started,started,1,40,38,False,OK,variable-below:var1=39
23920,23920.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
23955,23955.xml,var1,1,started,reward,1,5,4,False,OK,"variable-sum-is:None=5,variable-below:var1=5"
23955,23955.xml,var1,1,started,started,2,5,4,False,OK,"variable-sum-below:None=5,variable-below:var1=5"
23955,23955.xml,var2,1,started,reward,1,5,4,False,OK,"variable-sum-is:None=5,variable-below:var2=5"
23955,23955.xml,var2,1,started,started,2,5,4,False,OK,"variable-sum-below:None=5,variable-below:var2=5"
24030,24030.xml,var1,1,s6,s6,1,49,48,True,OK,"variable-is:var0=6,variable-below:var1=49"
24114,24114.xml,var0,1,started,started,,63,2,True,OK,variable-below:var0=3
2434,2434.xml,var0,1,started,started,,4,3,False,OK,variable-below:var0=4
2434,2434.xml,var1,1,started,started,,6,5,False,OK,variable-below:var1=6
2434,2434.xml,var2,1,started,started,,4,3,False,OK,variable-below:var2=4
2434,2434.xml,var3,1,started,started,,6,5,False,OK,variable-below:var3=6
2434,2434.xml,var4,1,started,started,,4,3,False,OK,variable-below:var4=4
25002,25002.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
25010,25010.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
25090,25090.xml,var1,1,started,started,1,1,-1,False,OK,variable-below:var1=0
25093,25093.xml,var1,1,started,started,1,1,-1,False,OK,variable-below:var1=0
25201,25201.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
25202,25202.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
25203,25203.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
25306,25306.xml,var1,1,s3,s3,1,60,58,False,OK,variable-below:var1=59
25306,25306.xml,var1,1,s4,s4,1,60,58,False,OK,variable-below:var1=59
25306,25306.xml,var1,1,s5,s5,1,60,28,False,OK,variable-below:var1=29
25306,25306.xml,var1,1,s7,s7,1,60,3,False,OK,variable-below:var1=4
25314,25314.xml,var1,1,s2,s2,1,59,58,False,OK,variable-below:var1=59
25316,25316.xml,var1,1,s3,s3,1,59,58,False,OK,variable-below:var1=59
25316,25316.xml,var1,1,s4,s4,1,59,58,False,OK,variable-below:var1=59
25316,25316.xml,var1,1,s5,s5,1,59,28,False,OK,variable-below:var1=29
25316,25316.xml,var1,1,s7,s7,1,59,3,False,OK,variable-below:var1=4
25321,25321.xml,var1,1,s1,s1,1,30,28,False,OK,variable-below:var1=29
25321,25321.xml,var1,1,s3,s3,1,30,28,False,OK,variable-below:var1=29
25321,25321.xml,var1,1,s5,s5,1,30,8,False,OK,variable-below:var1=9
25321,25321.xml,var1,1,s7,s7,1,30,28,False,OK,variable-below:var1=29
25321,25321.xml,var1,1,s9,s9,1,30,28,False,OK,variable-below:var1=29
25321,25321.xml,var1,1,s11,s11,1,30,28,False,OK,variable-below:var1=29
25322,25322.xml,var1,1,s1,s1,1,9,8,False,OK,variable-below:var1=9
25322,25322.xml,var1,1,s3,s3,1,9,8,False,OK,variable-below:var1=9
25322,25322.xml,var1,1,s5,s5,1,9,8,False,OK,variable-below:var1=9
25322,25322.xml,var1,1,s7,s7,1,9,8,False,OK,variable-below:var1=9
25324,25324.xml,var1,1,started,started,1,20,18,False,OK,variable-below:var1=19
25324,25324.xml,var1,1,h1,h1,1,20,18,False,OK,variable-below:var1=19
25324,25324.xml,var1,1,h2,h2,1,20,18,False,OK,variable-below:var1=19
25325,25325.xml,var1,1,started,started,1,30,28,False,OK,variable-below:var1=29
25326,25326.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
25400,25400.xml,var1,1,s6,s7,0,2,,False,UNBOUNDED,"variable-is:var0=6,variable-at-least:var1=0"
25400,25400.xml,var1,1,s6,s6,1,2,0,False,OK,"variable-is:var0=6,variable-below:var1=1"
25406,25406.xml,var1,1,started,started,2,4,2,False,OK,variable-below:var1=3
25406,25406.xml,var2,1,started,started,2,4,2,False,OK,variable-below:var2=3
25407,25407.xml,var1,1,started,started,2,4,2,False,OK,variable-below:var1=3
25407,25407.xml,var2,1,started,started,2,4,2,False,OK,variable-below:var2=3
25408,25408.xml,var1,1,started,started,2,4,2,False,OK,variable-below:var1=3
25408,25408.xml,var2,1,started,started,2,4,2,False,OK,variable-below:var2=3
25409,25409.xml,var1,1,started,started,1,1,-1,False,OK,variable-below:var1=0
25410,25410.xml,var1,1,started,started,1,1,-1,False,OK,variable-below:var1=0
25411,25411.xml,var1,1,started,started,1,2,0,False,OK,variable-below:var1=1
25412,25412.xml,var1,1,started,started,1,2,0,False,OK,variable-below:var1=1
25413,25413.xml,var1,1,started,started,1,2,0,False,OK,variable-below:var1=1
25414,25414.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
25415,25415.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
25416,25416.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
25417,25417.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
25418,25418.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
25419,25419.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
25420,25420.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
25421,25421.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
25422,25422.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
25423,25423.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
25424,25424.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
25425,25425.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
25426,25426.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
25427,25427.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
25428,25428.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
25429,25429.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
25430,25430.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
25431,25431.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
25432,25432.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
25433,25433.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
25434,25434.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
25435,25435.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
25436,25436.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
25437,25437.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
25438,25438.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
25439,25439.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
25440,25440.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
25441,25441.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
25442,25442.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
25443,25443.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
25444,25444.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
25445,25445.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
25471,25471.xml,var1,1,started,started,1,1,-1,False,OK,variable-below:var1=0
25472,25472.xml,var1,1,started,started,1,1,-1,False,OK,variable-below:var1=0
25473,25473.xml,var1,1,started,started,1,1,-1,False,OK,variable-below:var1=0
25474,25474.xml,var1,1,started,started,1,1,-1,False,OK,variable-below:var1=0
25475,25475.xml,var1,1,started,started,1,1,-1,False,OK,variable-below:var1=0
25476,25476.xml,var1,1,started,started,1,8,6,False,OK,variable-below:var1=7
25477,25477.xml,var1,1,started,started,1,8,6,True,OK,variable-below:var1=7
25500,25500.xml,var1,1,started,started,1,20,18,False,OK,variable-below:var1=19
25501,25501.xml,var1,1,started,started,1,30,28,False,OK,variable-below:var1=29
25503,25503.xml,var1,1,started,started,1,20,18,False,OK,variable-below:var1=19
25504,25504.xml,var1,1,started,started,1,30,28,False,OK,variable-below:var1=29
25506,25506.xml,var1,1,started,started,1,30,28,False,OK,variable-below:var1=29
25507,25507.xml,var1,1,started,started,1,30,28,False,OK,variable-below:var1=29
25509,25509.xml,var1,1,started,started,1,30,28,False,OK,variable-below:var1=29
25510,25510.xml,var1,1,started,started,1,30,28,False,OK,variable-below:var1=29
25512,25512.xml,var1,1,started,started,1,30,28,False,OK,variable-below:var1=29
25513,25513.xml,var1,1,started,started,1,30,28,False,OK,variable-below:var1=29
25514,25514.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
25515,25515.xml,var1,1,started,started,1,30,28,False,OK,variable-below:var1=29
25516,25516.xml,var1,1,started,started,1,30,28,False,OK,variable-below:var1=29
25518,25518.xml,var1,1,started,started,1,30,28,False,OK,variable-below:var1=29
25519,25519.xml,var1,1,started,started,1,30,28,False,OK,variable-below:var1=29
25520,25520.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
25521,25521.xml,var1,1,started,started,1,30,28,False,OK,variable-below:var1=29
25522,25522.xml,var1,1,started,started,1,30,28,False,OK,variable-below:var1=29
25524,25524.xml,var1,1,started,started,1,30,28,False,OK,variable-below:var1=29
25525,25525.xml,var1,1,started,started,1,30,28,False,OK,variable-below:var1=29
25527,25527.xml,var1,1,started,started,1,30,28,False,OK,variable-below:var1=29
25528,25528.xml,var1,1,started,started,1,30,28,False,OK,variable-below:var1=29
25529,25529.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
25530,25530.xml,var1,1,started,started,1,30,28,False,OK,variable-below:var1=29
25531,25531.xml,var1,1,started,started,1,30,28,False,OK,variable-below:var1=29
25533,25533.xml,var1,1,started,started,1,30,28,False,OK,variable-below:var1=29
25534,25534.xml,var1,1,started,started,1,30,28,False,OK,variable-below:var1=29
25536,25536.xml,var1,1,started,started,1,30,28,False,OK,variable-below:var1=29
25537,25537.xml,var1,1,started,started,1,30,28,False,OK,variable-below:var1=29
25546,25546.xml,var1,1,started,started,2,4,2,False,OK,variable-below:var1=3
25546,25546.xml,var2,1,started,started,2,4,2,False,OK,variable-below:var2=3
25546,25546.xml,var3,1,started,started,2,4,2,False,OK,variable-below:var3=3
25546,25546.xml,var4,1,started,started,2,4,2,False,OK,variable-below:var4=3
25560,25560.xml,var1,1,started,started,1,3,1,False,OK,variable-below:var1=2
25561,25561.xml,var1,1,started,started,1,1,-1,False,OK,variable-below:var1=0
25562,25562.xml,var1,1,started,started,1,1,-1,False,OK,variable-below:var1=0
25564,25564.xml,var1,1,started,started,1,1,-1,False,OK,variable-below:var1=0
25566,25566.xml,var0,1,started,started,1,5,4,False,OK,"pvp-victim-level-delta:None=None,variable-below:var0=5"
25566,25566.xml,var0,1,started,reward,0,5,,False,UNBOUNDED,"pvp-victim-level-delta:None=None,variable-at-least:var0=4"
25570,25570.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
25571,25571.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
25572,25572.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
25573,25573.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
25574,25574.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
25575,25575.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
25576,25576.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
25577,25577.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
25578,25578.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
25579,25579.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
25580,25580.xml,var1,1,started,started,2,20,18,False,OK,variable-below:var1=19
25580,25580.xml,var2,1,started,started,2,20,18,False,OK,variable-below:var2=19
25596,25596.xml,var0,1,started,started,1,5,4,False,OK,"pvp-victim-level-delta:None=None,variable-below:var0=5"
25596,25596.xml,var0,1,started,reward,0,5,,False,UNBOUNDED,"pvp-victim-level-delta:None=None,variable-at-least:var0=4"
25608,25608.xml,var1,1,step2,step2,1,15,8,False,OK,variable-below:var1=9
25620,25620.xml,var1,1,started,started,1,1,-1,False,OK,variable-below:var1=0
25621,25621.xml,var1,1,started,started,1,1,-1,False,OK,variable-below:var1=0
25622,25622.xml,var1,1,started,started,1,1,-1,False,OK,variable-below:var1=0
25623,25623.xml,var1,1,started,started,1,1,-1,False,OK,variable-below:var1=0
25632,25632.xml,var1,1,started,started,1,3,1,False,OK,variable-below:var1=2
25634,25634.xml,var1,1,started,started,1,3,1,False,OK,variable-below:var1=2
25637,25637.xml,var1,1,started,started,1,3,1,False,OK,variable-below:var1=2
25639,25639.xml,var1,1,started,started,1,3,1,False,OK,variable-below:var1=2
25640,25640.xml,var1,1,started,started,1,30,28,False,OK,variable-below:var1=29
25671,25671.xml,var2,1,started,started,,6,5,True,OK,variable-below:var2=6
25693,25693.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
25694,25694.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
25695,25695.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
25696,25696.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
25697,25697.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
25698,25698.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
25699,25699.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
25700,25700.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
25701,25701.xml,var1,1,started,started,1,5,3,False,OK,variable-below:var1=4
