quest_id,quest_npc_id,display_name,desc_tag,competing_npc_ids,competing_names
2642,213104,白毛库雷斯,STR_CuresD_42_An,213216,213216:CuresD_43_An(STR_CuresD_43_An)
2642,213215,残酷的白虎,STR_DireBeastD_43_An,213102,213102:DireBeastD_42_An(STR_DireBeastD_42_An)
2643,213221,霜眉战斗兵的灵魂,STR_LycanWarriorMGhost_42_An,213222,213222:LycanWarriorMGhost_43_An(STR_LycanWarriorMGhost_43_An)
2643,213222,霜眉战斗兵的灵魂,STR_LycanWarriorMGhost_43_An,213221,213221:LycanWarriorMGhost_42_An(STR_LycanWarriorMGhost_42_An)
2643,213223,霜眉咒术师的灵魂,STR_LycanShamanMGhost_42_An,213224,213224:LycanShamanMGhost_43_An(STR_LycanShamanMGhost_43_An)
2643,213224,霜眉咒术师的灵魂,STR_LycanShamanMGhost_43_An,213223,213223:LycanShamanMGhost_42_An(STR_LycanShamanMGhost_42_An)
2643,213225,霜眉警戒兵的灵魂,STR_LycanHunterMGhost_42_An,213226,213226:LycanHunterMGhost_43_An(STR_LycanHunterMGhost_43_An)
2643,213226,霜眉警戒兵的灵魂,STR_LycanHunterMGhost_43_An,213225,213225:LycanHunterMGhost_42_An(STR_LycanHunterMGhost_42_An)
2643,213227,霜眉治愈师的灵魂,STR_LycanPriestMGhost_42_An,213228,213228:LycanPriestMGhost_43_An(STR_LycanPriestMGhost_43_An)
2643,213228,霜眉治愈师的灵魂,STR_LycanPriestMGhost_43_An,213227,213227:LycanPriestMGhost_42_An(STR_LycanPriestMGhost_42_An)
2646,204700,托尔,STR_NPC_Thor,283027,283027:IDTiamat_Thor_60_AL(STR_IDTiamat_Thor_60_AL)
2649,218940,第47德拉克纽特前哨兵,STR_FeA_LizardFiD_44_An_Tune,218939,218939:FeA_LizardFiD_43_An_Tune(STR_FeA_LizardFiD_43_An_Tune)
2649,218939,第47德拉克纽特前哨兵,STR_FeA_LizardFiD_43_An_Tune,218940,218940:FeA_LizardFiD_44_An_Tune(STR_FeA_LizardFiD_44_An_Tune)
2649,218941,第47德拉克纽特军团兵,STR_FeB_LizardFiD_43_An_Tune,218942,218942:FeB_LizardFiD_44_An_Tune(STR_FeB_LizardFiD_44_An_Tune)
2649,218942,第47德拉克纽特军团兵,STR_FeB_LizardFiD_44_An_Tune,218941,218941:FeB_LizardFiD_43_An_Tune(STR_FeB_LizardFiD_43_An_Tune)
2652,212321,黑暗蝠妖,STR_BATRe2_44_An,216193 216274,216193:IDCatacombsH_Bat1_55_An(STR_IDCatacombsH_Bat1_55_An) | 216274:IDCatacombsN_Bat1_55_An(STR_IDCatacombsN_Bat1_55_An)
2655,212314,黑色心脏拉斯贝尔格,STR_AkanNamed_50_Al,217591 247242 247414 280801,217591:S8_AkanNamed_50_Ah(STR_S8_AkanNamed_50_Ah) | 247242:IDInfinity_Named_28(STR_IDInfinity_Named_28) | 247414:IDInfinity_Named_28_SP(STR_IDInfinity_Named_28) | 280801:BLF3_NM_Vampire_50_Al(STR_BLF3_NM_Vampire_50_Al)
2656,212314,黑色心脏拉斯贝尔格,STR_AkanNamed_50_Al,217591 247242 247414 280801,217591:S8_AkanNamed_50_Ah(STR_S8_AkanNamed_50_Ah) | 247242:IDInfinity_Named_28(STR_IDInfinity_Named_28) | 247414:IDInfinity_Named_28_SP(STR_IDInfinity_Named_28) | 280801:BLF3_NM_Vampire_50_Al(STR_BLF3_NM_Vampire_50_Al)
2658,214160,第52德拉克纽特专业医疗兵,STR_IDLF3CI_PeB_LizardPr_46_Ae,214161,214161:IDLF3CI_PeB_LizardPr_47_Ae(STR_IDLF3CI_PeB_LizardPr_47_Ae)
2658,214161,第52德拉克纽特专业医疗兵,STR_IDLF3CI_PeB_LizardPr_47_Ae,214160,214160:IDLF3CI_PeB_LizardPr_46_Ae(STR_IDLF3CI_PeB_LizardPr_46_Ae)
2658,214105,第52德拉克纽特特殊军团兵,STR_IDLF3CI_FeB_LizardFi_46_Ae,214106,214106:IDLF3CI_FeB_LizardFi_47_Ae(STR_IDLF3CI_FeB_LizardFi_47_Ae)
2658,214106,第52德拉克纽特特殊军团兵,STR_IDLF3CI_FeB_LizardFi_47_Ae,214105,214105:IDLF3CI_FeB_LizardFi_46_Ae(STR_IDLF3CI_FeB_LizardFi_46_Ae)
2658,214107,第52德拉克纽特特殊隐身兵,STR_IDLF3CI_AeA_LizardAs_46_Ae,214108,214108:IDLF3CI_AeA_LizardAs_47_Ae(STR_IDLF3CI_AeA_LizardAs_47_Ae)
2658,214108,第52德拉克纽特特殊隐身兵,STR_IDLF3CI_AeA_LizardAs_47_Ae,214107,214107:IDLF3CI_AeA_LizardAs_46_Ae(STR_IDLF3CI_AeA_LizardAs_46_Ae)
2658,214109,第52德拉克纽特特殊饲育师,STR_IDLF3CI_LizardBreeder_46_Ae,214110,214110:IDLF3CI_LizardBreeder_47_Ae(STR_IDLF3CI_LizardBreeder_47_Ae)
2658,214110,第52德拉克纽特特殊饲育师,STR_IDLF3CI_LizardBreeder_47_Ae,214109,214109:IDLF3CI_LizardBreeder_46_Ae(STR_IDLF3CI_LizardBreeder_46_Ae)
2660,214124,第52德拉坎精锐下士,STR_IDLF3CI_DrakanFighter_47_Ae,214125,214125:IDLF3CI_DrakanFighter_48_Ae(STR_IDLF3CI_DrakanFighter_48_Ae)
2660,214125,第52德拉坎精锐下士,STR_IDLF3CI_DrakanFighter_48_Ae,214124,214124:IDLF3CI_DrakanFighter_47_Ae(STR_IDLF3CI_DrakanFighter_47_Ae)
2660,214126,第52德拉坎精锐亲卫队,STR_IDLF3CI_DrakanAssassin_47_Ae,214127,214127:IDLF3CI_DrakanAssassin_48_Ae(STR_IDLF3CI_DrakanAssassin_48_Ae)
2660,214127,第52德拉坎精锐亲卫队,STR_IDLF3CI_DrakanAssassin_48_Ae,214126,214126:IDLF3CI_DrakanAssassin_47_Ae(STR_IDLF3CI_DrakanAssassin_47_Ae)
2660,214128,第52德拉坎精锐参谋,STR_IDLF3CI_DrakanWizard_47_Ae,214129,214129:IDLF3CI_DrakanWizard_48_Ae(STR_IDLF3CI_DrakanWizard_48_Ae)
2660,214129,第52德拉坎精锐参谋,STR_IDLF3CI_DrakanWizard_48_Ae,214128,214128:IDLF3CI_DrakanWizard_47_Ae(STR_IDLF3CI_DrakanWizard_47_Ae)
2660,214130,第52德拉坎精锐军医官,STR_IDLF3CI_DrakanPriest_47_Ae,214131,214131:IDLF3CI_DrakanPriest_48_Ae(STR_IDLF3CI_DrakanPriest_48_Ae)
2660,214131,第52德拉坎精锐军医官,STR_IDLF3CI_DrakanPriest_48_Ae,214130,214130:IDLF3CI_DrakanPriest_47_Ae(STR_IDLF3CI_DrakanPriest_47_Ae)
2664,700324,水桶,STR_OBJ_DF3_FOBJ_Q2664A,701676,701676:LDF5b_Bottle_Q39712(STR_OBJ_LDF5b_Bottle_Q39712)
2673,235500,第52纳加上级元素术士,STR_LF3E3_EeA_NagaEleD_New_A_45_Ae,235501,235501:LF3E3_EeA_NagaEleD_New_B_45_Ae(STR_LF3E3_EeA_NagaEleD_New_B_45_Ae)
2673,235501,第52纳加上级元素术士,STR_LF3E3_EeA_NagaEleD_New_B_45_Ae,235500,235500:LF3E3_EeA_NagaEleD_New_A_45_Ae(STR_LF3E3_EeA_NagaEleD_New_A_45_Ae)
2673,235504,第52纳加兰特上级护卫斗士,STR_LF3E3_FeA_NagaFiD_New_A_45_Ae,235505 235506,235505:LF3E3_FeA_NagaFiTalk_New_45_Ae(STR_LF3E3_FeA_NagaFiTalk_New_45_Ae) | 235506:LF3E3_FeA_NagaFiD_New_B_45_Ae(STR_LF3E3_FeA_NagaFiD_New_B_45_Ae)
2673,235505,第52纳加兰特上级护卫斗士,STR_LF3E3_FeA_NagaFiTalk_New_45_Ae,235504 235506,235504:LF3E3_FeA_NagaFiD_New_A_45_Ae(STR_LF3E3_FeA_NagaFiD_New_A_45_Ae) | 235506:LF3E3_FeA_NagaFiD_New_B_45_Ae(STR_LF3E3_FeA_NagaFiD_New_B_45_Ae)
2673,235506,第52纳加兰特上级护卫斗士,STR_LF3E3_FeA_NagaFiD_New_B_45_Ae,235504 235505,235504:LF3E3_FeA_NagaFiD_New_A_45_Ae(STR_LF3E3_FeA_NagaFiD_New_A_45_Ae) | 235505:LF3E3_FeA_NagaFiTalk_New_45_Ae(STR_LF3E3_FeA_NagaFiTalk_New_45_Ae)
2675,235392,第47德拉克纽特上级强兵,STR_G6_FeB_LizardFiDTalk_44_Ae_tune,235390 235391 235393,235390:G6_FeB_LizardFiD_44_Ae_tune(STR_G6_FeB_LizardFiD_44_Ae_tune) | 235391:G6_FeB_LizardFiD_45_Ae_tune(STR_G6_FeB_LizardFiD_45_Ae_tune) | 235393:G6_FeB_LizardFiDTalk_45_Ae_tune(STR_G6_FeB_LizardFiDTalk_45_Ae_tune)
2675,235393,第47德拉克纽特上级强兵,STR_G6_FeB_LizardFiDTalk_45_Ae_tune,235390 235391 235392,235390:G6_FeB_LizardFiD_44_Ae_tune(STR_G6_FeB_LizardFiD_44_Ae_tune) | 235391:G6_FeB_LizardFiD_45_Ae_tune(STR_G6_FeB_LizardFiD_45_Ae_tune) | 235392:G6_FeB_LizardFiDTalk_44_Ae_tune(STR_G6_FeB_LizardFiDTalk_44_Ae_tune)
2675,235408,第47德拉克纽特上级警备兵,STR_G6_ReA_LizardRaD_44_Ae_tune,235409 235410 235411,235409:G6_ReA_LizardRaD_45_Ae_tune(STR_G6_ReA_LizardRaD_45_Ae_tune) | 235410:G6_ReA_LizardRaDTalk_44_Ae_tune(STR_G6_ReA_LizardRaDTalk_44_Ae_tune) | 235411:G6_ReA_LizardRaDTalk_45_Ae_tune(STR_G6_ReA_LizardRaDTalk_45_Ae_tune)
2675,235409,第47德拉克纽特上级警备兵,STR_G6_ReA_LizardRaD_45_Ae_tune,235408 235410 235411,235408:G6_ReA_LizardRaD_44_Ae_tune(STR_G6_ReA_LizardRaD_44_Ae_tune) | 235410:G6_ReA_LizardRaDTalk_44_Ae_tune(STR_G6_ReA_LizardRaDTalk_44_Ae_tune) | 235411:G6_ReA_LizardRaDTalk_45_Ae_tune(STR_G6_ReA_LizardRaDTalk_45_Ae_tune)
2675,235410,第47德拉克纽特上级警备兵,STR_G6_ReA_LizardRaDTalk_44_Ae_tune,235408 235409 235411,235408:G6_ReA_LizardRaD_44_Ae_tune(STR_G6_ReA_LizardRaD_44_Ae_tune) | 235409:G6_ReA_LizardRaD_45_Ae_tune(STR_G6_ReA_LizardRaD_45_Ae_tune) | 235411:G6_ReA_LizardRaDTalk_45_Ae_tune(STR_G6_ReA_LizardRaDTalk_45_Ae_tune)
2675,235415,第47德拉克纽特上级治疗兵,STR_G6_PeB_LizardPrD_44_Ae_tune,235416 235417 235418,235416:G6_PeB_LizardPrD_45_Ae_tune(STR_G6_PeB_LizardPrD_45_Ae_tune) | 235417:G6_PeB_LizardPrDTalk_44_Ae_tune(STR_G6_PeB_LizardPrDTalk_44_Ae_tune) | 235418:G6_PeB_LizardPrDTalk_45_Ae_tune(STR_G6_PeB_LizardPrDTalk_45_Ae_tune)
2675,235416,第47德拉克纽特上级治疗兵,STR_G6_PeB_LizardPrD_45_Ae_tune,235415 235417 235418,235415:G6_PeB_LizardPrD_44_Ae_tune(STR_G6_PeB_LizardPrD_44_Ae_tune) | 235417:G6_PeB_LizardPrDTalk_44_Ae_tune(STR_G6_PeB_LizardPrDTalk_44_Ae_tune) | 235418:G6_PeB_LizardPrDTalk_45_Ae_tune(STR_G6_PeB_LizardPrDTalk_45_Ae_tune)
2675,235417,第47德拉克纽特上级治疗兵,STR_G6_PeB_LizardPrDTalk_44_Ae_tune,235415 235416 235418,235415:G6_PeB_LizardPrD_44_Ae_tune(STR_G6_PeB_LizardPrD_44_Ae_tune) | 235416:G6_PeB_LizardPrD_45_Ae_tune(STR_G6_PeB_LizardPrD_45_Ae_tune) | 235418:G6_PeB_LizardPrDTalk_45_Ae_tune(STR_G6_PeB_LizardPrDTalk_45_Ae_tune)
2675,235418,第47德拉克纽特上级治疗兵,STR_G6_PeB_LizardPrDTalk_45_Ae_tune,235415 235416 235417,235415:G6_PeB_LizardPrD_44_Ae_tune(STR_G6_PeB_LizardPrD_44_Ae_tune) | 235416:G6_PeB_LizardPrD_45_Ae_tune(STR_G6_PeB_LizardPrD_45_Ae_tune) | 235417:G6_PeB_LizardPrDTalk_44_Ae_tune(STR_G6_PeB_LizardPrDTalk_44_Ae_tune)
2675,235390,第47德拉克纽特上级强兵,STR_G6_FeB_LizardFiD_44_Ae_tune,235391 235392 235393,235391:G6_FeB_LizardFiD_45_Ae_tune(STR_G6_FeB_LizardFiD_45_Ae_tune) | 235392:G6_FeB_LizardFiDTalk_44_Ae_tune(STR_G6_FeB_LizardFiDTalk_44_Ae_tune) | 235393:G6_FeB_LizardFiDTalk_45_Ae_tune(STR_G6_FeB_LizardFiDTalk_45_Ae_tune)
2675,235391,第47德拉克纽特上级强兵,STR_G6_FeB_LizardFiD_45_Ae_tune,235390 235392 235393,235390:G6_FeB_LizardFiD_44_Ae_tune(STR_G6_FeB_LizardFiD_44_Ae_tune) | 235392:G6_FeB_LizardFiDTalk_44_Ae_tune(STR_G6_FeB_LizardFiDTalk_44_Ae_tune) | 235393:G6_FeB_LizardFiDTalk_45_Ae_tune(STR_G6_FeB_LizardFiDTalk_45_Ae_tune)
2694,212240,疯狂的秘密黑暗咒术师,STR_KrallWizardMad_40_Ae,212241,212241:KrallWizardMad_41_Ae(STR_KrallWizardMad_41_Ae)
2694,212241,疯狂的秘密黑暗咒术师,STR_KrallWizardMad_41_Ae,212240,212240:KrallWizardMad_40_Ae(STR_KrallWizardMad_40_Ae)
2696,204652,阿凯斯泰斯,STR_NPC_Acestes,802051,802051:IDLF3_Castle_Lehpar_Acestes_E(STR_NPC_Acestes)
2717,806560,普利姆幸运喷泉,STR_Ab1_OP_CoinFountain_D,730143,730143:Ab1_CoinFountain_Q2717(STR_OBJ_Ab1_CoinFountain_Q2717)
2741,253037,灵魂破坏者,STR_Ab1_1132_Specter_25_An,253038,253038:Ab1_1132_Specter_26_An(STR_Ab1_1132_Specter_26_An)
2741,253038,灵魂破坏者,STR_Ab1_1132_Specter_26_An,253037,253037:Ab1_1132_Specter_25_An(STR_Ab1_1132_Specter_25_An)
2744,253044,蓝色结晶灵魂石,STR_Ab1_1132_SouledStone_25_An,253045 253046,253045:Ab1_1132_SouledStone_26_An(STR_Ab1_1132_SouledStone_26_An) | 253046:Ab1_1132_SouledStone_27_An(STR_Ab1_1132_SouledStone_27_An)
2744,253045,蓝色结晶灵魂石,STR_Ab1_1132_SouledStone_26_An,253044 253046,253044:Ab1_1132_SouledStone_25_An(STR_Ab1_1132_SouledStone_25_An) | 253046:Ab1_1132_SouledStone_27_An(STR_Ab1_1132_SouledStone_27_An)
2744,253047,进化的灵魂石,STR_Ab1_1132_SouledStoneB_25_An,253048 253049,253048:Ab1_1132_SouledStoneB_26_An(STR_Ab1_1132_SouledStoneB_26_An) | 253049:Ab1_1132_SouledStoneB_27_An(STR_Ab1_1132_SouledStoneB_27_An)
2744,253048,进化的灵魂石,STR_Ab1_1132_SouledStoneB_26_An,253047 253049,253047:Ab1_1132_SouledStoneB_25_An(STR_Ab1_1132_SouledStoneB_25_An) | 253049:Ab1_1132_SouledStoneB_27_An(STR_Ab1_1132_SouledStoneB_27_An)
2751,253714,火焰浮游石,STR_Ab1_1141_FungyA_27_An,253715,253715:Ab1_1141_FungyA_28_An(STR_Ab1_1141_FungyA_28_An)
2751,253715,火焰浮游石,STR_Ab1_1141_FungyA_28_An,253714,253714:Ab1_1141_FungyA_27_An(STR_Ab1_1141_FungyA_27_An)
2751,253718,炙热的火焰浮游石,STR_Ab1_1141_FungyB_27_An,253719,253719:Ab1_1141_FungyB_28_An(STR_Ab1_1141_FungyB_28_An)
2751,253719,炙热的火焰浮游石,STR_Ab1_1141_FungyB_28_An,253718,253718:Ab1_1141_FungyB_27_An(STR_Ab1_1141_FungyB_27_An)
2843,215134,深渊守护者阿克纳缪,STR_Crotan_DrakanNamed_45_Ah,233631,233631:Crotan_DrakanNamed_65_Ah(STR_Crotan_DrakanNamed_65_Ah)
2844,215177,深渊守护者努库安,STR_Dkisas_DrakanNamed_45_Ah,233674,233674:Dkisas_DrakanNamed_65_Ah(STR_Dkisas_DrakanNamed_65_Ah)
2845,215220,深渊守护者贝尔西纳克,STR_Lamiren_DrakanNamed_45_Ah,233717,233717:Lamiren_DrakanNamed_65_Ah(STR_Lamiren_DrakanNamed_65_Ah)
2870,220289,第38纳加最精锐暗黑法师,STR_Ab1_NagaWizard_48_Ae,220290 220291,220290:Ab1_NagaWizard_49_Ae(STR_Ab1_NagaWizard_49_Ae) | 220291:Ab1_NagaWizard_50_Ae(STR_Ab1_NagaWizard_50_Ae)
2870,220290,第38纳加最精锐暗黑法师,STR_Ab1_NagaWizard_49_Ae,220289 220291,220289:Ab1_NagaWizard_48_Ae(STR_Ab1_NagaWizard_48_Ae) | 220291:Ab1_NagaWizard_50_Ae(STR_Ab1_NagaWizard_50_Ae)
2870,220291,第38纳加最精锐暗黑法师,STR_Ab1_NagaWizard_50_Ae,220289 220290,220289:Ab1_NagaWizard_48_Ae(STR_Ab1_NagaWizard_48_Ae) | 220290:Ab1_NagaWizard_49_Ae(STR_Ab1_NagaWizard_49_Ae)
2870,220294,第38纳加最精锐暗黑祭司,STR_Ab1_NagaPriest_48_Ae,220295 220296,220295:Ab1_NagaPriest_49_Ae(STR_Ab1_NagaPriest_49_Ae) | 220296:Ab1_NagaPriest_50_Ae(STR_Ab1_NagaPriest_50_Ae)
2870,220295,第38纳加最精锐暗黑祭司,STR_Ab1_NagaPriest_49_Ae,220294 220296,220294:Ab1_NagaPriest_48_Ae(STR_Ab1_NagaPriest_48_Ae) | 220296:Ab1_NagaPriest_50_Ae(STR_Ab1_NagaPriest_50_Ae)
2870,220296,第38纳加最精锐暗黑祭司,STR_Ab1_NagaPriest_50_Ae,220294 220295,220294:Ab1_NagaPriest_48_Ae(STR_Ab1_NagaPriest_48_Ae) | 220295:Ab1_NagaPriest_49_Ae(STR_Ab1_NagaPriest_49_Ae)
2870,220259,第38德拉克纽特最精锐战斗兵,STR_Ab1_LizardmanFighter_48_Ae,220260 220261,220260:Ab1_LizardmanFighter_49_Ae(STR_Ab1_LizardmanFighter_49_Ae) | 220261:Ab1_LizardmanFighter_50_Ae(STR_Ab1_LizardmanFighter_50_Ae)
2870,220260,第38德拉克纽特最精锐战斗兵,STR_Ab1_LizardmanFighter_49_Ae,220259 220261,220259:Ab1_LizardmanFighter_48_Ae(STR_Ab1_LizardmanFighter_48_Ae) | 220261:Ab1_LizardmanFighter_50_Ae(STR_Ab1_LizardmanFighter_50_Ae)
2870,220261,第38德拉克纽特最精锐战斗兵,STR_Ab1_LizardmanFighter_50_Ae,220259 220260,220259:Ab1_LizardmanFighter_48_Ae(STR_Ab1_LizardmanFighter_48_Ae) | 220260:Ab1_LizardmanFighter_49_Ae(STR_Ab1_LizardmanFighter_49_Ae)
2870,220264,第38德拉克纽特最精锐狙击兵,STR_Ab1_LizardmanRanger_48_Ae,220265 220266,220265:Ab1_LizardmanRanger_49_Ae(STR_Ab1_LizardmanRanger_49_Ae) | 220266:Ab1_LizardmanRanger_50_Ae(STR_Ab1_LizardmanRanger_50_Ae)
2870,220265,第38德拉克纽特最精锐狙击兵,STR_Ab1_LizardmanRanger_49_Ae,220264 220266,220264:Ab1_LizardmanRanger_48_Ae(STR_Ab1_LizardmanRanger_48_Ae) | 220266:Ab1_LizardmanRanger_50_Ae(STR_Ab1_LizardmanRanger_50_Ae)
2870,220266,第38德拉克纽特最精锐狙击兵,STR_Ab1_LizardmanRanger_50_Ae,220264 220265,220264:Ab1_LizardmanRanger_48_Ae(STR_Ab1_LizardmanRanger_48_Ae) | 220265:Ab1_LizardmanRanger_49_Ae(STR_Ab1_LizardmanRanger_49_Ae)
2870,220269,第38德拉克纽特最精锐隐身兵,STR_Ab1_LizardmanAssassin_48_Ae,220270 220271,220270:Ab1_LizardmanAssassin_49_Ae(STR_Ab1_LizardmanAssassin_49_Ae) | 220271:Ab1_LizardmanAssassin_50_Ae(STR_Ab1_LizardmanAssassin_50_Ae)
2870,220270,第38德拉克纽特最精锐隐身兵,STR_Ab1_LizardmanAssassin_49_Ae,220269 220271,220269:Ab1_LizardmanAssassin_48_Ae(STR_Ab1_LizardmanAssassin_48_Ae) | 220271:Ab1_LizardmanAssassin_50_Ae(STR_Ab1_LizardmanAssassin_50_Ae)
2870,220271,第38德拉克纽特最精锐隐身兵,STR_Ab1_LizardmanAssassin_50_Ae,220269 220270,220269:Ab1_LizardmanAssassin_48_Ae(STR_Ab1_LizardmanAssassin_48_Ae) | 220270:Ab1_LizardmanAssassin_49_Ae(STR_Ab1_LizardmanAssassin_49_Ae)
2870,220274,第38德拉克纽特最精锐医疗兵,STR_Ab1_LizardmanPriest_48_Ae,220275 220276,220275:Ab1_LizardmanPriest_49_Ae(STR_Ab1_LizardmanPriest_49_Ae) | 220276:Ab1_LizardmanPriest_50_Ae(STR_Ab1_LizardmanPriest_50_Ae)
2870,220275,第38德拉克纽特最精锐医疗兵,STR_Ab1_LizardmanPriest_49_Ae,220274 220276,220274:Ab1_LizardmanPriest_48_Ae(STR_Ab1_LizardmanPriest_48_Ae) | 220276:Ab1_LizardmanPriest_50_Ae(STR_Ab1_LizardmanPriest_50_Ae)
2870,220276,第38德拉克纽特最精锐医疗兵,STR_Ab1_LizardmanPriest_50_Ae,220274 220275,220274:Ab1_LizardmanPriest_48_Ae(STR_Ab1_LizardmanPriest_48_Ae) | 220275:Ab1_LizardmanPriest_49_Ae(STR_Ab1_LizardmanPriest_49_Ae)
2870,220279,第38纳加兰特最精锐暗黑战士,STR_Ab1_NagaKnight_48_Ae,220280 220281,220280:Ab1_NagaKnight_49_Ae(STR_Ab1_NagaKnight_49_Ae) | 220281:Ab1_NagaKnight_50_Ae(STR_Ab1_NagaKnight_50_Ae)
2870,220280,第38纳加兰特最精锐暗黑战士,STR_Ab1_NagaKnight_49_Ae,220279 220281,220279:Ab1_NagaKnight_48_Ae(STR_Ab1_NagaKnight_48_Ae) | 220281:Ab1_NagaKnight_50_Ae(STR_Ab1_NagaKnight_50_Ae)
2870,220281,第38纳加兰特最精锐暗黑战士,STR_Ab1_NagaKnight_50_Ae,220279 220280,220279:Ab1_NagaKnight_48_Ae(STR_Ab1_NagaKnight_48_Ae) | 220280:Ab1_NagaKnight_49_Ae(STR_Ab1_NagaKnight_49_Ae)
2870,220284,第38纳加兰特最精锐暗黑斗士,STR_Ab1_NagaFighter_48_Ae,220285 220286,220285:Ab1_NagaFighter_49_Ae(STR_Ab1_NagaFighter_49_Ae) | 220286:Ab1_NagaFighter_50_Ae(STR_Ab1_NagaFighter_50_Ae)
2870,220285,第38纳加兰特最精锐暗黑斗士,STR_Ab1_NagaFighter_49_Ae,220284 220286,220284:Ab1_NagaFighter_48_Ae(STR_Ab1_NagaFighter_48_Ae) | 220286:Ab1_NagaFighter_50_Ae(STR_Ab1_NagaFighter_50_Ae)
2870,220286,第38纳加兰特最精锐暗黑斗士,STR_Ab1_NagaFighter_50_Ae,220284 220285,220284:Ab1_NagaFighter_48_Ae(STR_Ab1_NagaFighter_48_Ae) | 220285:Ab1_NagaFighter_49_Ae(STR_Ab1_NagaFighter_49_Ae)
2900,204264,斯库尔德,STR_NPC_Skuld,203546,203546:Skuld(STR_NPC_Skuld)
2900,203546,斯库尔德,STR_NPC_Skuld,204264,204264:Skuld_Q2900(STR_NPC_Skuld)
2900,204061,阿乌德,STR_NPC_Aud,205424 217587,205424:S7_NPC_Stigma_MasterD_Boss_55_Ah(STR_S7_Stigma_MasterD_Boss_55_Ah) | 217587:S7_Stigma_MasterD_Boss_55_Ah(STR_S7_Stigma_MasterD_Boss_55_Ah)
2900,203550,穆您,STR_NPC_MUNINN,831571 831739,831571:IDAsteria_IU_ENDING_Munin(STR_IDAsteria_IU_ENDING_Munin) | 831739:IDAsteria_IU_WORLD_ENDING_Munin(STR_IDAsteria_IU_WORLD_ENDING_Munin)
2919,210404,刺毛食人花,STR_WormbabyD_7_An,210405 287049,210405:WormbabyD_8_An(STR_WormbabyD_8_An) | 287049:Test_IDLDF5Re_Mob1(STR_WormbabyD_7_An)
2919,210405,刺毛食人花,STR_WormbabyD_8_An,210404 287049,210404:WormbabyD_7_An(STR_WormbabyD_7_An) | 287049:Test_IDLDF5Re_Mob1(STR_WormbabyD_7_An)
2919,210443,丛林猪笼草,STR_RafflesiaD_15_An,210444,210444:RafflesiaD_16_An(STR_RafflesiaD_16_An)
2919,210444,丛林猪笼草,STR_RafflesiaD_16_An,210443,210443:RafflesiaD_15_An(STR_RafflesiaD_15_An)
2921,204261,达斯凯尔,STR_NPC_Daskair,204265,204265:Daskair_Q2925(STR_NPC_Daskair)
2922,204261,达斯凯尔,STR_NPC_Daskair,204265,204265:Daskair_Q2925(STR_NPC_Daskair)
2923,212431,顽固的菲斯勒,STR_FethlotNmD_28_n,212432,212432:FethlotNmD_29_n(STR_FethlotNmD_29_n)
2923,212432,顽固的菲斯勒,STR_FethlotNmD_29_n,212431,212431:FethlotNmD_28_n(STR_FethlotNmD_28_n)
2924,212749,纽特上级战斗兵,STR_NeutH2_27_Ae,212750,212750:NeutH2_28_Ae(STR_NeutH2_28_Ae)
2924,212750,纽特上级战斗兵,STR_NeutH2_28_Ae,212749,212749:NeutH2_27_Ae(STR_NeutH2_27_Ae)
2924,211379,黑水精灵,STR_ElementalWater2D_27_An,211357,211357:ElementalWater2D_26_An(STR_ElementalWater2D_26_An)
2924,211357,黑水精灵,STR_ElementalWater2D_26_An,211379,211379:ElementalWater2D_27_An(STR_ElementalWater2D_27_An)
2925,204261,达斯凯尔,STR_NPC_Daskair,204265,204265:Daskair_Q2925(STR_NPC_Daskair)
2926,213025,银色格兰盖尔幼崽,STR_BighorndeerMinerD_33_n,213026,213026:BighorndeerMinerD_34_n(STR_BighorndeerMinerD_34_n)
2926,213026,银色格兰盖尔幼崽,STR_BighorndeerMinerD_34_n,213025,213025:BighorndeerMinerD_33_n(STR_BighorndeerMinerD_33_n)
2926,204261,达斯凯尔,STR_NPC_Daskair,204265,204265:Daskair_Q2925(STR_NPC_Daskair)
2926,212466,毒刺蜈蚣,STR_CentipedeD_30_An,212467,212467:CentipedeD_31_An(STR_CentipedeD_31_An)
2926,212467,毒刺蜈蚣,STR_CentipedeD_31_An,212466,212466:CentipedeD_30_An(STR_CentipedeD_30_An)
2927,213504,第47纳加专业诅咒术士,STR_IDDF3_EeA_NagaEleDTalk_48_Ae,213444 213445 213503 236820 236821 236879 236880,213444:IDDF3_EeA_NagaEleD_47_Ae(STR_IDDF3_EeA_NagaEleD_47_Ae) | 213445:IDDF3_EeA_NagaEleD_48_Ae(STR_IDDF3_EeA_NagaEleD_48_Ae) | 213503:IDDF3_EeA_NagaEleDTalk_47_Ae(STR_IDDF3_EeA_NagaEleDTalk_47_Ae) | 236820:IDDF3_EeA_NagaEleD_47_Ae_SP(STR_IDDF3_EeA_NagaEleD_47_Ae) | 236821:IDDF3_EeA_NagaEleD_48_Ae_SP(STR_IDDF3_EeA_NagaEleD_48_Ae) | 236879:IDDF3_EeA_NagaEleDTalk_47_Ae_SP(STR_IDDF3_EeA_NagaEleDTalk_47_Ae) | 236880:IDDF3_EeA_NagaEleDTalk_48_Ae_SP(STR_IDDF3_EeA_NagaEleDTalk_48_Ae)
