quest_id,condition,step_section,counter_section,required,source_type,monster_count,monsters
19609,Progress(SECTION_0==0; SECTION_1<10),0,1,10,simpleQuest,2,lf4_a3_lupyllini_peacock_52_n lf4_a3_dionaea_od_52_an
19614,Progress(SECTION_0==0; SECTION_1<10),0,1,10,simpleQuest,4,ldf4a_a1_scorpion_rough_55_an ldf4a_a1_scorpion_rough_56_an ldf4a_a1_salivadored_55_an ldf4a_a1_salivadored_56_an
19625,Progress(SECTION_0==0; SECTION_1<10),0,1,10,simpleQuest,3,ldf5a_a5_agrint_62_an ldf5a_a5_agrint_63_an ldf5a_a5_criton_61_an
19631,Progress(SECTION_0==0; SECTION_1<10),0,1,10,simpleQuest,4,lf2a_xipetosalt_47_an lf2a_xipetosalt_48_an lf2a_vespare_45_n lf2a_vespare_46_n
19632,Progress(SECTION_0==0; SECTION_1<10),0,1,10,simpleQuest,4,lf2a_scorpionrough_47_an lf2a_scorpionrough_48_an lf2a_c_condor_47_an lf2a_c_condor_48_an
19633,Progress(SECTION_0==0; SECTION_1<10),0,1,10,simpleQuest,3,lf2a_lobnited_48_n lf2a_lobnited_49_n lf2a_starcrab_47_an
19634,Progress(SECTION_0==0; SECTION_1<10),0,1,10,simpleQuest,3,lf2a_salivadosalt_47_an lf2a_salivadosalt_48_an lf2a_salivadosalt_49_an
19635,Progress(SECTION_0==0; SECTION_1<10),0,1,10,simpleQuest,4,lf2a_rhinoce_48_an lf2a_rhinoce_49_an lf2a_lobsterdirty_47_an lf2a_lobsterdirty_48_an
19636,Progress(SECTION_0==0; SECTION_1<10),0,1,10,simpleQuest,4,lf2a_cyclopsservant_48_an lf2a_cyclopsservant_49_an lf2a_maidengolemy_48_an lf2a_maidengolemy_49_an
19637,Progress(SECTION_0==0; SECTION_1<10),0,1,10,simpleQuest,4,lf4_a_slime_snail_51_an lf4_a_slime_snail_52_an lf4_a_foam_wisp_51_n lf4_a_foam_wisp_52_n
19638,Progress(SECTION_0==0; SECTION_1<10),0,1,10,simpleQuest,6,lf4_a2_kuillus_drana_51_an lf4_a2_kuillus_drana_52_an lf4_a2_kuillus_drana_eat_51_an lf4_a2_bat_drana_51_an lf4_a2_bat_drana_52_an lf4_a2_bat_drana_eat_51_an
19639,Progress(SECTION_0==0; SECTION_1<10),0,1,10,simpleQuest,2,lf4_a3_dionaea_od_52_an lf4_a3_lupyllini_peacock_52_n
19640,Progress(SECTION_0==0; SECTION_1<10),0,1,10,simpleQuest,2,lf4_a3_rottentree_green_52_an lf4_a3_foam_wisp_52_n lf4_a3_foam_wispfly_52_an lf4_b7_foam_wispfly_54_an
19641,Progress(SECTION_0==0; SECTION_1<10),0,1,10,simpleQuest,4,lf4_b_fethlot_highland_53_n lf4_b_fethlot_highland_54_n lf4_b_warg_meerkat_53_an lf4_b_warg_meerkat_54_an
19642,Progress(SECTION_0==0; SECTION_1<10),0,1,10,simpleQuest,4,lf4_b_direbeast_pet_53_an lf4_b_direbeast_pet_54_an lf4_b_direbeast_fanatic_53_an lf4_b_direbeast_fanatic_54_an
19645,Progress(SECTION_0==0; SECTION_1<10),0,1,10,simpleQuest,3,lf5_a_dionaea_55_an lf5_a_shellizard_55_n lf5_a_shellizard_56_n
19647,Progress(SECTION_0==0; SECTION_1<10),0,1,10,simpleQuest,4,lf5_d_salivado_58_an lf5_d_salivado_59_an lf5_d_brohum_m_forest_58_an lf5_d_brohum_m_forest_59_an
19650,Progress(SECTION_0==0; SECTION_1<10),0,1,10,simpleQuest,3,lf5_h_elemetli_62_an lf5_h_ettin_61_an lf5_h_ettin_62_an
19652,Progress(SECTION_0==0; SECTION_1<10),0,1,10,simpleQuest,3,tog_12_an tog_13_an lupyllini_13_n
19653,Progress(SECTION_0==0; SECTION_1<10),0,1,10,simpleQuest,3,potcrab_18_n potcrab_19_n starturtle_19_n
19656,Progress(SECTION_0==0; SECTION_1<10),0,1,10,simpleQuest,3,vespa_21_n frillfaimammale_22_an frillfaimammale_23_an
19657,Progress(SECTION_0==0; SECTION_1<10),0,1,10,simpleQuest,4,lobster_25_an lobster_26_an displacerbeast_26_an displacerbeast_27_an
19661,Progress(SECTION_0==0; SECTION_1<10),0,1,10,simpleQuest,3,fethlot_30_n fethlot_31_n ettin_31_an
19662,Progress(SECTION_0==0; SECTION_1<10),0,1,10,simpleQuest,4,fellialre_36_an fellialre_37_an frillfaimam1st_37_an frillfaimam1st_38_an
19664,Progress(SECTION_0==0; SECTION_1<10),0,1,10,simpleQuest,3,zombie_38_an batre2_40_an batre2_41_an
19667,Progress(SECTION_0==0; SECTION_1<12),0,1,12,simpleQuest,5,lf6_elementallightf_a_66_n lf6_elementallightf_a_67_n lf6_t_elementallightf_a_66_n lf6_t_elementallightf_a_67_n lf6_newmerman_a_66_n lf6_newmerman_a_67_n lf6_t_newmerman_a_66_n lf6_t_newmerman_a_67_n lf6_trico_a_66_n lf6_trico_a_67_n lf6_t_trico_a_66_n lf6_t_trico_a_67_n lf6_baku_a_66_n lf6_baku_a_67_n lf6_t_baku_a_66_n lf6_t_baku_a_67_n lf6_daru_a_66_n lf6_daru_a_67_n lf6_t_daru_a_66_n lf6_t_daru_a_67_n
19673,Progress(SECTION_0==0; SECTION_1<1),0,1,1,simpleQuest,1,idnovice_07_darkdevakn_named_20_an
19674,Progress(SECTION_0==0; SECTION_1<1),0,1,1,simpleQuest,1,firesanctuaryqueenboss_37_ae firesanctuaryqueenbosshard_37_ah
19675,Progress(SECTION_0==0; SECTION_1<1),0,1,1,simpleQuest,2,idcromede_2up_named_angry_judge_38_an idcromede_2up_named_judge_38_an idcromede_2up_named_judgeq_38_an
19676,Progress(SECTION_0==0; SECTION_1<1),0,1,1,simpleQuest,1,iddf3_drakanfibossd_50_ah iddf3_drakanfibossd_50_ah_sp
19680,Progress(SECTION_0==0; SECTION_1<1),0,1,1,simpleQuest,3,bideternity_01_leibo_fire_zone_n_70_ah bideternity_01_leibo_wind_zone_n_70_ah bideternity_01_leibo_earth_zone_n_70_ah
19681,Progress(SECTION_0==0; SECTION_1<1),0,1,1,simpleQuest,1,ideternity_02_snakem_fly_75_ah
19682,Progress(SECTION_0==0; SECTION_1<1),0,1,1,simpleQuest,1,idf6_lap_godelemental_67_ah
19691,Progress(SECTION_0==0; SECTION_1<3),0,1,3,simpleQuest,1,idtransform_bonus_monster_typea_66_an idtransform_bonus_monster_typeb_66_an idtransform_bonus_monster_typec_66_an idtransform_bonus_monster_typed_66_an idtransform_bonus_monster_typea_67_an idtransform_bonus_monster_typeb_67_an idtransform_bonus_monster_typec_67_an idtransform_bonus_monster_typed_67_an idtransform_bonus_monster_typea_68_an idtransform_bonus_monster_typeb_68_an idtransform_bonus_monster_typec_68_an idtransform_bonus_monster_typed_68_an idtransform_bonus_monster_typea_69_an idtransform_bonus_monster_typeb_69_an idtransform_bonus_monster_typec_69_an idtransform_bonus_monster_typed_69_an idtransform_bonus_monster_typea_70_an idtransform_bonus_monster_typeb_70_an idtransform_bonus_monster_typec_70_an idtransform_bonus_monster_typed_70_an idtransform_bonus_monster_typea_71_an idtransform_bonus_monster_typeb_71_an idtransform_bonus_monster_typec_71_an idtransform_bonus_monster_typed_71_an idtransform_bonus_monster_typea_72_an idtransform_bonus_monster_typeb_72_an idtransform_bonus_monster_typec_72_an idtransform_bonus_monster_typed_72_an idtransform_bonus_monster_typea_73_an idtransform_bonus_monster_typeb_73_an idtransform_bonus_monster_typec_73_an idtransform_bonus_monster_typed_73_an idtransform_bonus_monster_typea_74_an idtransform_bonus_monster_typeb_74_an idtransform_bonus_monster_typec_74_an idtransform_bonus_monster_typed_74_an idtransform_bonus_monster_typea_75_an idtransform_bonus_monster_typeb_75_an idtransform_bonus_monster_typec_75_an idtransform_bonus_monster_typed_75_an idtransform_e_bonus_monster_typea_66_an idtransform_e_bonus_monster_typeb_66_an idtransform_e_bonus_monster_typec_66_an idtransform_e_bonus_monster_typed_66_an idtransform_e_bonus_monster_typea_67_an idtransform_e_bonus_monster_typeb_67_an idtransform_e_bonus_monster_typec_67_an idtransform_e_bonus_monster_typed_67_an idtransform_e_bonus_monster_typea_68_an idtransform_e_bonus_monster_typeb_68_an idtransform_e_bonus_monster_typec_68_an idtransform_e_bonus_monster_typed_68_an idtransform_e_bonus_monster_typea_69_an idtransform_e_bonus_monster_typeb_69_an idtransform_e_bonus_monster_typec_69_an idtransform_e_bonus_monster_typed_69_an idtransform_e_bonus_monster_typea_70_an idtransform_e_bonus_monster_typeb_70_an idtransform_e_bonus_monster_typec_70_an idtransform_e_bonus_monster_typed_70_an idtransform_e_bonus_monster_typea_71_an idtransform_e_bonus_monster_typeb_71_an idtransform_e_bonus_monster_typec_71_an idtransform_e_bonus_monster_typed_71_an idtransform_e_bonus_monster_typea_72_an idtransform_e_bonus_monster_typeb_72_an idtransform_e_bonus_monster_typec_72_an idtransform_e_bonus_monster_typed_72_an idtransform_e_bonus_monster_typea_73_an idtransform_e_bonus_monster_typeb_73_an idtransform_e_bonus_monster_typec_73_an idtransform_e_bonus_monster_typed_73_an idtransform_e_bonus_monster_typea_74_an idtransform_e_bonus_monster_typeb_74_an idtransform_e_bonus_monster_typec_74_an idtransform_e_bonus_monster_typed_74_an idtransform_e_bonus_monster_typea_75_an idtransform_e_bonus_monster_typeb_75_an idtransform_e_bonus_monster_typec_75_an idtransform_e_bonus_monster_typed_75_an
19692,Progress(SECTION_0==0; SECTION_1<1),0,1,1,simpleQuest,1,idf6_dragon_messenger_69_ah idf6_dragon_messenger_event
19693,Progress(SECTION_0==0; SECTION_1<1),0,1,1,simpleQuest,1,idlf1_t_vanq_named_73_ah
19912,Progress(SECTION_0==0; SECTION_1<5),0,1,5,simpleQuest,2,lf4_a_foam_wisp_51_n lf4_a_foam_wisp_52_n
19913,Progress(SECTION_0==0; SECTION_1<5),0,1,5,simpleQuest,2,lf4_a_shadowstalker_leaf_51_an lf4_a_shadowstalker_leaf_52_an
21326,Progress(SECTION_0==0; SECTION_1<8),0,1,8,simpleQuest,2,df4_griffon_dr_52_an df4_griffon_dr_53_an
21327,Progress(SECTION_0==0; SECTION_1<8),0,1,8,simpleQuest,1,df4_dionae_dr_53_an
21332,Progress(SECTION_0==0; SECTION_1<1),0,1,1,simpleQuest,1,f4_raid_drakan_boss_55_ah
21333,Progress(SECTION_0==0; SECTION_1<1),0,1,1,simpleQuest,1,f4_craid_4th_fanatic_fi_boss_55_al
21334,Progress(SECTION_0==0; SECTION_1<1),0,1,1,simpleQuest,1,df4_field_raid_boss_55_al
21340,Progress(SECTION_0==0; SECTION_1<5),0,1,5,simpleQuest,5,lf4_occupy_spot_q_v01_vritra_fi_51_an lf4_occupy_spot_q_v01_vritra_as_51_an lf4_occupy_spot_q_v01_vritra_ra_51_an lf4_occupy_spot_q_v01_vritra_wi_51_an lf4_occupy_spot_q_v01_vritra_pr_51_an
21341,Progress(SECTION_0==0; SECTION_1<5),0,1,5,simpleQuest,5,lf4_occupy_spot_q_v01_li_fi_51_an lf4_occupy_spot_q_v01_li_as_51_an lf4_occupy_spot_q_v01_li_ra_51_an lf4_occupy_spot_q_v01_li_wi_51_an lf4_occupy_spot_q_v01_li_pr_51_an
21342,Progress(SECTION_0==0; SECTION_1<5),0,1,5,simpleQuest,5,lf4_occupy_spot_q_v02_vritra_fi_52_an lf4_occupy_spot_q_v02_vritra_as_52_an lf4_occupy_spot_q_v02_vritra_ra_52_an lf4_occupy_spot_q_v02_vritra_wi_52_an lf4_occupy_spot_q_v02_vritra_pr_52_an
21343,Progress(SECTION_0==0; SECTION_1<5),0,1,5,simpleQuest,5,lf4_occupy_spot_q_v02_li_fi_52_an lf4_occupy_spot_q_v02_li_as_52_an lf4_occupy_spot_q_v02_li_ra_52_an lf4_occupy_spot_q_v02_li_wi_52_an lf4_occupy_spot_q_v02_li_pr_52_an
21344,Progress(SECTION_0==0; SECTION_1<5),0,1,5,simpleQuest,5,lf4_occupy_spot_q_v03_vritra_fi_53_an lf4_occupy_spot_q_v03_vritra_as_53_an lf4_occupy_spot_q_v03_vritra_ra_53_an lf4_occupy_spot_q_v03_vritra_wi_53_an lf4_occupy_spot_q_v03_vritra_pr_53_an
21345,Progress(SECTION_0==0; SECTION_1<5),0,1,5,simpleQuest,5,lf4_occupy_spot_q_v03_li_fi_53_an lf4_occupy_spot_q_v03_li_as_53_an lf4_occupy_spot_q_v03_li_ra_53_an lf4_occupy_spot_q_v03_li_wi_53_an lf4_occupy_spot_q_v03_li_pr_53_an
21346,Progress(SECTION_0==0; SECTION_1<5),0,1,5,simpleQuest,5,lf4_occupy_spot_q_v04_vritra_fi_53_an lf4_occupy_spot_q_v04_vritra_as_53_an lf4_occupy_spot_q_v04_vritra_ra_53_an lf4_occupy_spot_q_v04_vritra_wi_53_an lf4_occupy_spot_q_v04_vritra_pr_53_an
21347,Progress(SECTION_0==0; SECTION_1<5),0,1,5,simpleQuest,5,lf4_occupy_spot_q_v04_li_fi_53_an lf4_occupy_spot_q_v04_li_as_53_an lf4_occupy_spot_q_v04_li_ra_53_an lf4_occupy_spot_q_v04_li_wi_53_an lf4_occupy_spot_q_v04_li_pr_53_an
21348,Progress(SECTION_0==0; SECTION_1<5),0,1,5,simpleQuest,5,lf4_occupy_spot_q_v05_vritra_fi_54_an lf4_occupy_spot_q_v05_vritra_as_54_an lf4_occupy_spot_q_v05_vritra_ra_54_an lf4_occupy_spot_q_v05_vritra_wi_54_an lf4_occupy_spot_q_v05_vritra_pr_54_an
21349,Progress(SECTION_0==0; SECTION_1<5),0,1,5,simpleQuest,5,lf4_occupy_spot_q_v05_li_fi_54_an lf4_occupy_spot_q_v05_li_as_54_an lf4_occupy_spot_q_v05_li_ra_54_an lf4_occupy_spot_q_v05_li_wi_54_an lf4_occupy_spot_q_v05_li_pr_54_an
21350,Progress(SECTION_0==0; SECTION_1<5),0,1,5,simpleQuest,5,lf4_occupy_spot_q_v06_vritra_fi_55_an lf4_occupy_spot_q_v06_vritra_as_55_an lf4_occupy_spot_q_v06_vritra_ra_55_an lf4_occupy_spot_q_v06_vritra_wi_55_an lf4_occupy_spot_q_v06_vritra_pr_55_an
21351,Progress(SECTION_0==0; SECTION_1<5),0,1,5,simpleQuest,5,lf4_occupy_spot_q_v06_li_fi_55_an lf4_occupy_spot_q_v06_li_as_55_an lf4_occupy_spot_q_v06_li_ra_55_an lf4_occupy_spot_q_v06_li_wi_55_an lf4_occupy_spot_q_v06_li_pr_55_an
21352,Progress(SECTION_0==0; SECTION_1<5),0,1,5,simpleQuest,5,lf4_occupy_spot_q_v07_vritra_fi_55_an lf4_occupy_spot_q_v07_vritra_as_55_an lf4_occupy_spot_q_v07_vritra_ra_55_an lf4_occupy_spot_q_v07_vritra_wi_55_an lf4_occupy_spot_q_v07_vritra_pr_55_an
21353,Progress(SECTION_0==0; SECTION_1<5),0,1,5,simpleQuest,5,lf4_occupy_spot_q_v07_li_fi_55_an lf4_occupy_spot_q_v07_li_as_55_an lf4_occupy_spot_q_v07_li_ra_55_an lf4_occupy_spot_q_v07_li_wi_55_an lf4_occupy_spot_q_v07_li_pr_55_an
21370,Progress(SECTION_0==0; SECTION_1<5),0,1,5,simpleQuest,5,df4_occupy_spot_q_v01_vritra_fi_51_an df4_occupy_spot_q_v01_vritra_as_51_an df4_occupy_spot_q_v01_vritra_ra_51_an df4_occupy_spot_q_v01_vritra_wi_51_an df4_occupy_spot_q_v01_vritra_pr_51_an
21371,Progress(SECTION_0==0; SECTION_1<5),0,1,5,simpleQuest,5,df4_occupy_spot_q_v01_li_fi_51_an df4_occupy_spot_q_v01_li_as_51_an df4_occupy_spot_q_v01_li_ra_51_an df4_occupy_spot_q_v01_li_wi_51_an df4_occupy_spot_q_v01_li_pr_51_an
21372,Progress(SECTION_0==0; SECTION_1<5),0,1,5,simpleQuest,5,df4_occupy_spot_q_v02_vritra_fi_52_an df4_occupy_spot_q_v02_vritra_as_52_an df4_occupy_spot_q_v02_vritra_ra_52_an df4_occupy_spot_q_v02_vritra_wi_52_an df4_occupy_spot_q_v02_vritra_pr_52_an
21373,Progress(SECTION_0==0; SECTION_1<5),0,1,5,simpleQuest,5,df4_occupy_spot_q_v02_li_fi_52_an df4_occupy_spot_q_v02_li_as_52_an df4_occupy_spot_q_v02_li_ra_52_an df4_occupy_spot_q_v02_li_wi_52_an df4_occupy_spot_q_v02_li_pr_52_an
21374,Progress(SECTION_0==0; SECTION_1<5),0,1,5,simpleQuest,5,df4_occupy_spot_q_v03_vritra_fi_53_an df4_occupy_spot_q_v03_vritra_as_53_an df4_occupy_spot_q_v03_vritra_ra_53_an df4_occupy_spot_q_v03_vritra_wi_53_an df4_occupy_spot_q_v03_vritra_pr_53_an
21375,Progress(SECTION_0==0; SECTION_1<5),0,1,5,simpleQuest,5,df4_occupy_spot_q_v03_li_fi_53_an df4_occupy_spot_q_v03_li_as_53_an df4_occupy_spot_q_v03_li_ra_53_an df4_occupy_spot_q_v03_li_wi_53_an df4_occupy_spot_q_v03_li_pr_53_an
21376,Progress(SECTION_0==0; SECTION_1<5),0,1,5,simpleQuest,5,df4_occupy_spot_q_v04_vritra_fi_53_an df4_occupy_spot_q_v04_vritra_as_53_an df4_occupy_spot_q_v04_vritra_ra_53_an df4_occupy_spot_q_v04_vritra_wi_53_an df4_occupy_spot_q_v04_vritra_pr_53_an
21377,Progress(SECTION_0==0; SECTION_1<5),0,1,5,simpleQuest,5,df4_occupy_spot_q_v04_li_fi_53_an df4_occupy_spot_q_v04_li_as_53_an df4_occupy_spot_q_v04_li_ra_53_an df4_occupy_spot_q_v04_li_wi_53_an df4_occupy_spot_q_v04_li_pr_53_an
21378,Progress(SECTION_0==0; SECTION_1<5),0,1,5,simpleQuest,5,df4_occupy_spot_q_v05_vritra_fi_54_an df4_occupy_spot_q_v05_vritra_as_54_an df4_occupy_spot_q_v05_vritra_ra_54_an df4_occupy_spot_q_v05_vritra_wi_54_an df4_occupy_spot_q_v05_vritra_pr_54_an
21379,Progress(SECTION_0==0; SECTION_1<5),0,1,5,simpleQuest,5,df4_occupy_spot_q_v05_li_fi_54_an df4_occupy_spot_q_v05_li_as_54_an df4_occupy_spot_q_v05_li_ra_54_an df4_occupy_spot_q_v05_li_wi_54_an df4_occupy_spot_q_v05_li_pr_54_an
21380,Progress(SECTION_0==0; SECTION_1<5),0,1,5,simpleQuest,5,df4_occupy_spot_q_v06_vritra_fi_55_an df4_occupy_spot_q_v06_vritra_as_55_an df4_occupy_spot_q_v06_vritra_ra_55_an df4_occupy_spot_q_v06_vritra_wi_55_an df4_occupy_spot_q_v06_vritra_pr_55_an
21381,Progress(SECTION_0==0; SECTION_1<5),0,1,5,simpleQuest,5,df4_occupy_spot_q_v06_li_fi_55_an df4_occupy_spot_q_v06_li_as_55_an df4_occupy_spot_q_v06_li_ra_55_an df4_occupy_spot_q_v06_li_wi_55_an df4_occupy_spot_q_v06_li_pr_55_an
21382,Progress(SECTION_0==0; SECTION_1<5),0,1,5,simpleQuest,5,df4_occupy_spot_q_v07_vritra_fi_55_an df4_occupy_spot_q_v07_vritra_as_55_an df4_occupy_spot_q_v07_vritra_ra_55_an df4_occupy_spot_q_v07_vritra_wi_55_an df4_occupy_spot_q_v07_vritra_pr_55_an
21383,Progress(SECTION_0==0; SECTION_1<5),0,1,5,simpleQuest,5,df4_occupy_spot_q_v07_li_fi_55_an df4_occupy_spot_q_v07_li_as_55_an df4_occupy_spot_q_v07_li_ra_55_an df4_occupy_spot_q_v07_li_wi_55_an df4_occupy_spot_q_v07_li_pr_55_an
21401,Progress(SECTION_0==0; SECTION_1<5),0,1,5,simpleQuest,2,iddramata_drakanschigh_55_ae iddramata_drakanclhigh_55_ae
21402,Progress(SECTION_0==0; SECTION_1<1),0,1,1,simpleQuest,1,iddramata_dramata_55_al iddramata_sp_dramata_55_al
21470,Progress(SECTION_0==0; SECTION_1<1),0,1,1,simpleQuest,1,idelim_3f_komadenm_53_ae idelim_sp_3f_komadenm_53_ae
23758,Progress(SECTION_0==0; SECTION_1<5),0,1,5,simpleQuest,2,ldf4_advance_c_lipopoku_fi_65_an ldf4_advance_c_lipopoku_as_65_an
23759,Progress(SECTION_0==0; SECTION_1<5),0,1,5,simpleQuest,1,ldf4_advance_c_lipopoku_wi_65_an
23760,Progress(SECTION_0==0; SECTION_1<5),0,1,5,simpleQuest,1,ldf4_advance_c_lipopoku_pr_65_an
23761,Progress(SECTION_0==0; SECTION_1<5),0,1,5,simpleQuest,2,ldf4_advance_b_lipopoku_fi_65_an ldf4_advance_b_lipopoku_as_65_an
23762,Progress(SECTION_0==0; SECTION_1<5),0,1,5,simpleQuest,1,ldf4_advance_b_lipopoku_wi_65_an
23763,Progress(SECTION_0==0; SECTION_1<5),0,1,5,simpleQuest,1,ldf4_advance_b_lipopoku_pr_65_an
23764,Progress(SECTION_0==0; SECTION_1<5),0,1,5,simpleQuest,2,ldf4_advance_d_lipopoku_fi_65_an ldf4_advance_d_lipopoku_as_65_an
23765,Progress(SECTION_0==0; SECTION_1<5),0,1,5,simpleQuest,1,ldf4_advance_d_lipopoku_wi_65_an
23766,Progress(SECTION_0==0; SECTION_1<5),0,1,5,simpleQuest,1,ldf4_advance_d_lipopoku_pr_65_an
23767,Progress(SECTION_0==0; SECTION_1<5),0,1,5,simpleQuest,2,ldf4_advance_a_lipopoku_fi_65_an ldf4_advance_a_lipopoku_as_65_an
23768,Progress(SECTION_0==0; SECTION_1<5),0,1,5,simpleQuest,1,ldf4_advance_a_lipopoku_wi_65_an
23769,Progress(SECTION_0==0; SECTION_1<5),0,1,5,simpleQuest,1,ldf4_advance_a_lipopoku_pr_65_an
23770,Progress(SECTION_0==0; SECTION_1<12),0,1,12,simpleQuest,4,ldf4_advance_k_lipopoku_fi_65_an ldf4_advance_k_lipopoku_as_65_an ldf4_advance_k_lipopoku_wi_65_an ldf4_advance_k_lipopoku_pr_65_an
23840,Progress(SECTION_0==0; SECTION_1<1),0,1,1,simpleQuest,1,ab1_1131_boss_dr_1 ab1_1131_boss_dr_2 ab1_1131_boss_dr_3 ab1_1131_boss_dr_4 ab1_1131_boss_dr_5 ab1_1131_boss_dr_1_ma ab1_1131_boss_dr_2_ma ab1_1131_boss_dr_3_ma ab1_1131_boss_dr_4_ma ab1_1131_boss_dr_5_ma
23841,Progress(SECTION_0==0; SECTION_1<40),0,1,40,simpleQuest,2,leftciel_lizardfi_35_an leftciel_lizardas_35_an leftciel_lizardra_35_an leftciel_lizardpr_35_an leftciel_nagafighter_35_ae leftciel_nagamage_35_ae leftciel_nagapriest_35_ae leftciel_nagawinamedq_35_ah
23844,Progress(SECTION_0==0; SECTION_1<1),0,1,1,simpleQuest,1,ab1_1132_boss_dr_1 ab1_1132_boss_dr_2 ab1_1132_boss_dr_3 ab1_1132_boss_dr_4 ab1_1132_boss_dr_5 ab1_1132_boss_dr_1_ma ab1_1132_boss_dr_2_ma ab1_1132_boss_dr_3_ma ab1_1132_boss_dr_4_ma ab1_1132_boss_dr_5_ma
23845,Progress(SECTION_0==0; SECTION_1<40),0,1,40,simpleQuest,1,rightciel_lizardfi_35_ae rightciel_lizardas_35_ae rightciel_lizardra_35_ae rightciel_lizardpr_35_ae rightciel_lizardfiarmor_35_ae rightciel_nagamage_35_ae rightciel_nagapriest_35_ae rightciel_nagafighter_35_ae
23848,Progress(SECTION_0==0; SECTION_1<1),0,1,1,simpleQuest,1,ab1_1141_boss_dr_1 ab1_1141_boss_dr_2 ab1_1141_boss_dr_3 ab1_1141_boss_dr_4 ab1_1141_boss_dr_5 ab1_1141_boss_dr_1_ma ab1_1141_boss_dr_2_ma ab1_1141_boss_dr_3_ma ab1_1141_boss_dr_4_ma ab1_1141_boss_dr_5_ma
23849,Progress(SECTION_0==0; SECTION_1<40),0,1,40,simpleQuest,1,divine_lizardfired_35_ae divine_lizardasred_35_ae divine_lizardrared_35_ae divine_lizardprred_35_ae divine_nagafighter_35_ae divine_nagapriest_35_ae divine_nagamage_35_ae
23860,Progress(SECTION_0==0; SECTION_1<1),0,1,1,simpleQuest,1,ab1_1221_boss_dr_1 ab1_1221_boss_dr_2 ab1_1221_boss_dr_3 ab1_1221_boss_dr_4 ab1_1221_boss_dr_5
23861,Progress(SECTION_0==0; SECTION_1<1),0,1,1,simpleQuest,1,crotan_drakanbossnamed_65_ah
23864,Progress(SECTION_0==0; SECTION_1<1),0,1,1,simpleQuest,1,ab1_1241_boss_dr_1 ab1_1241_boss_dr_2 ab1_1241_boss_dr_3 ab1_1241_boss_dr_4 ab1_1241_boss_dr_5
23865,Progress(SECTION_0==0; SECTION_1<1),0,1,1,simpleQuest,1,lamiren_drakanbossnamed_65_ah
23868,Progress(SECTION_0==0; SECTION_1<1),0,1,1,simpleQuest,1,ab1_1231_boss_dr_1 ab1_1231_boss_dr_2 ab1_1231_boss_dr_3 ab1_1231_boss_dr_4 ab1_1231_boss_dr_5
23869,Progress(SECTION_0==0; SECTION_1<1),0,1,1,simpleQuest,1,dkisas_drakanbossnamed_65_ah
23880,Progress(SECTION_0==0; SECTION_1<1),0,1,1,simpleQuest,1,ldf5_fortress_7011_boss_dr_1 ldf5_fortress_7011_boss_dr_2 ldf5_fortress_7011_boss_dr_3 ldf5_fortress_7011_boss_dr_4 ldf5_fortress_7011_boss_dr_5
23920,Progress(SECTION_0==0; SECTION_1<10),0,1,10,simpleQuest,10,ab1_1131_guard_dr_a_1 ab1_1131_guard_dr_a_2 ab1_1131_guard_dr_a_3 ab1_1131_guard_dr_a_4 ab1_1131_guard_dr_a_5 ab1_1131_guard_dr_b_1 ab1_1131_guard_dr_b_2 ab1_1131_guard_dr_b_3 ab1_1131_guard_dr_b_4 ab1_1131_guard_dr_b_5
23921,Progress(SECTION_0==0; SECTION_1<3),0,1,3,simpleQuest,10,ab1_1131_guardh_dr_a_1 ab1_1131_guardh_dr_a_2 ab1_1131_guardh_dr_a_3 ab1_1131_guardh_dr_a_4 ab1_1131_guardh_dr_a_5 ab1_1131_guardh_dr_b_1 ab1_1131_guardh_dr_b_2 ab1_1131_guardh_dr_b_3 ab1_1131_guardh_dr_b_4 ab1_1131_guardh_dr_b_5
23922,Progress(SECTION_0==0; SECTION_1<1),0,1,1,simpleQuest,2,ab1_1131_door_dr ab1_1131_door_dr_ma ab1_1131_door_f_dr ab1_1131_door_f_dr_ma
23923,Progress(SECTION_0==0; SECTION_1<10),0,1,10,simpleQuest,10,ab1_1132_guard_dr_a_1 ab1_1132_guard_dr_a_2 ab1_1132_guard_dr_a_3 ab1_1132_guard_dr_a_4 ab1_1132_guard_dr_a_5 ab1_1132_guard_dr_b_1 ab1_1132_guard_dr_b_2 ab1_1132_guard_dr_b_3 ab1_1132_guard_dr_b_4 ab1_1132_guard_dr_b_5
23924,Progress(SECTION_0==0; SECTION_1<3),0,1,3,simpleQuest,10,ab1_1132_guardh_dr_a_1 ab1_1132_guardh_dr_a_2 ab1_1132_guardh_dr_a_3 ab1_1132_guardh_dr_a_4 ab1_1132_guardh_dr_a_5 ab1_1132_guardh_dr_b_1 ab1_1132_guardh_dr_b_2 ab1_1132_guardh_dr_b_3 ab1_1132_guardh_dr_b_4 ab1_1132_guardh_dr_b_5
23925,Progress(SECTION_0==0; SECTION_1<1),0,1,1,simpleQuest,2,ab1_1132_door_dr ab1_1132_door_dr_ma ab1_1132_door_f_dr ab1_1132_door_f_dr_ma
