quest_id	legacy_calls	reward_var0	client_rows	verdict	row_state_verdict	classification
15070	checkQuestItems(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
15071	checkQuestItems(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
15072	checkQuestItems(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
15102	checkQuestItems(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
15103	checkQuestItems(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
15230	checkQuestItems(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
15231	checkQuestItems(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
15232	checkQuestItems(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
15300	changeQuestStep(13->14)	13	15	ROW_BEHIND	ROW_WITHOUT_STATE	TEST_LOCKED
15301	changeQuestStep(2->3)	3	4	ROW_ALIGNED	ROW_STATE_ALIGNED	ALIGNED_TO_NEXTSTEP
15302	changeQuestStep(2->3)	3	4	ROW_ALIGNED	ROW_STATE_ALIGNED	ALIGNED_TO_NEXTSTEP
15303	changeQuestStep(2->3)	3	4	ROW_ALIGNED	ROW_STATE_ALIGNED	ALIGNED_TO_NEXTSTEP
15304	changeQuestStep(3->4)	4	5	ROW_ALIGNED	ROW_STATE_ALIGNED	ALIGNED_TO_NEXTSTEP
15305	changeQuestStep(2->3)	3	4	ROW_ALIGNED	ROW_STATE_ALIGNED	ALIGNED_TO_NEXTSTEP
15306	changeQuestStep(9->10)	10	11	ROW_ALIGNED	ROW_STATE_ALIGNED	ALIGNED_TO_NEXTSTEP
15334	changeQuestStep(1->1)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
15406	changeQuestStep(4->5)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
15407	changeQuestStep(4->5)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
15408	changeQuestStep(4->5)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
15409	changeQuestStep(1->2)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
15410	changeQuestStep(1->2)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
15411	changeQuestStep(2->3)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
15412	changeQuestStep(2->3)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
15413	changeQuestStep(2->3)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
15414	changeQuestStep(5->6)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
15415	changeQuestStep(5->6)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
15416	changeQuestStep(5->6)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
15417	changeQuestStep(5->6)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
15418	changeQuestStep(5->6)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
15419	changeQuestStep(5->6)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
15420	changeQuestStep(5->6)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
15421	changeQuestStep(5->6)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
15422	changeQuestStep(5->6)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
15423	changeQuestStep(5->6)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
15424	changeQuestStep(5->6)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
15425	changeQuestStep(5->6)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
15426	changeQuestStep(5->6)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
15427	changeQuestStep(5->6)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
15428	changeQuestStep(5->6)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
15429	changeQuestStep(5->6)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
15430	changeQuestStep(5->6)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
15431	changeQuestStep(5->6)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
15432	changeQuestStep(5->6)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
15433	changeQuestStep(5->6)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
15434	changeQuestStep(5->6)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
15435	changeQuestStep(5->6)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
15436	changeQuestStep(5->6)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
15437	changeQuestStep(5->6)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
15438	changeQuestStep(5->6)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
15439	changeQuestStep(5->6)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
15440	changeQuestStep(5->6)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
15441	changeQuestStep(5->6)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
15442	changeQuestStep(5->6)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
15443	changeQuestStep(5->6)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
15444	changeQuestStep(5->6)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
15445	changeQuestStep(5->6)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
15472	changeQuestStep(1->2)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
15473	changeQuestStep(1->2)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
15474	changeQuestStep(1->2)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
15475	changeQuestStep(1->2)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
15476	changeQuestStep(8->9)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
15477	changeQuestStep(8->9)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
15480	changeQuestStep(1->2)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
15541	checkQuestItems(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
15563	changeQuestStep(0->0)	1	2	ROW_ALIGNED	ROW_WITHOUT_STATE	STEP_EQUALS_NEXTSTEP
15590	defaultCloseDialog(4->4)	4	5	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
15602	changeQuestStep(3->4)	5	5	ROW_AHEAD	STATE_OUT_OF_RANGE	OTHER
15606	changeQuestStep(4->5)	5	6	ROW_ALIGNED	ROW_STATE_ALIGNED	ALIGNED_TO_NEXTSTEP
15680	changeQuestStep(7->8)	8	9	ROW_ALIGNED	ROW_STATE_ALIGNED	ALIGNED_TO_NEXTSTEP
16800	changeQuestStep(2->3)	1	3	ROW_BEHIND	ROW_WITHOUT_STATE	OTHER
16809	changeQuestStep(0->0)	1	1	ROW_AHEAD	BOTH_MISALIGNED	STEP_EQUALS_NEXTSTEP
16810	changeQuestStep(0->0)	1	1	ROW_AHEAD	BOTH_MISALIGNED	STEP_EQUALS_NEXTSTEP
16811	changeQuestStep(0->0)	1	1	ROW_AHEAD	BOTH_MISALIGNED	STEP_EQUALS_NEXTSTEP
16839	changeQuestStep(1->2)	2	3	ROW_ALIGNED	ROW_STATE_ALIGNED	ALIGNED_TO_NEXTSTEP
16922	changeQuestStep(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
16930	checkQuestItems(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
16977	checkQuestItems(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
16979	changeQuestStep(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
16990	changeQuestStep(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
18035	changeQuestStep(1->1)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
18036	changeQuestStep(0->1)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	ALIGNED_TO_NEXTSTEP
18213	defaultCloseDialog(3->3)	0	4	ROW_BEHIND	ROW_WITHOUT_STATE	STEP_EQUALS_NEXTSTEP
18250	changeQuestStep(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
18251	changeQuestStep(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
18300	changeQuestStep(1->1)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
18314	changeQuestStep(7->8)	1	2	ROW_ALIGNED	ROW_WITHOUT_STATE	OTHER
18500	changeQuestStep(3->3)	3	5	ROW_BEHIND	ROW_WITHOUT_STATE	STEP_EQUALS_NEXTSTEP
18510	changeQuestStep(5->5)	5	3	ROW_AHEAD	BOTH_MISALIGNED	STEP_EQUALS_NEXTSTEP
18511	changeQuestStep(1->1)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
18601	defaultCloseDialog(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
18737	changeQuestStep(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
18739	checkQuestItems(0->1)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	ALIGNED_TO_NEXTSTEP
18740	checkQuestItems(0->1)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	ALIGNED_TO_NEXTSTEP
18742	checkQuestItems(0->1)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	ALIGNED_TO_NEXTSTEP
18745	checkQuestItems(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
18800	changeQuestStep(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
18802	changeQuestStep(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
18805	changeQuestStep(2->2)	1	3	ROW_BEHIND	ROW_WITHOUT_STATE	STEP_EQUALS_NEXTSTEP
18806	changeQuestStep(1->1)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
18807	changeQuestStep(1->1)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
18808	changeQuestStep(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
18809	changeQuestStep(2->2)	2	3	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
18821	changeQuestStep(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
18826	changeQuestStep(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
18830	changeQuestStep(1->1)	2	3	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
18832	changeQuestStep(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
18833	changeQuestStep(0->0)	1	1	ROW_AHEAD	BOTH_MISALIGNED	STEP_EQUALS_NEXTSTEP
18835	changeQuestStep(0->0)	1	1	ROW_AHEAD	BOTH_MISALIGNED	STEP_EQUALS_NEXTSTEP
18837	changeQuestStep(0->0)	1	1	ROW_AHEAD	BOTH_MISALIGNED	STEP_EQUALS_NEXTSTEP
18847	changeQuestStep(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
18932	changeQuestStep(1->2)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
18940	changeQuestStep(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
18950	changeQuestStep(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
18953	checkQuestItems(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
18954	checkQuestItems(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
18975	checkQuestItems(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
18976	checkQuestItems(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
18977	checkQuestItems(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
18978	checkQuestItems(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
19000	checkQuestItems(1->1)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
19004	changeQuestStep(2->2)	2	3	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
19047	defaultCloseDialog(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
19048	changeQuestStep(1->1)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
19064	checkQuestItemsSimple(1->2)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
19600	changeQuestStep(0->1)					NO_AUDIT_DATA
19665	changeQuestStep(0->0)					NO_AUDIT_DATA
20100	useQuestItem(4->4)	4	6	ROW_BEHIND	ROW_WITHOUT_STATE	STEP_EQUALS_NEXTSTEP
20101	defaultCloseDialog(8->9)	8	9	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
20527	useQuestItem(14->15)	15	16	ROW_ALIGNED	ROW_STATE_ALIGNED	ALIGNED_TO_NEXTSTEP
20528	changeQuestStep(11->12)	12	13	ROW_ALIGNED	ROW_STATE_ALIGNED	ALIGNED_TO_NEXTSTEP
21027	checkQuestItems(1->2)	0	3	ROW_BEHIND	ROW_WITHOUT_STATE	OTHER
21051	changeQuestStep(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
21052	changeQuestStep(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
21053	changeQuestStep(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
21054	changeQuestStep(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
21055	changeQuestStep(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
21068	defaultCloseDialog(1->2)	2	3	ROW_ALIGNED	ROW_STATE_ALIGNED	ALIGNED_TO_NEXTSTEP
21070	defaultCloseDialog(1->1)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
21073	changeQuestStep(1->1)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
21075	defaultCloseDialog(1->1); defaultCloseDialog(2->2)	None	4	NO_REWARD_ROW	ROW_WITHOUT_STATE	NO_AUDIT_DATA
21080	changeQuestStep(4->4)	1	6	ROW_BEHIND	ROW_WITHOUT_STATE	STEP_EQUALS_NEXTSTEP
21081	changeQuestStep(2->3)	0	3	ROW_BEHIND	ROW_WITHOUT_STATE	OTHER
21105	defaultCloseDialog(0->1)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	ALIGNED_TO_NEXTSTEP
21106	defaultCloseDialog(3->3)	3	4	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
21111	defaultCloseDialog(1->1)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
21135	defaultCloseDialog(1->1)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
21136	defaultCloseDialog(2->2)	2	3	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
21138	defaultCloseDialog(3->3)	0	4	ROW_BEHIND	ROW_WITHOUT_STATE	STEP_EQUALS_NEXTSTEP
21217	defaultCloseDialog(2->2)	0	3	ROW_BEHIND	ROW_WITHOUT_STATE	STEP_EQUALS_NEXTSTEP
21244	defaultCloseDialog(2->2)	0	3	ROW_BEHIND	ROW_WITHOUT_STATE	STEP_EQUALS_NEXTSTEP
21249	defaultCloseDialog(2->2)	0	3	ROW_BEHIND	ROW_WITHOUT_STATE	STEP_EQUALS_NEXTSTEP
21320	changeQuestStep(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
21340	changeQuestStep(5->6)					NO_AUDIT_DATA
21341	changeQuestStep(5->6)					NO_AUDIT_DATA
21342	changeQuestStep(5->6)					NO_AUDIT_DATA
21343	changeQuestStep(5->6)					NO_AUDIT_DATA
21344	changeQuestStep(5->6)					NO_AUDIT_DATA
21345	changeQuestStep(5->6)					NO_AUDIT_DATA
21346	changeQuestStep(5->6)					NO_AUDIT_DATA
21347	changeQuestStep(5->6)					NO_AUDIT_DATA
21348	changeQuestStep(5->6)					NO_AUDIT_DATA
21349	changeQuestStep(5->6)					NO_AUDIT_DATA
21350	changeQuestStep(5->6)					NO_AUDIT_DATA
21351	changeQuestStep(5->6)					NO_AUDIT_DATA
21352	changeQuestStep(5->6)					NO_AUDIT_DATA
21353	changeQuestStep(5->6)					NO_AUDIT_DATA
21370	changeQuestStep(5->6)					NO_AUDIT_DATA
21371	changeQuestStep(5->6)					NO_AUDIT_DATA
21372	changeQuestStep(5->6)					NO_AUDIT_DATA
21373	changeQuestStep(5->6)					NO_AUDIT_DATA
21374	changeQuestStep(5->6)					NO_AUDIT_DATA
21375	changeQuestStep(5->6)					NO_AUDIT_DATA
21376	changeQuestStep(5->6)					NO_AUDIT_DATA
21377	changeQuestStep(5->6)					NO_AUDIT_DATA
21378	changeQuestStep(5->6)					NO_AUDIT_DATA
21379	changeQuestStep(5->6)					NO_AUDIT_DATA
21380	changeQuestStep(5->6)					NO_AUDIT_DATA
21381	changeQuestStep(5->6)					NO_AUDIT_DATA
21382	changeQuestStep(5->6)					NO_AUDIT_DATA
21383	changeQuestStep(5->6)					NO_AUDIT_DATA
21460	changeQuestStep(1->1)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
21465	changeQuestStep(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
23305	changeQuestStep(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
23700	changeQuestStep(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
23701	changeQuestStep(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
23702	changeQuestStep(4->5)	5	3	ROW_AHEAD	BOTH_MISALIGNED	ALIGNED_TO_NEXTSTEP
23703	changeQuestStep(1->2)	2	2	ROW_AHEAD	BOTH_MISALIGNED	ALIGNED_TO_NEXTSTEP
23704	changeQuestStep(1->1)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
23705	changeQuestStep(3->4)	4	2	ROW_AHEAD	BOTH_MISALIGNED	ALIGNED_TO_NEXTSTEP
23708	changeQuestStep(1->1)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
23809	changeQuestStep(3->4)	0	4	ROW_BEHIND	ROW_WITHOUT_STATE	OTHER
23812	changeQuestStep(0->0)	1	1	ROW_AHEAD	BOTH_MISALIGNED	STEP_EQUALS_NEXTSTEP
23830	changeQuestStep(1->1)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
23831	changeQuestStep(1->1)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
23832	changeQuestStep(1->1)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
23833	changeQuestStep(1->1)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
23834	changeQuestStep(1->1)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
23880	changeQuestStep(1->2)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
23882	changeQuestStep(1->2)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
23902	changeQuestStep(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
23940	changeQuestStep(10->11)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
23941	changeQuestStep(1->2)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
23942	changeQuestStep(1->2)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
23950	changeQuestStep(2->4)	4	4	ROW_AHEAD	BOTH_MISALIGNED	ALIGNED_TO_NEXTSTEP
23951	changeQuestStep(1->1)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
23952	changeQuestStep(0->0)	1	2	ROW_ALIGNED	ROW_WITHOUT_STATE	STEP_EQUALS_NEXTSTEP
23953	changeQuestStep(1->2)	2	2	ROW_AHEAD	STATE_OUT_OF_RANGE	ALIGNED_TO_NEXTSTEP
23956	changeQuestStep(4->5)	5	6	ROW_ALIGNED	ROW_STATE_ALIGNED	ALIGNED_TO_NEXTSTEP
23967	changeQuestStep(0->1)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	ALIGNED_TO_NEXTSTEP
24011	changeQuestStep(6->6)	6	4	ROW_AHEAD	STATE_OUT_OF_RANGE	STEP_EQUALS_NEXTSTEP
24012	checkQuestItems(5->5)	5	4	ROW_AHEAD	STATE_OUT_OF_RANGE	STEP_EQUALS_NEXTSTEP
24014	checkQuestItems(5->5)	5	4	ROW_AHEAD	STATE_OUT_OF_RANGE	STEP_EQUALS_NEXTSTEP
24021	useQuestItem(4->4)	5	6	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
24022	defaultCloseDialog(7->7)	8	9	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
24025	defaultCloseDialog(3->3)	4	5	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
24030	defaultCloseDialog(8->8)	9	10	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
24043	defaultCloseDialog(6->6)	6	8	ROW_BEHIND	ROW_WITHOUT_STATE	STEP_EQUALS_NEXTSTEP
24044	defaultCloseDialog(6->6)	6	8	ROW_BEHIND	ROW_WITHOUT_STATE	STEP_EQUALS_NEXTSTEP
24046	defaultCloseDialog(6->6)	6	8	ROW_BEHIND	ROW_WITHOUT_STATE	STEP_EQUALS_NEXTSTEP
24051	changeQuestStep(5->5)	6	7	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
24054	defaultCloseDialog(6->6)	6	8	ROW_BEHIND	ROW_WITHOUT_STATE	STEP_EQUALS_NEXTSTEP
24154	useQuestItem(4->4)	4	5	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
24211	changeQuestStep(0->0)	None	1	NO_REWARD_ROW	ROW_STATE_ALIGNED	NO_AUDIT_DATA
24220	changeQuestStep(1->1)	0	3	ROW_BEHIND	ROW_WITHOUT_STATE	STEP_EQUALS_NEXTSTEP
25001	checkQuestItems(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
25012	checkQuestItems(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
25013	checkQuestItems(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
25020	checkQuestItems(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
25022	checkQuestItems(0->1)	2	3	ROW_ALIGNED	ROW_STATE_ALIGNED	OTHER
25033	checkQuestItems(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
25062	checkQuestItems(0->0)	1	2	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
25080	checkQuestItems(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
25081	checkQuestItems(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
25085	checkQuestItems(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
25091	checkQuestItems(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
25092	checkQuestItems(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
25094	checkQuestItems(0->1)	0	3	ROW_BEHIND	ROW_WITHOUT_STATE	OTHER
25230	checkQuestItems(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
25231	checkQuestItems(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
25232	checkQuestItems(0->0)	0	1	ROW_ALIGNED	ROW_STATE_ALIGNED	STEP_EQUALS_NEXTSTEP
25300	changeQuestStep(13->14)	13	15	ROW_BEHIND	ROW_WITHOUT_STATE	TEST_LOCKED
25301	changeQuestStep(2->3)	3	4	ROW_ALIGNED	ROW_STATE_ALIGNED	ALIGNED_TO_NEXTSTEP
25302	changeQuestStep(2->3)	3	4	ROW_ALIGNED	ROW_STATE_ALIGNED	ALIGNED_TO_NEXTSTEP
25303	changeQuestStep(2->3)	3	4	ROW_ALIGNED	ROW_STATE_ALIGNED	ALIGNED_TO_NEXTSTEP
25304	changeQuestStep(3->4)	4	5	ROW_ALIGNED	ROW_STATE_ALIGNED	ALIGNED_TO_NEXTSTEP
