quest_id	reward_var0	last_start_node	last_start_var0	handovers	handover_writes	recovery	var0_increment	client_rows	client_last_row	last_row_kind	verdict	shape	row_state_verdict	visible_state_var0	rows_without_state	states_out_of_range	qe045_locked	client_section0	last_row_text	client_file	var0_max	reward_row_within_field_max	last_row_within_field_max	last_row_npc_key	last_row_npc_matches_quest
5304	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5305	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5306	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5307	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5308	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5309	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5310	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5311	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5312	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5313	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5314	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5315	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5316	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5317	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5318	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5319	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5320	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5321	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5322	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5323	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5324	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5325	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5326	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5327	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5328	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5329	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5330	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5331	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5332	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5333	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5334	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5335	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5336	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5337	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5338	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5339	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5340	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5400	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5401	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5402	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5403	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5404	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5405	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5406	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5407	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5408	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5409	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5410	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5411	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5412	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5413	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5414	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5415	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5416	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5417	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5418	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5419	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5420	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5421	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5422	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5423	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5424	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5425	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5426	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5427	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5428	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5429	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5430	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5431	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5432	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5433	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5434	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5435	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5436	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5437	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5438	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5439	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5440	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5500	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5501	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5502	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5503	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5504	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5505	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5506	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5507	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5508	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5509	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5510	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5511	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5512	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5513	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5514	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5515	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5516	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5517	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5518	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5519	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5520	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5521	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5522	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5523	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5524	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5525	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5526	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5527	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5528	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5529	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5530	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5531	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5532	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5533	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5534	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5535	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5536	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5537	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5538	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5539	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5540	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5541	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5542	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5543	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5544	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5545	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5546	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5547	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5548	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5549	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5550	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5551	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5552	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5553	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5554	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5555	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5556	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5557	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5558	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5559	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5560	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5561	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5562	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5563	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5564	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5565	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5566	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5567	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5568	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5569	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5570	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5571	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5572	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5573	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5574	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5575	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5576	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5577	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5578	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
5579	0	started	0	started->reward[dialog] started->reward[dialog]		False	False	0	None		NO_CLIENT_HTML	NO_CLIENT_HTML	NO_CLIENT_HTML	0			False				63	True	True		False
